reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD009551-bib-0001,"Aslan M, Oz Y, Aksit F, Akay OM. ",Potential of polymerase chain reaction and galactomannan for the diagnosis of invasive aspergillosis in patients with febrile neutropenia, Mycoses ,2015,58,    ,['citation-journal']," Aslan M, Oz Y, Aksit F, Akay OM. Potential of polymerase chain reaction and galactomannan for the diagnosis of invasive aspergillosis in patients with febrile neutropenia.  Mycoses 2015;58(6):343‐9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/myc.12322', 'https://www.ncbi.nlm.nih.gov/pubmed/25851634', 'https://scholar.google.com/scholar_lookup?title=Potential+of+polymerase+chain+reaction+and+galactomannan+for+the+diagnosis+of+invasive+aspergillosis+in+patients+with+febrile+neutropenia+&author=M+Aslan&author=Y+Oz&author=F+Aksit&author=OM+Akay&publication_year=2015&hl=en']",25851634,https://doi.org/10.1111/myc.12322, Aslan 2015 {published data only}  ,included,CD009551-bbs2-0001,
CD009551-bib-0002,"Badiee P, Alborzi A. ",Detection of Aspergillus species in bone marrow transplant patients, Journal of Infection in Developing Countries ,2010,4,    ,['citation-journal']," Badiee P, Alborzi A. Detection of Aspergillus species in bone marrow transplant patients.  Journal of Infection in Developing Countries 2010;4(8):511‐6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.3855/jidc.807', 'https://www.ncbi.nlm.nih.gov/pubmed/20818103', 'https://scholar.google.com/scholar_lookup?title=Detection+of+Aspergillus+species+in+bone+marrow+transplant+patients&author=P+Badiee&author=A+Alborzi&publication_year=2010&hl=en']",20818103,https://doi.org/10.3855/jidc.807, Badiee 2010 {published data only}  ,included,CD009551-bbs2-0002,
CD009551-bib-0003,"Badiee P, Zareifar S, Haddadi P, Jafarian H. ",Incidence of fungal infections in pediatric patients with hematologic neoplasms, Archives of Pediatric Infectious Diseases ,2017,5,    ,['citation-journal']," Badiee P, Zareifar S, Haddadi P, Jafarian H. Incidence of fungal infections in pediatric patients with hematologic neoplasms.  Archives of Pediatric Infectious Diseases 2017;5(3):e41317. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.5812/pedinfect.41317', 'https://scholar.google.com/scholar_lookup?title=Incidence+of+fungal+infections+in+pediatric+patients+with+hematologic+neoplasms&author=P+Badiee&author=S+Zareifar&author=P+Haddadi&author=H+Jafarian&publication_year=2017&hl=en']",,https://doi.org/10.5812/pedinfect.41317, Badiee 2017 {published data only}  ,included,CD009551-bbs2-0003,
CD009551-bib-0004,"Barnes RA, White PL, Bygrave C, Evans N, Healy B, Kell J. ",Clinical impact of enhanced diagnosis of invasive fungal disease in high‐risk haematology and stem cell transplant patients, Journal of Clinical Pathology ,2009,62,    ,['citation-journal']," Barnes RA, White PL, Bygrave C, Evans N, Healy B, Kell J. Clinical impact of enhanced diagnosis of invasive fungal disease in high‐risk haematology and stem cell transplant patients.  Journal of Clinical Pathology 2009;62(1):64‐9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1136/jcp.2008.058354', 'https://www.ncbi.nlm.nih.gov/pubmed/19103864', 'https://scholar.google.com/scholar_lookup?title=Clinical+impact+of+enhanced+diagnosis+of+invasive+fungal+disease+in+high‐risk+haematology+and+stem+cell+transplant+patients+&author=RA+Barnes&author=PL+White&author=C+Bygrave&author=N+Evans&author=B+Healy&author=J+Kell&publication_year=2009&hl=en']",19103864,https://doi.org/10.1136/jcp.2008.058354, Barnes 2009 {published data only}  ,included,CD009551-bbs2-0004,
CD009551-bib-0005,"Barnes RA, Stocking K, Bowden S, Poynton MH, White PL. ",Prevention and diagnosis of invasive fungal disease in high‐risk patients within an integrative care pathway, Journal of Infection ,2013,67,    ,['citation-journal']," Barnes RA, Stocking K, Bowden S, Poynton MH, White PL. Prevention and diagnosis of invasive fungal disease in high‐risk patients within an integrative care pathway.  Journal of Infection 2013;67(3):206‐14. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.jinf.2013.04.020', 'https://www.ncbi.nlm.nih.gov/pubmed/23644098', 'https://scholar.google.com/scholar_lookup?title=Prevention+and+diagnosis+of+invasive+fungal+disease+in+high‐risk+patients+within+an+integrative+care+pathway+&author=RA+Barnes&author=K+Stocking&author=S+Bowden&author=MH+Poynton&author=PL+White&publication_year=2013&hl=en']",23644098,https://doi.org/10.1016/j.jinf.2013.04.020, Barnes 2013 {published data only}  ,included,CD009551-bbs2-0005,
CD009551-bib-0006,"Bellanger AP, Millon L, Berceanu A, Grenouillet F, Grenouillet FE, Larosa F, et al. ","Combining Aspergillus mitochondrial and ribosomal QPCR, in addition to galactomannan assay, for early diagnosis of invasive aspergillosis in hematology patients", Medical Mycology ,2015,53,    ,['citation-journal']," Bellanger AP, Millon L, Berceanu A, Grenouillet F, Grenouillet FE, Larosa F, et al. Combining Aspergillus mitochondrial and ribosomal QPCR, in addition to galactomannan assay, for early diagnosis of invasive aspergillosis in hematology patients.  Medical Mycology 2015;53(7):760‐4. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1093/mmy/myv051', 'https://www.ncbi.nlm.nih.gov/pubmed/26162471', 'https://scholar.google.com/scholar_lookup?title=Combining+Aspergillus+mitochondrial+and+ribosomal+QPCR,+in+addition+to+galactomannan+assay,+for+early+diagnosis+of+invasive+aspergillosis+in+hematology+patients+&author=AP+Bellanger&author=L+Millon&author=A+Berceanu&author=F+Grenouillet&author=FE+Grenouillet&author=F+Larosa&publication_year=2015&hl=en']",26162471,https://doi.org/10.1093/mmy/myv051, Bellanger 2015 {published data only}  ,included,CD009551-bbs2-0006,
CD009551-bib-0007,"Boch T, Spiess B, Cornely OA, Vehreschild JJ, Rath PM, Steinmann J, et al. ","Diagnosis of invasive fungal infections in haematological patients by combined use of galactomannan, 1,3‐beta‐D‐glucan, Aspergillus PCR, multifungal DNA‐microarray, and Aspergillus azole resistance PCRs in blood and bronchoalveolar lavage samples: results of a prospective multicentre study", Clinical Microbiology and Infection ,2016,22,    ,['citation-journal']," Boch T, Spiess B, Cornely OA, Vehreschild JJ, Rath PM, Steinmann J, et al. Diagnosis of invasive fungal infections in haematological patients by combined use of galactomannan, 1,3‐beta‐D‐glucan, Aspergillus PCR, multifungal DNA‐microarray, and Aspergillus azole resistance PCRs in blood and bronchoalveolar lavage samples: results of a prospective multicentre study.  Clinical Microbiology and Infection 2016;22(10):862‐8. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/27393123', 'https://scholar.google.com/scholar_lookup?title=Diagnosis+of+invasive+fungal+infections+in+haematological+patients+by+combined+use+of+galactomannan,+1,3‐beta‐D‐glucan,+Aspergillus+PCR,+multifungal+DNA‐microarray,+and+Aspergillus+azole+resistance+PCRs+in+blood+and+bronchoalveolar+lavage+samples:+results+of+a+prospective+multicentre+study+&author=T+Boch&author=B+Spiess&author=OA+Cornely&author=JJ+Vehreschild&author=PM+Rath&author=J+Steinmann&publication_year=2016&hl=en']",27393123,, Boch 2016 {published data only}  ,included,CD009551-bbs2-0007,
CD009551-bib-0008,"Boluk G, Kazak E, Ozkalemkas F, Ener B, Akalin H, Agca H. ","Comparison of galactomannan, beta‐d‐glucan, and aspergillus DNA in sera of high‐risk adult patients with hematological malignancies for the diagnosis of invasive aspergillosis", Turkish Journal of Medical Sciences ,2016,46,    ,['citation-journal']," Boluk G, Kazak E, Ozkalemkas F, Ener B, Akalin H, Agca H. Comparison of galactomannan, beta‐d‐glucan, and aspergillus DNA in sera of high‐risk adult patients with hematological malignancies for the diagnosis of invasive aspergillosis.  Turkish Journal of Medical Sciences 2016;46(2):335‐42. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/27511494', 'https://scholar.google.com/scholar_lookup?title=Comparison+of+galactomannan,+beta‐d‐glucan,+and+aspergillus+DNA+in+sera+of+high‐risk+adult+patients+with+hematological+malignancies+for+the+diagnosis+of+invasive+aspergillosis+&author=G+Boluk&author=E+Kazak&author=F+Ozkalemkas&author=B+Ener&author=H+Akalin&author=H+Agca&publication_year=2016&hl=en']",27511494,, Boluk 2016 {published data only}  ,included,CD009551-bbs2-0008,
CD009551-bib-0009,"Cuenca‐Estrella M, Meije Y, Diaz‐Pedroche C, Gomez‐Lopez A, Buitrago M‐J, Bernal‐Martinez L, et al. ",Value of serial quantification of fungal DNA by a real‐time PCR‐based technique for early diagnosis of invasive Aspergillosis in patients with febrile neutropenia, Journal of Clinical Microbiology ,2009,47,    ,['citation-journal']," Cuenca‐Estrella M, Meije Y, Diaz‐Pedroche C, Gomez‐Lopez A, Buitrago M‐J, Bernal‐Martinez L, et al. Value of serial quantification of fungal DNA by a real‐time PCR‐based technique for early diagnosis of invasive Aspergillosis in patients with febrile neutropenia.  Journal of Clinical Microbiology 2009;47(2):379‐84. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1128/JCM.01716-08', 'https://www.ncbi.nlm.nih.gov/pubmed/19109479', 'https://scholar.google.com/scholar_lookup?title=Value+of+serial+quantification+of+fungal+DNA+by+a+real‐time+PCR‐based+technique+for+early+diagnosis+of+invasive+Aspergillosis+in+patients+with+febrile+neutropenia+&author=M+Cuenca‐Estrella&author=Y+Meije&author=C+Diaz‐Pedroche&author=A+Gomez‐Lopez&author=M‐J+Buitrago&author=L+Bernal‐Martinez&publication_year=2009&hl=en']",19109479,https://doi.org/10.1128/JCM.01716-08, Cuenca‐Estrella 2009 {published data only}  ,included,CD009551-bbs2-0009,
CD009551-bib-0010,"da Silva RL, Ribeiro P, Abreu N, Ferreira T, Fernandes T, Monteiro A, et al. ",Early diagnosis of invasive aspergillosis in neutropenic patients. Comparison between serum galactomannan and polymerase chain reaction, Clinical Medicine Insights. Oncology ,2010,4,    ,['citation-journal']," da Silva RL, Ribeiro P, Abreu N, Ferreira T, Fernandes T, Monteiro A, et al. Early diagnosis of invasive aspergillosis in neutropenic patients. Comparison between serum galactomannan and polymerase chain reaction.  Clinical Medicine Insights. Oncology 2010;4:81‐8. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.4137/CMO.S5228', 'https://www.ncbi.nlm.nih.gov/pubmed/20703324', 'https://scholar.google.com/scholar_lookup?title=Early+diagnosis+of+invasive+aspergillosis+in+neutropenic+patients.+Comparison+between+serum+galactomannan+and+polymerase+chain+reaction+&author=RL+Silva&author=P+Ribeiro&author=N+Abreu&author=T+Ferreira&author=T+Fernandes&author=A+Monteiro&publication_year=2010&hl=en']",20703324,https://doi.org/10.4137/CMO.S5228, da Silva 2010 {published data only}  ,included,CD009551-bbs2-0010,
