reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD009020-bib-0001,"De Candia A, Doratiotto S, Paschina E, Segatto E, Pelizzo F, Bazzocchi M. ",Real‐time compound sonography of the rotator‐cuff: evaluation of artefact reduction and image definition, Radiologia Medica ,2003,105,    ,['citation-journal']," De Candia A, Doratiotto S, Paschina E, Segatto E, Pelizzo F, Bazzocchi M. Real‐time compound sonography of the rotator‐cuff: evaluation of artefact reduction and image definition.  Radiologia Medica 2003;105(4):308‐14.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Real‐time+compound+sonography+of+the+rotator‐cuff:+evaluation+of+artefact+reduction+and+image+definition+&author=A+Candia&author=S+Doratiotto&author=E+Paschina&author=E+Segatto&author=F+Pelizzo&author=M+Bazzocchi&publication_year=2003&hl=en'],,, De Candia 2002 {published data only}  ,included,CD009020-bbs2-0001,
CD009020-bib-0002,"De Candia A, Doratiotto S, Pelizzo F, Paschina E, Bazzocchi M. ",Real time compound ultrasound of the shoulder, Radiology and Oncology ,2002,36,    ,['citation-journal']," De Candia A, Doratiotto S, Pelizzo F, Paschina E, Bazzocchi M. Real time compound ultrasound of the shoulder.  Radiology and Oncology 2002;36(4):319‐25,+336.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Real+time+compound+ultrasound+of+the+shoulder&author=A+Candia&author=S+Doratiotto&author=F+Pelizzo&author=E+Paschina&author=M+Bazzocchi&publication_year=2002&hl=en'],,, De Candia 2002 {published data only}  ,included,CD009020-bbs2-0001,
CD009020-bib-0003,"Della Sala SW, Bianchini G. ",Magnetic resonance in the study of the painful shoulder. The surgical comparison in 30 consecutive cases, Radiologia Medica ,1996,91,    ,['citation-journal']," Della Sala SW, Bianchini G. Magnetic resonance in the study of the painful shoulder. The surgical comparison in 30 consecutive cases [La Risonanza Magnetica nello studio della spalla dolorosa. Raffronto chirurgico in 30 casi consecutivi].  Radiologia Medica 1996;91(4):348‐55.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Magnetic+resonance+in+the+study+of+the+painful+shoulder.+The+surgical+comparison+in+30+consecutive+cases+&author=SW+DellaSala&author=G+Bianchini&publication_year=1996&hl=en'],,, Della Sala 1996 {published data only}  ,included,CD009020-bbs2-0002,
CD009020-bib-0004,"Gagey N, Desmoineaux P, Gagey O, Idy‐Peretti I, Mazas F. ",Contribution of MRI to the preoperative evaluation of rotator cuff tears, Revue de Chirurgie Orthopedique et Reparatrice de l Appareil Moteur ,1991,77,    ,['citation-journal']," Gagey N, Desmoineaux P, Gagey O, Idy‐Peretti I, Mazas F. Contribution of MRI to the preoperative evaluation of rotator cuff tears [Apport de l'IRM dans le bilan pre‐chirurgical des lesions de la coiffe des rotateurs].  Revue de Chirurgie Orthopedique et Reparatrice de l Appareil Moteur 1991;77(8):521‐9.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Contribution+of+MRI+to+the+preoperative+evaluation+of+rotator+cuff+tears&author=N+Gagey&author=P+Desmoineaux&author=O+Gagey&author=I+Idy‐Peretti&author=F+Mazas&publication_year=1991&hl=en'],,, Gagey 1993 {published data only}  ,included,CD009020-bbs2-0003,
CD009020-bib-0005,"Gagey N, Desmoineaux P, Gagey O, Idy‐Peretti I, Mazas F. ",MRI in the pre‐operative evaluation of lesions of the rotator cuff, Journal de Radiologie ,1993,74,    ,['citation-journal']," Gagey N, Desmoineaux P, Gagey O, Idy‐Peretti I, Mazas F. MRI in the pre‐operative evaluation of lesions of the rotator cuff [Apport de l'IRM dans le bilan pre‐chirurgical des lesions de la coiffe des rotateurs].  Journal de Radiologie 1993;74(1):39‐46.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=MRI+in+the+pre‐operative+evaluation+of+lesions+of+the+rotator+cuff&author=N+Gagey&author=P+Desmoineaux&author=O+Gagey&author=I+Idy‐Peretti&author=F+Mazas&publication_year=1993&hl=en'],,, Gagey 1993 {published data only}  ,included,CD009020-bbs2-0003,
CD009020-bib-0006,"Iannotti JP, Ciccone J, Buss DD, Visotsky JL, Mascha E, Cotman K, et al. ",Accuracy of office‐based ultrasonography of the shoulder for the diagnosis of rotator cuff tears, Journal of Bone and Joint Surgery. American Volume ,2005,87,    ,['citation-journal']," Iannotti JP, Ciccone J, Buss DD, Visotsky JL, Mascha E, Cotman K, et al. Accuracy of office‐based ultrasonography of the shoulder for the diagnosis of rotator cuff tears.  Journal of Bone and Joint Surgery. American Volume 2005;87(6):1305‐11.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Accuracy+of+office‐based+ultrasonography+of+the+shoulder+for+the+diagnosis+of+rotator+cuff+tears+&author=JP+Iannotti&author=J+Ciccone&author=DD+Buss&author=JL+Visotsky&author=E+Mascha&author=K+Cotman&publication_year=2005&hl=en'],,, Iannotti 2005 {published data only}  ,included,CD009020-bbs2-0004,
CD009020-bib-0007,"Kang CH, Kim SS, Kim JH, Chung KB, Kim YH, Oh YW, et al. ",Supraspinatus tendon tears: Comparison of 3D US and MR arthrography with surgical correlation, Skeletal Radiology ,2009,38,    ,['citation-journal']," Kang CH, Kim SS, Kim JH, Chung KB, Kim YH, Oh YW, et al. Supraspinatus tendon tears: Comparison of 3D US and MR arthrography with surgical correlation.  Skeletal Radiology 2009;38(11):1063‐9.    Link to article     Google Scholar     ","['https://doi.org/10.1007/s00256-009-0734-6', 'https://scholar.google.com/scholar_lookup?title=Supraspinatus+tendon+tears:+Comparison+of+3D+US+and+MR+arthrography+with+surgical+correlation+&author=CH+Kang&author=SS+Kim&author=JH+Kim&author=KB+Chung&author=YH+Kim&author=YW+Oh&publication_year=2009&hl=en']",,https://doi.org/10.1007/s00256-009-0734-6, Kang 2009 {published data only}  ,included,CD009020-bbs2-0005,
CD009020-bib-0008,"Lambert A, Loffroy R, Guiu B, Mejean N, Lerais JM, Cercueil JP, et al. ",Rotator cuff tears: value of 3.0T MRI, Journal de Radiologie ,2009,90,    ,['citation-journal']," Lambert A, Loffroy R, Guiu B, Mejean N, Lerais JM, Cercueil JP, et al. Rotator cuff tears: value of 3.0T MRI [Perforations de la coiffe des rotateurs: intérêt de l’IRM 3,0T].  Journal de Radiologie 2009;90(5 Pt 1):583‐8.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Rotator+cuff+tears:+value+of+3.0T+MRI&author=A+Lambert&author=R+Loffroy&author=B+Guiu&author=N+Mejean&author=JM+Lerais&author=JP+Cercueil&publication_year=2009&hl=en'],,, Lambert 2009 {published data only}  ,included,CD009020-bbs2-0006,
CD009020-bib-0009,"Martin‐Hervas C, Romero J, Navas‐Acien A, Reboiras JJ, Munuera L. ",Ultrasonographic and magnetic resonance images of rotator cuff lesions compared with arthroscopy or open surgery findings, Journal of Shoulder and Elbow Surgery ,2001,10,    ,['citation-journal']," Martin‐Hervas C, Romero J, Navas‐Acien A, Reboiras JJ, Munuera L. Ultrasonographic and magnetic resonance images of rotator cuff lesions compared with arthroscopy or open surgery findings.  Journal of Shoulder and Elbow Surgery 2001;10(5):410‐5.    Link to article     Google Scholar     ","['https://doi.org/10.1067/mse.2001.116515', 'https://scholar.google.com/scholar_lookup?title=Ultrasonographic+and+magnetic+resonance+images+of+rotator+cuff+lesions+compared+with+arthroscopy+or+open+surgery+findings+&author=C+Martin‐Hervas&author=J+Romero&author=A+Navas‐Acien&author=JJ+Reboiras&author=L+Munuera&publication_year=2001&hl=en']",,https://doi.org/10.1067/mse.2001.116515, Martin‐Hervas 2001 {published data only}  ,included,CD009020-bbs2-0007,
CD009020-bib-0010,"Milosavljevic J, Elvin A, Rahme H. ",Ultrasonography of the rotator cuff: a comparison with arthroscopy in one‐hundred‐and‐ninety consecutive cases, Acta Radiologica ,2005,46,    ,['citation-journal']," Milosavljevic J, Elvin A, Rahme H. Ultrasonography of the rotator cuff: a comparison with arthroscopy in one‐hundred‐and‐ninety consecutive cases.  Acta Radiologica 2005;46(8):858‐65.    Link to article     Google Scholar     ","['https://doi.org/10.1080/02841850500270506', 'https://scholar.google.com/scholar_lookup?title=Ultrasonography+of+the+rotator+cuff:+a+comparison+with+arthroscopy+in+one‐hundred‐and‐ninety+consecutive+cases+&author=J+Milosavljevic&author=A+Elvin&author=H+Rahme&publication_year=2005&hl=en']",,https://doi.org/10.1080/02841850500270506, Milosavljevic 2005 {published data only}  ,included,CD009020-bbs2-0008,
