reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD012233-bib-0001,"Ahmed M, Diggory R. ",The correlation between ultrasonography and histopathology in the management of gall bladder polyps, Acta Chirurgica Belgica ,2013,113,    ,['citation-journal']," Ahmed M, Diggory R. The correlation between ultrasonography and histopathology in the management of gall bladder polyps.  Acta Chirurgica Belgica 2013;113(3):208‐12. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1080/00015458.2013.11680913', 'https://www.ncbi.nlm.nih.gov/pubmed/24941718', 'https://scholar.google.com/scholar_lookup?title=The+correlation+between+ultrasonography+and+histopathology+in+the+management+of+gall+bladder+polyps+&author=M+Ahmed&author=R+Diggory&publication_year=2013&hl=en']",24941718,https://doi.org/10.1080/00015458.2013.11680913, Ahmed 2013 {published data only}  ,included,CD012233-bbs2-0001,
CD012233-bib-0002,"Akyurek N, Salman B, Irkorucu O, Sare M, Tatlicioglu E. ",Ultrasonography in the diagnosis of true gallbladder polyps: the contradiction in the literature, HPB: the official journal of the International Hepato Pancreato Biliary Association ,2005,7,    ,['citation-journal']," Akyurek N, Salman B, Irkorucu O, Sare M, Tatlicioglu E. Ultrasonography in the diagnosis of true gallbladder polyps: the contradiction in the literature.  HPB: the official journal of the International Hepato Pancreato Biliary Association 2005;7(2):155‐8. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1080/13651820510003762', 'https://www.ncbi.nlm.nih.gov/pubmed/18333181', 'https://scholar.google.com/scholar_lookup?title=Ultrasonography+in+the+diagnosis+of+true+gallbladder+polyps:+the+contradiction+in+the+literature+&author=N+Akyurek&author=B+Salman&author=O+Irkorucu&author=M+Sare&author=E+Tatlicioglu&publication_year=2005&hl=en']",18333181,https://doi.org/10.1080/13651820510003762, Akyurek 2005 {published data only}  ,included,CD012233-bbs2-0002,
CD012233-bib-0003,"Azuma T, Yoshikawa T, Araida T, Takasaki K. ",Differential diagnosis of polypoid lesions of the gallbladder by endoscopic ultrasonography, American Journal of Surgery ,2001,181,    ,['citation-journal']," Azuma T, Yoshikawa T, Araida T, Takasaki K. Differential diagnosis of polypoid lesions of the gallbladder by endoscopic ultrasonography.  American Journal of Surgery 2001;181(1):65‐70. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0002-9610(00)00526-2', 'https://www.ncbi.nlm.nih.gov/pubmed/11248179', 'https://scholar.google.com/scholar_lookup?title=Differential+diagnosis+of+polypoid+lesions+of+the+gallbladder+by+endoscopic+ultrasonography&author=T+Azuma&author=T+Yoshikawa&author=T+Araida&author=K+Takasaki&publication_year=2001&hl=en']",11248179,https://doi.org/10.1016/S0002-9610(00)00526-2, Azuma 2001 {published data only}  ,included,CD012233-bbs2-0003,
CD012233-bib-0004,"Chattopadhyay D, Lochan R, Balupuri S, Gopinath B, Wynne K. ",Outcome of gall bladder polypoidal lesions detected by transabdominal ultrasound scanning: a nine year experience, World Journal of Gastroenterology ,2005,11,    ,['citation-journal']," Chattopadhyay D, Lochan R, Balupuri S, Gopinath B, Wynne K. Outcome of gall bladder polypoidal lesions detected by transabdominal ultrasound scanning: a nine year experience.  World Journal of Gastroenterology 2005;11(14):2171‐3. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.3748/wjg.v11.i14.2171', 'https://www.ncbi.nlm.nih.gov/pubmed/15810087', 'https://scholar.google.com/scholar_lookup?title=Outcome+of+gall+bladder+polypoidal+lesions+detected+by+transabdominal+ultrasound+scanning:+a+nine+year+experience+&author=D+Chattopadhyay&author=R+Lochan&author=S+Balupuri&author=B+Gopinath&author=K+Wynne&publication_year=2005&hl=en']",15810087,https://doi.org/10.3748/wjg.v11.i14.2171, Chattopadhyay 2005 {published data only}  ,included,CD012233-bbs2-0004,
CD012233-bib-0005,"Cheon Y, Cho W, Lee T, Cho Y, Moon J, Lee J, et al. ",Endoscopic ultrasonography does not differentiate neoplastic from non‐neoplastic small gallbladder polyps, World Journal of Gastroenterology ,2009,15,    ,['citation-journal']," Cheon Y, Cho W, Lee T, Cho Y, Moon J, Lee J, et al. Endoscopic ultrasonography does not differentiate neoplastic from non‐neoplastic small gallbladder polyps.  World Journal of Gastroenterology 2009;15(19):2361‐6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.3748/wjg.15.2361', 'https://www.ncbi.nlm.nih.gov/pubmed/19452579', 'https://scholar.google.com/scholar_lookup?title=Endoscopic+ultrasonography+does+not+differentiate+neoplastic+from+non‐neoplastic+small+gallbladder+polyps+&author=Y+Cheon&author=W+Cho&author=T+Lee&author=Y+Cho&author=J+Moon&author=J+Lee&publication_year=2009&hl=en']",19452579,https://doi.org/10.3748/wjg.15.2361, Cheon 2009 {published data only}  ,included,CD012233-bbs2-0005,
CD012233-bib-0006,"Davies I, Griffiths E, Simpson G, Masters A. ",Ultrasound assessment and treatment of gallbladder polyps at Wirral University Hospital Trust (WUTH), Surgical Endoscopy and Other Interventional Techniques ,2016,30,    ,['citation-journal']," Davies I, Griffiths E, Simpson G, Masters A. Ultrasound assessment and treatment of gallbladder polyps at Wirral University Hospital Trust (WUTH).  Surgical Endoscopy and Other Interventional Techniques 2016;30:S198. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Ultrasound+assessment+and+treatment+of+gallbladder+polyps+at+Wirral+University+Hospital+Trust+(WUTH)+&author=I+Davies&author=E+Griffiths&author=G+Simpson&author=A+Masters&publication_year=2016&hl=en']",,, Davies 2016 {published data only}  ,included,CD012233-bbs2-0006,
CD012233-bib-0007,"French D, Allen P, Ellsmere J. ",The diagnostic accuracy of transabdominal ultrasonography needs to be considered when managing gallbladder polyps, Surgical Endoscopy and Other Interventional Techniques ,2013,27,    ,['citation-journal']," French D, Allen P, Ellsmere J. The diagnostic accuracy of transabdominal ultrasonography needs to be considered when managing gallbladder polyps.  Surgical Endoscopy and Other Interventional Techniques 2013;27(11):4021‐5. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s00464-013-3033-1', 'https://www.ncbi.nlm.nih.gov/pubmed/23749271', 'https://scholar.google.com/scholar_lookup?title=The+diagnostic+accuracy+of+transabdominal+ultrasonography+needs+to+be+considered+when+managing+gallbladder+polyps+&author=D+French&author=P+Allen&author=J+Ellsmere&publication_year=2013&hl=en']",23749271,https://doi.org/10.1007/s00464-013-3033-1, French 2013 {published data only}  ,included,CD012233-bbs2-0007,
CD012233-bib-0008,"Inoue T, Kitano M, Kudo M, Sakamoto H, Kawasaki T, Yasuda C, et al. ",Diagnosis of gallbladder diseases by contrast‐enhanced phase‐inversion harmonic ultrasonography, Ultrasound in Medicine and Biology ,2007,33,    ,['citation-journal']," Inoue T, Kitano M, Kudo M, Sakamoto H, Kawasaki T, Yasuda C, et al. Diagnosis of gallbladder diseases by contrast‐enhanced phase‐inversion harmonic ultrasonography.  Ultrasound in Medicine and Biology 2007;33(3):353‐61. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ultrasmedbio.2006.09.003', 'https://www.ncbi.nlm.nih.gov/pubmed/17280766', 'https://scholar.google.com/scholar_lookup?title=Diagnosis+of+gallbladder+diseases+by+contrast‐enhanced+phase‐inversion+harmonic+ultrasonography&author=T+Inoue&author=M+Kitano&author=M+Kudo&author=H+Sakamoto&author=T+Kawasaki&author=C+Yasuda&publication_year=2007&hl=en']",17280766,https://doi.org/10.1016/j.ultrasmedbio.2006.09.003, Inoue 2007 {published data only}  ,included,CD012233-bbs2-0008,
CD012233-bib-0009,"Jang J, Kim S, Lee S, Hwang D, Kim E, Lee J, et al. ","Differential diagnostic and staging accuracies of high resolution ultrasonography, endoscopic ultrasonography, and multidetector computed tomography for gallbladder polypoid lesions and gallbladder cancer", Annals of Surgery ,2009,250,    ,['citation-journal']," Jang J, Kim S, Lee S, Hwang D, Kim E, Lee J, et al. Differential diagnostic and staging accuracies of high resolution ultrasonography, endoscopic ultrasonography, and multidetector computed tomography for gallbladder polypoid lesions and gallbladder cancer.  Annals of Surgery 2009;250:943‐9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/SLA.0b013e3181b5d5fc', 'https://www.ncbi.nlm.nih.gov/pubmed/19855259', 'https://scholar.google.com/scholar_lookup?title=Differential+diagnostic+and+staging+accuracies+of+high+resolution+ultrasonography,+endoscopic+ultrasonography,+and+multidetector+computed+tomography+for+gallbladder+polypoid+lesions+and+gallbladder+cancer+&author=J+Jang&author=S+Kim&author=S+Lee&author=D+Hwang&author=E+Kim&author=J+Lee&publication_year=2009&hl=en']",19855259,https://doi.org/10.1097/SLA.0b013e3181b5d5fc, Jang 2009 {published data only}  ,included,CD012233-bbs2-0009,
CD012233-bib-0010,"Lee J, Kim J, Kim Y, Ryu J, Kim Y, Lee J, et al. ",Diagnostic accuracy of transabdominal high‐resolution US for staging gallbladder cancer and differential diagnosis of neoplastic polyps compared with EUS, European Radiology ,2017,27,    ,['citation-journal']," Lee J, Kim J, Kim Y, Ryu J, Kim Y, Lee J, et al. Diagnostic accuracy of transabdominal high‐resolution US for staging gallbladder cancer and differential diagnosis of neoplastic polyps compared with EUS.  European Radiology 2017;27(7):3097‐103. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s00330-016-4646-2', 'https://www.ncbi.nlm.nih.gov/pubmed/27832311', 'https://scholar.google.com/scholar_lookup?title=Diagnostic+accuracy+of+transabdominal+high‐resolution+US+for+staging+gallbladder+cancer+and+differential+diagnosis+of+neoplastic+polyps+compared+with+EUS+&author=J+Lee&author=J+Kim&author=Y+Kim&author=J+Ryu&author=Y+Kim&author=J+Lee&publication_year=2017&hl=en']",27832311,https://doi.org/10.1007/s00330-016-4646-2, Lee 2016 {published data only}  ,included,CD012233-bbs2-0010,
