reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD010558-bib-0001,"Feldman G, Harley R, Kerrigan M, Jacobo M, Fava M. ",Change in emotional processing during a dialectical behavior therapy‐based skills group for major depressive disorder, Behaviour Research and Therapy ,2009,47,    ,['citation-journal']," Feldman G, Harley R, Kerrigan M, Jacobo M, Fava M. Change in emotional processing during a dialectical behavior therapy‐based skills group for major depressive disorder.  Behaviour Research and Therapy 2009;47:316‐21. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.brat.2009.01.005', 'https://www.ncbi.nlm.nih.gov/pubmed/19232571', 'https://scholar.google.com/scholar_lookup?title=Change+in+emotional+processing+during+a+dialectical+behavior+therapy‐based+skills+group+for+major+depressive+disorder+&author=G+Feldman&author=R+Harley&author=M+Kerrigan&author=M+Jacobo&author=M+Fava&publication_year=2009&hl=en']",19232571,https://doi.org/10.1016/j.brat.2009.01.005, Harley 2008 {published data only}  ,included,CD010558-bbs2-0001,
CD010558-bib-0002,"Harley R, Sprich S, Safren S, Jacobo M, Fava M. ",Adaptation of dialectical behavior therapy skills training group for treatment‐resistant depression, Journal of Nervous and Mental Disease ,2008,196,    ,['citation-journal']," Harley R, Sprich S, Safren S, Jacobo M, Fava M. Adaptation of dialectical behavior therapy skills training group for treatment‐resistant depression.  Journal of Nervous and Mental Disease 2008;196(2):136‐143. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/NMD.0b013e318162aa3f', 'https://www.ncbi.nlm.nih.gov/pubmed/18277222', 'https://scholar.google.com/scholar_lookup?title=Adaptation+of+dialectical+behavior+therapy+skills+training+group+for+treatment‐resistant+depression+&author=R+Harley&author=S+Sprich&author=S+Safren&author=M+Jacobo&author=M+Fava&publication_year=2008&hl=en']",18277222,https://doi.org/10.1097/NMD.0b013e318162aa3f, Harley 2008 {published data only}  ,included,CD010558-bbs2-0001,
CD010558-bib-0003,"Nakagawa A, Mitsuda D, Sado M, Abe T, Fujisawa D, Kikuchi T, et al. ",Effectiveness of supplementary cognitive‐behavioral therapy for pharmacotherapy‐resistant depression: a randomized controlled trial,,2017,,    ,['citation-other']," Nakagawa A, Mitsuda D, Sado M, Abe T, Fujisawa D, Kikuchi T, et al. Effectiveness of supplementary cognitive‐behavioral therapy for pharmacotherapy‐resistant depression: a randomized controlled trial. Journal of Clinical Psychiatry2017:Epub ahead of print. [PUBMED: 28252882]CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Effectiveness+of+supplementary+cognitive‐behavioral+therapy+for+pharmacotherapy‐resistant+depression:+a+randomized+controlled+trial+&author=A+Nakagawa&author=D+Mitsuda&author=M+Sado&author=T+Abe&author=D+Fujisawa&author=T+Kikuchi&publication_year=2017&hl=en']",28252882,, Nakagawa 2017 {published data only}  ,included,CD010558-bbs2-0002,
CD010558-bib-0004,"Nakagawa A, Sado M, Mitsuda D, Fujisawa D, Kikuchi T, Abe T, et al. ",Effectiveness of cognitive behavioural therapy augmentation in major depression treatment (ECAM study): study protocol for a randomised clinical trial, British Medical Journal ,2014,4,    ,['citation-journal']," Nakagawa A, Sado M, Mitsuda D, Fujisawa D, Kikuchi T, Abe T, et al. Effectiveness of cognitive behavioural therapy augmentation in major depression treatment (ECAM study): study protocol for a randomised clinical trial.  British Medical Journal 2014;4:e006359. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1136/bmjopen-2014-006359', 'https://scholar.google.com/scholar_lookup?title=Effectiveness+of+cognitive+behavioural+therapy+augmentation+in+major+depression+treatment+(ECAM+study):+study+protocol+for+a+randomised+clinical+trial+&author=A+Nakagawa&author=M+Sado&author=D+Mitsuda&author=D+Fujisawa&author=T+Kikuchi&author=T+Abe&publication_year=2014&hl=en']",,https://doi.org/10.1136/bmjopen-2014-006359, Nakagawa 2017 {published data only}  ,included,CD010558-bbs2-0002,
CD010558-bib-0005,Fleck MPA. ,Efficacy of interpersonal psychotherapy in treatment resistant depression,,2013,,    ,['citation-other'], Fleck MPA. Efficacy of interpersonal psychotherapy in treatment resistant depression. clinicaltrials.gov/show/NCT018963492013. CENTRAL    Google Scholar     ,"['', 'https://scholar.google.com/scholar_lookup?title=Efficacy+of+interpersonal+psychotherapy+in+treatment+resistant+depression&author=MPA+Fleck&publication_year=2013&hl=en']",,, Souza 2016 {published data only}  ,included,CD010558-bbs2-0003,
CD010558-bib-0006,"Souza LH, Salum GA, Mosqueiro BP, Caldieraro MA, Guerra TA, Fleck MP. ",Interpersonal psychotherapy as add‐on for treatment‐resistant depression: a pragmatic randomized controlled trial, Journal of Affective Disorders ,2016,193,    ,['citation-journal']," Souza LH, Salum GA, Mosqueiro BP, Caldieraro MA, Guerra TA, Fleck MP. Interpersonal psychotherapy as add‐on for treatment‐resistant depression: a pragmatic randomized controlled trial.  Journal of Affective Disorders 2016;193:373‐80. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.jad.2016.01.004', 'https://www.ncbi.nlm.nih.gov/pubmed/26799332', 'https://scholar.google.com/scholar_lookup?title=Interpersonal+psychotherapy+as+add‐on+for+treatment‐resistant+depression:+a+pragmatic+randomized+controlled+trial+&author=LH+Souza&author=GA+Salum&author=BP+Mosqueiro&author=MA+Caldieraro&author=TA+Guerra&author=MP+Fleck&publication_year=2016&hl=en']",26799332,https://doi.org/10.1016/j.jad.2016.01.004, Souza 2016 {published data only}  ,included,CD010558-bbs2-0003,
CD010558-bib-0007,NCT. ,Halifax treatment refractory depression trial: a randomized controlled trial of intensive short‐term dynamic psychotherapy (ISTDP) compared to secondary care treatment as usual,,2014,,    ,['citation-other'], NCT. Halifax treatment refractory depression trial: a randomized controlled trial of intensive short‐term dynamic psychotherapy (ISTDP) compared to secondary care treatment as usual. clinicaltrials.gov/show/NCT011414262014. CENTRAL    Google Scholar     ,"['', 'https://scholar.google.com/scholar_lookup?title=Halifax+treatment+refractory+depression+trial:+a+randomized+controlled+trial+of+intensive+short‐term+dynamic+psychotherapy+(ISTDP)+compared+to+secondary+care+treatment+as+usual+&author=+NCT&publication_year=2014&hl=en']",,, Town 2017 {published data only}  ,included,CD010558-bbs2-0004,
CD010558-bib-0008,"Town JM, Abbass A, Stride C, Bernier D. ",A randomised controlled trial of intensive short‐term dynamic psychotherapy for treatment resistant depression: the Halifax Depression Study, Journal of Affective Disorders ,2017,214,    ,['citation-journal']," Town JM, Abbass A, Stride C, Bernier D. A randomised controlled trial of intensive short‐term dynamic psychotherapy for treatment resistant depression: the Halifax Depression Study.  Journal of Affective Disorders 2017;214:15‐25. [PUBMED: 28266318]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.jad.2017.02.035', 'https://www.ncbi.nlm.nih.gov/pubmed/28266318', 'https://scholar.google.com/scholar_lookup?title=A+randomised+controlled+trial+of+intensive+short‐term+dynamic+psychotherapy+for+treatment+resistant+depression:+the+Halifax+Depression+Study+&author=JM+Town&author=A+Abbass&author=C+Stride&author=D+Bernier&publication_year=2017&hl=en']",28266318,https://doi.org/10.1016/j.jad.2017.02.035, Town 2017 {published data only}  ,included,CD010558-bbs2-0004,
CD010558-bib-0009,"Wiles NJ, Hollinghurst S, Mason V, Musa M, Burt V, Hyde J, et al. ",A randomized controlled trial of cognitive behavioural therapy as an adjunct to pharmacotherapy in primary care based patients with treatment resistant depression: a pilot study, Behavioural and Cognitive Psychotherapy ,2008,36,    ,['citation-journal']," Wiles NJ, Hollinghurst S, Mason V, Musa M, Burt V, Hyde J, et al. A randomized controlled trial of cognitive behavioural therapy as an adjunct to pharmacotherapy in primary care based patients with treatment resistant depression: a pilot study.  Behavioural and Cognitive Psychotherapy 2008;36:21‐33. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1017/S135246580700389X', 'https://scholar.google.com/scholar_lookup?title=A+randomized+controlled+trial+of+cognitive+behavioural+therapy+as+an+adjunct+to+pharmacotherapy+in+primary+care+based+patients+with+treatment+resistant+depression:+a+pilot+study+&author=NJ+Wiles&author=S+Hollinghurst&author=V+Mason&author=M+Musa&author=V+Burt&author=J+Hyde&publication_year=2008&hl=en']",,https://doi.org/10.1017/S135246580700389X, Wiles 2007 {published data only}  ,included,CD010558-bbs2-0005,
CD010558-bib-0010,"Abel A, Hayes A M, Henley W, Kuyken W. ",Sudden gains in cognitive‐behavior therapy for treatment‐resistant depression: processes of change, Journal of Consulting & Clinical Psychology ,2016,84,    ,['citation-journal']," Abel A, Hayes A M, Henley W, Kuyken W. Sudden gains in cognitive‐behavior therapy for treatment‐resistant depression: processes of change.  Journal of Consulting & Clinical Psychology 2016;84(8):726‐37. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1037/ccp0000101', 'https://scholar.google.com/scholar_lookup?title=Sudden+gains+in+cognitive‐behavior+therapy+for+treatment‐resistant+depression:+processes+of+change+&author=A+Abel&author=AM+Hayes&author=W+Henley&author=W+Kuyken&publication_year=2016&hl=en']",,https://doi.org/10.1037/ccp0000101, Wiles 2016 {published data only}  ,included,CD010558-bbs2-0006,
