reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD012165-bib-0001,"Al‐Jefout M, Andreadis N, Tokushige N, Markham R, Fraser I. ",A pilot study to evaluate the relative efficacy of endometrial biopsy and full curettage in making a diagnosis of endometriosis by the detection of endometrial nerve fibers, American Journal of Obstetrics and Gynecology ,2007,197,    ,['citation-journal']," Al‐Jefout M, Andreadis N, Tokushige N, Markham R, Fraser I. A pilot study to evaluate the relative efficacy of endometrial biopsy and full curettage in making a diagnosis of endometriosis by the detection of endometrial nerve fibers.  American Journal of Obstetrics and Gynecology 2007;197(6):578 e1‐4.    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1016/j.ajog.2007.04.032', 'https://www.ncbi.nlm.nih.gov/pubmed/18060940', 'https://scholar.google.com/scholar_lookup?title=A+pilot+study+to+evaluate+the+relative+efficacy+of+endometrial+biopsy+and+full+curettage+in+making+a+diagnosis+of+endometriosis+by+the+detection+of+endometrial+nerve+fibers+&author=M+Al‐Jefout&author=N+Andreadis&author=N+Tokushige&author=R+Markham&author=I+Fraser&publication_year=2007&hl=en']",18060940,https://doi.org/10.1016/j.ajog.2007.04.032, Al‐Jefout 2007 {published data only}  ,included,CD012165-bbs2-0001,
CD012165-bib-0002,"Al‐Jefout M, Dezarnaulds G, Cooper M, Tokushige N, Luscombe GM, Markham R, et al. ",Diagnosis of endometriosis by detection of nerve fibres in an endometrial biopsy: a double blind study, Human Reproduction ,2009,24,    ,['citation-journal']," Al‐Jefout M, Dezarnaulds G, Cooper M, Tokushige N, Luscombe GM, Markham R, et al. Diagnosis of endometriosis by detection of nerve fibres in an endometrial biopsy: a double blind study.  Human Reproduction 2009;24(12):3019‐24.    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1093/humrep/dep275', 'https://www.ncbi.nlm.nih.gov/pubmed/19690352', 'https://scholar.google.com/scholar_lookup?title=Diagnosis+of+endometriosis+by+detection+of+nerve+fibres+in+an+endometrial+biopsy:+a+double+blind+study+&author=M+Al‐Jefout&author=G+Dezarnaulds&author=M+Cooper&author=N+Tokushige&author=GM+Luscombe&author=R+Markham&publication_year=2009&hl=en']",19690352,https://doi.org/10.1093/humrep/dep275, Al‐Jefout 2009 {published data only}  ,included,CD012165-bbs2-0002,
CD012165-bib-0003,"Bokor A, Kyama CM, Vercruysse L, Fassbender A, Gevaert O, Vodolazkaia A, et al. ",Density of small diameter sensory nerve fibres in endometrium: a semi‐invasive diagnostic test for minimal to mild endometriosis, Human Reproduction ,2009,24,    ,['citation-journal']," Bokor A, Kyama CM, Vercruysse L, Fassbender A, Gevaert O, Vodolazkaia A, et al. Density of small diameter sensory nerve fibres in endometrium: a semi‐invasive diagnostic test for minimal to mild endometriosis.  Human Reproduction 2009;24:3025‐32.    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1093/humrep/dep283', 'https://www.ncbi.nlm.nih.gov/pubmed/19690351', 'https://scholar.google.com/scholar_lookup?title=Density+of+small+diameter+sensory+nerve+fibres+in+endometrium:+a+semi‐invasive+diagnostic+test+for+minimal+to+mild+endometriosis+&author=A+Bokor&author=CM+Kyama&author=L+Vercruysse&author=A+Fassbender&author=O+Gevaert&author=A+Vodolazkaia&publication_year=2009&hl=en']",19690351,https://doi.org/10.1093/humrep/dep283, Bokor 2009 {published data only}  ,included,CD012165-bbs2-0003,
CD012165-bib-0004,"Bourlev V, Volkov N, Pavlovitch S, Lets N, Larsson A, Olovsson M. ","The relationship between microvessel density, proliferative activity and expression of vascular endothelial growth factor‐A and its receptors in eutopic endometrium and endometriotic lesions", Reproduction ,2006,132,    ,['citation-journal']," Bourlev V, Volkov N, Pavlovitch S, Lets N, Larsson A, Olovsson M. The relationship between microvessel density, proliferative activity and expression of vascular endothelial growth factor‐A and its receptors in eutopic endometrium and endometriotic lesions.  Reproduction 2006;132(3):501‐9.    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1530/rep.1.01110', 'https://www.ncbi.nlm.nih.gov/pubmed/16940291', 'https://scholar.google.com/scholar_lookup?title=The+relationship+between+microvessel+density,+proliferative+activity+and+expression+of+vascular+endothelial+growth+factor‐A+and+its+receptors+in+eutopic+endometrium+and+endometriotic+lesions+&author=V+Bourlev&author=N+Volkov&author=S+Pavlovitch&author=N+Lets&author=A+Larsson&author=M+Olovsson&publication_year=2006&hl=en']",16940291,https://doi.org/10.1530/rep.1.01110, Bourlev 2006 {published data only}  ,included,CD012165-bbs2-0004,
CD012165-bib-0005,"Casals G, Ordi J, Creus M, Fabregues F, Carmona F, Casamitjana R, Balasch J. ",Expression pattern of osteopontin and v3 integrin during the implantation window in infertile patients with early stages of endometriosis, Human Reproduction ,2012,27,    ,['citation-journal']," Casals G, Ordi J, Creus M, Fabregues F, Carmona F, Casamitjana R, Balasch J. Expression pattern of osteopontin and v3 integrin during the implantation window in infertile patients with early stages of endometriosis.  Human Reproduction 2012;27(3):805‐13.    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1093/humrep/der432', 'https://www.ncbi.nlm.nih.gov/pubmed/22215628', 'https://scholar.google.com/scholar_lookup?title=Expression+pattern+of+osteopontin+and+v3+integrin+during+the+implantation+window+in+infertile+patients+with+early+stages+of+endometriosis+&author=G+Casals&author=J+Ordi&author=M+Creus&author=F+Fabregues&author=F+Carmona&author=R+Casamitjana&author=J+Balasch&publication_year=2012&hl=en']",22215628,https://doi.org/10.1093/humrep/der432, Casals 2012 {published data only}  ,included,CD012165-bbs2-0005,
CD012165-bib-0006,"Cetin C, Serdaroglu H, Tuzali S. ",The importance of endometrial nerve fibres and macrophage cell count in the diagnosis of endometriosis, Iranian Journal of Reproductive Medicine ,2013,11,    ,['citation-journal']," Cetin C, Serdaroglu H, Tuzali S. The importance of endometrial nerve fibres and macrophage cell count in the diagnosis of endometriosis.  Iranian Journal of Reproductive Medicine 2013;11(5):405‐14.    PubMed     Google Scholar     ","['https://www.ncbi.nlm.nih.gov/pubmed/24639773', 'https://scholar.google.com/scholar_lookup?title=The+importance+of+endometrial+nerve+fibres+and+macrophage+cell+count+in+the+diagnosis+of+endometriosis+&author=C+Cetin&author=H+Serdaroglu&author=S+Tuzali&publication_year=2013&hl=en']",24639773,, Cetin 2013 {published data only}  ,included,CD012165-bbs2-0006,
CD012165-bib-0007,"Chen QH, Qu JY, Xu YY, Qiu NX, Zhuang YZ, Zhong S, et al. ",Expressions of matrix metalloproteinase‐9 and tissue inhibitor of metalloproteinase‐1 in ectopic and eutopic endometrium, Zhonghua Fuchanke Zazhi [Chinese Journal of Obstetrics and Gynecology] ,2004,39,    ,['citation-journal']," Chen QH, Qu JY, Xu YY, Qiu NX, Zhuang YZ, Zhong S, et al. Expressions of matrix metalloproteinase‐9 and tissue inhibitor of metalloproteinase‐1 in ectopic and eutopic endometrium.  Zhonghua Fuchanke Zazhi [Chinese Journal of Obstetrics and Gynecology] 2004;39(12):809‐12. Chinese.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Expressions+of+matrix+metalloproteinase‐9+and+tissue+inhibitor+of+metalloproteinase‐1+in+ectopic+and+eutopic+endometrium+&author=QH+Chen&author=JY+Qu&author=YY+Xu&author=NX+Qiu&author=YZ+Zhuang&author=S+Zhong&publication_year=2004&hl=en'],,, Chen 2004 {published data only}  ,included,CD012165-bbs2-0007,
CD012165-bib-0008,"Chen SQ, Li JB, Jiang HY, Yuan L, Niu G, Yao SZ. ",Expression of human‐defensin‐2 in the eutopic and ectopic endometrial tissues in patients with endometriosis, Archives of Gynecology and Obstetrics ,2013,287,    ,['citation-journal']," Chen SQ, Li JB, Jiang HY, Yuan L, Niu G, Yao SZ. Expression of human‐defensin‐2 in the eutopic and ectopic endometrial tissues in patients with endometriosis.  Archives of Gynecology and Obstetrics 2013;287(6):1151‐7.    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1007/s00404-012-2686-7', 'https://www.ncbi.nlm.nih.gov/pubmed/23269356', 'https://scholar.google.com/scholar_lookup?title=Expression+of+human‐defensin‐2+in+the+eutopic+and+ectopic+endometrial+tissues+in+patients+with+endometriosis+&author=SQ+Chen&author=JB+Li&author=HY+Jiang&author=L+Yuan&author=G+Niu&author=SZ+Yao&publication_year=2013&hl=en']",23269356,https://doi.org/10.1007/s00404-012-2686-7, Chen 2013 {published data only}  ,included,CD012165-bbs2-0008,
CD012165-bib-0009,"Cho S, Choi YS, Jeon Y, EIm KJ, Choi YM, Yim SY, et al. ",Expression of vascular endothelial growth factor (VEGF) and its soluble receptor‐1 in endometriosis, Microvascular Research ,2012,83,    ,['citation-journal']," Cho S, Choi YS, Jeon Y, EIm KJ, Choi YM, Yim SY, et al. Expression of vascular endothelial growth factor (VEGF) and its soluble receptor‐1 in endometriosis.  Microvascular Research 2012;83(2):237‐42.    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1016/j.mvr.2011.12.004', 'https://www.ncbi.nlm.nih.gov/pubmed/22230112', 'https://scholar.google.com/scholar_lookup?title=Expression+of+vascular+endothelial+growth+factor+(VEGF)+and+its+soluble+receptor‐1+in+endometriosis+&author=S+Cho&author=YS+Choi&author=Y+Jeon&author=KJ+EIm&author=YM+Choi&author=SY+Yim&publication_year=2012&hl=en']",22230112,https://doi.org/10.1016/j.mvr.2011.12.004, Cho 2012 {published data only}  ,included,CD012165-bbs2-0009,
CD012165-bib-0010,"Da Silva CM, Belo AV, Andrade SP, Campos PP, Ferreira MCF, Da Silva‐Filho AL, et al. ",Identification of local angiogenic and inflammatory markers in the menstrual blood of women with endometriosis, Biomedicine and Pharmcotherapy ,2014,68,    ,['citation-journal']," Da Silva CM, Belo AV, Andrade SP, Campos PP, Ferreira MCF, Da Silva‐Filho AL, et al. Identification of local angiogenic and inflammatory markers in the menstrual blood of women with endometriosis.  Biomedicine and Pharmcotherapy 2014;68(7):899‐904.    Link to article     Google Scholar     ","['https://doi.org/10.1016/j.biopha.2014.08.005', 'https://scholar.google.com/scholar_lookup?title=Identification+of+local+angiogenic+and+inflammatory+markers+in+the+menstrual+blood+of+women+with+endometriosis+&author=CM+Silva&author=AV+Belo&author=SP+Andrade&author=PP+Campos&author=MCF+Ferreira&author=AL+Silva‐Filho&publication_year=2014&hl=en']",,https://doi.org/10.1016/j.biopha.2014.08.005, Da Silva 2014 {published data only}  ,included,CD012165-bbs2-0010,
