reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD010409-bib-0001,"Akrivos N, Rodolakis A, Vlachos G, Sotiropoulou M, Papantoniou V, Biliatis I, et al. ",Detection and credibility of sentinel node in vulvar cancer: a single institutional study and short review of literature, Archives of Gynecology and Obstetrics ,2011,284,    ,['citation-journal']," Akrivos N, Rodolakis A, Vlachos G, Sotiropoulou M, Papantoniou V, Biliatis I, et al. Detection and credibility of sentinel node in vulvar cancer: a single institutional study and short review of literature.  Archives of Gynecology and Obstetrics 2011;284:1551‐6. [ID 5]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s00404-011-1884-z', 'https://www.ncbi.nlm.nih.gov/pubmed/21465249', 'https://scholar.google.com/scholar_lookup?title=Detection+and+credibility+of+sentinel+node+in+vulvar+cancer:+a+single+institutional+study+and+short+review+of+literature+&author=N+Akrivos&author=A+Rodolakis&author=G+Vlachos&author=M+Sotiropoulou&author=V+Papantoniou&author=I+Biliatis&publication_year=2011&hl=en']",21465249,https://doi.org/10.1007/s00404-011-1884-z, Akrivos 2011 {published data only}  ,included,CD010409-bbs2-0001,
CD010409-bib-0002,"Akrivos N, Rodolakis A, Vlachos G, Sotiropoulou M, Papantoniou V, Biliatis I, et al. ",Sentinel node in vulvar cancer. To use or not to use technetium?,,2011,,    ,['citation-other']," Akrivos N, Rodolakis A, Vlachos G, Sotiropoulou M, Papantoniou V, Biliatis I, et al. Sentinel node in vulvar cancer. To use or not to use technetium?. International Journal of Gynecological Cancer. 2011; Vol. 21(Suppl 3):S905. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Sentinel+node+in+vulvar+cancer.+To+use+or+not+to+use+technetium?&author=N+Akrivos&author=A+Rodolakis&author=G+Vlachos&author=M+Sotiropoulou&author=V+Papantoniou&author=I+Biliatis&publication_year=2011&hl=en']",,, Akrivos 2011 {published data only}  ,included,CD010409-bbs2-0001,
CD010409-bib-0003,"Ansink AC, Sie‐Go DM, van der Velden J, Sijmons EA, de Barros Lopes A, Monaghan JM, et al. ",Identification of sentinel lymph nodes in vulvar carcinoma patients with the aid of a patent blue V injection: a multicenter study, Cancer ,1999,86,    ,['citation-journal']," Ansink AC, Sie‐Go DM, van der Velden J, Sijmons EA, de Barros Lopes A, Monaghan JM, et al. Identification of sentinel lymph nodes in vulvar carcinoma patients with the aid of a patent blue V injection: a multicenter study.  Cancer 1999;86:652‐6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1002/(SICI)1097-0142(19990815)86:4<652::AID-CNCR14>3.0.CO;2-R', 'https://www.ncbi.nlm.nih.gov/pubmed/10440693', 'https://scholar.google.com/scholar_lookup?title=Identification+of+sentinel+lymph+nodes+in+vulvar+carcinoma+patients+with+the+aid+of+a+patent+blue+V+injection:+a+multicenter+study+&author=AC+Ansink&author=DM+Sie‐Go&author=J+Velden&author=EA+Sijmons&author=A+BarrosLopes&author=JM+Monaghan&publication_year=1999&hl=en']",10440693,https://doi.org/10.1002/(SICI)1097-0142(19990815)86:4<652::AID-CNCR14>3.0.CO;2-R, Ansink 1999 {published data only}  ,included,CD010409-bbs2-0002,
CD010409-bib-0004,"Basta A, Pitynski K, Basta P, Hubaiewska‐Hola A, Oplawski M, Przeszlakowski D. ",Sentinel node in gynaecological oncology, Reports of Practical Oncology and Radiotherapy ,2005,10,    ,['citation-journal']," Basta A, Pitynski K, Basta P, Hubaiewska‐Hola A, Oplawski M, Przeszlakowski D. Sentinel node in gynaecological oncology.  Reports of Practical Oncology and Radiotherapy 2005;10:91‐4. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/S1507-1367(05)71114-7', 'https://scholar.google.com/scholar_lookup?title=Sentinel+node+in+gynaecological+oncology&author=A+Basta&author=K+Pitynski&author=P+Basta&author=A+Hubaiewska‐Hola&author=M+Oplawski&author=D+Przeszlakowski&publication_year=2005&hl=en']",,https://doi.org/10.1016/S1507-1367(05)71114-7, Basta 2005 {published data only}  ,included,CD010409-bbs2-0003,
CD010409-bib-0005,"Pitynski K, Basta A, Oplawski M, Przeszlakowski D, Hubalewska‐Hola A, Krysztopowicz W. ","Lymph node mapping and sentinel node detection in carcinoma of the cervix, endometrium and vulva", Ginekologia Polska ,2003,74,    ,['citation-journal']," Pitynski K, Basta A, Oplawski M, Przeszlakowski D, Hubalewska‐Hola A, Krysztopowicz W. Lymph node mapping and sentinel node detection in carcinoma of the cervix, endometrium and vulva [Znakowanie wezlow limfatycznych i poszukiwanie wezla wartowniczego w raku szyjki macicy, raku endometrium i raku sromu].  Ginekologia Polska 2003;74:830‐5. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/14674132', 'https://scholar.google.com/scholar_lookup?title=Lymph+node+mapping+and+sentinel+node+detection+in+carcinoma+of+the+cervix,+endometrium+and+vulva+&author=K+Pitynski&author=A+Basta&author=M+Oplawski&author=D+Przeszlakowski&author=A+Hubalewska‐Hola&author=W+Krysztopowicz&publication_year=2003&hl=en']",14674132,, Basta 2005 {published data only}  ,included,CD010409-bbs2-0003,
CD010409-bib-0006,"Boran N, Kayikcioglu F, Kir M. ",Sentinel lymph node procedure in early vulvar cancer, Gynecologic Oncology ,2003,90,    ,['citation-journal']," Boran N, Kayikcioglu F, Kir M. Sentinel lymph node procedure in early vulvar cancer.  Gynecologic Oncology 2003;90:492‐3. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0090-8258(03)00290-7', 'https://www.ncbi.nlm.nih.gov/pubmed/12893229', 'https://scholar.google.com/scholar_lookup?title=Sentinel+lymph+node+procedure+in+early+vulvar+cancer&author=N+Boran&author=F+Kayikcioglu&author=M+Kir&publication_year=2003&hl=en']",12893229,https://doi.org/10.1016/S0090-8258(03)00290-7, Boran 2003 {published data only}  ,included,CD010409-bbs2-0004,
CD010409-bib-0007,"Camara O, Gonnert H, Herrmann J, Egbe A, Diebolder H, Gajda M, et al. ",Sentinel lymph node biopsy in vulvar cancer: a pilot study, European Journal of Gynaecological Oncology ,2009,30,    ,['citation-journal']," Camara O, Gonnert H, Herrmann J, Egbe A, Diebolder H, Gajda M, et al. Sentinel lymph node biopsy in vulvar cancer: a pilot study.  European Journal of Gynaecological Oncology 2009;30:622‐4. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/20099490', 'https://scholar.google.com/scholar_lookup?title=Sentinel+lymph+node+biopsy+in+vulvar+cancer:+a+pilot+study&author=O+Camara&author=H+Gonnert&author=J+Herrmann&author=A+Egbe&author=H+Diebolder&author=M+Gajda&publication_year=2009&hl=en']",20099490,, Camara 2009 {published data only}  ,included,CD010409-bbs2-0005,
CD010409-bib-0008,"Crosbie EJ, Winter‐Roach B, Sengupta P, Sikand KA, Carrington B, Murby B, et al. ",The accuracy of the sentinel node procedure after excision biopsy in squamous cell carcinoma of the vulva, Surgical Oncology ,2010,19,    ,['citation-journal']," Crosbie EJ, Winter‐Roach B, Sengupta P, Sikand KA, Carrington B, Murby B, et al. The accuracy of the sentinel node procedure after excision biopsy in squamous cell carcinoma of the vulva.  Surgical Oncology 2010;19:e150‐4. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.suronc.2010.08.003', 'https://www.ncbi.nlm.nih.gov/pubmed/20833535', 'https://scholar.google.com/scholar_lookup?title=The+accuracy+of+the+sentinel+node+procedure+after+excision+biopsy+in+squamous+cell+carcinoma+of+the+vulva+&author=EJ+Crosbie&author=B+Winter‐Roach&author=P+Sengupta&author=KA+Sikand&author=B+Carrington&author=B+Murby&publication_year=2010&hl=en']",20833535,https://doi.org/10.1016/j.suronc.2010.08.003, Crosbie 2010 {published data only}  ,included,CD010409-bbs2-0006,
CD010409-bib-0009,"DeCesare SL, Fiorica JV, Roberts WS, Reintgen D, Arango H, Hoffman MS, et al. ",A pilot study utilizing intraoperative lymphoscintigraphy for identification of the sentinel lymph nodes in vulvar cancer, Gynecologic Oncology ,1997,66,    ,['citation-journal']," DeCesare SL, Fiorica JV, Roberts WS, Reintgen D, Arango H, Hoffman MS, et al. A pilot study utilizing intraoperative lymphoscintigraphy for identification of the sentinel lymph nodes in vulvar cancer.  Gynecologic Oncology 1997;66:425‐8. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1006/gyno.1997.4798', 'https://www.ncbi.nlm.nih.gov/pubmed/9299256', 'https://scholar.google.com/scholar_lookup?title=A+pilot+study+utilizing+intraoperative+lymphoscintigraphy+for+identification+of+the+sentinel+lymph+nodes+in+vulvar+cancer+&author=SL+DeCesare&author=JV+Fiorica&author=WS+Roberts&author=D+Reintgen&author=H+Arango&author=MS+Hoffman&publication_year=1997&hl=en']",9299256,https://doi.org/10.1006/gyno.1997.4798, DeCesare 1997 {published data only}  ,included,CD010409-bbs2-0007,
CD010409-bib-0010,"de Hullu JA, Doting E, Piers DA, Hollema H, Aalders JG, Koops HS, et al. ",Sentinel lymph node identification with technetium‐99m‐labeled nanocolloid in squamous cell cancer of the vulva, Journal of Nuclear Medicine ,1998,39,    ,['citation-journal']," de Hullu JA, Doting E, Piers DA, Hollema H, Aalders JG, Koops HS, et al. Sentinel lymph node identification with technetium‐99m‐labeled nanocolloid in squamous cell cancer of the vulva.  Journal of Nuclear Medicine 1998;39:1381‐5. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/9708512', 'https://scholar.google.com/scholar_lookup?title=Sentinel+lymph+node+identification+with+technetium‐99m‐labeled+nanocolloid+in+squamous+cell+cancer+of+the+vulva+&author=JA+Hullu&author=E+Doting&author=DA+Piers&author=H+Hollema&author=JG+Aalders&author=HS+Koops&publication_year=1998&hl=en']",9708512,, de Hullu 2000 {published data only}  ,included,CD010409-bbs2-0008,
