reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD011515-bib-0001,"Ahmad NA, Kochman ML, Lewis JD, Kadish S, Morris JB, Rosato EF, et al. ",Endosonography is superior to angiography in the preoperative assessment of vascular involvement among patients with pancreatic carcinoma, Journal of Clinical Gastroenterology ,2001,32,    ,['citation-journal']," Ahmad NA, Kochman ML, Lewis JD, Kadish S, Morris JB, Rosato EF, et al. Endosonography is superior to angiography in the preoperative assessment of vascular involvement among patients with pancreatic carcinoma.  Journal of Clinical Gastroenterology 2001;32(1):54‐8. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1097/00004836-200101000-00013', 'https://scholar.google.com/scholar_lookup?title=Endosonography+is+superior+to+angiography+in+the+preoperative+assessment+of+vascular+involvement+among+patients+with+pancreatic+carcinoma+&author=NA+Ahmad&author=ML+Kochman&author=JD+Lewis&author=S+Kadish&author=JB+Morris&author=EF+Rosato&publication_year=2001&hl=en']",,https://doi.org/10.1097/00004836-200101000-00013, Ahmad 2001 {published data only}  ,included,CD011515-bbs2-0001,
CD011515-bib-0002,"Ardengh JC, de Paulo GA, Ferrari AP. ","Pancreatic carcinomas smaller than 3.0 cm: endosonography (EUS) in diagnosis, staging and prediction of resectability", HPB ,2003,5,    ,['citation-journal']," Ardengh JC, de Paulo GA, Ferrari AP. Pancreatic carcinomas smaller than 3.0 cm: endosonography (EUS) in diagnosis, staging and prediction of resectability.  HPB 2003;5(4):226‐30. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1080/13651820310001342', 'https://scholar.google.com/scholar_lookup?title=Pancreatic+carcinomas+smaller+than+3.0+cm:+endosonography+(EUS)+in+diagnosis,+staging+and+prediction+of+resectability+&author=JC+Ardengh&author=GA+Paulo&author=AP+Ferrari&publication_year=2003&hl=en']",,https://doi.org/10.1080/13651820310001342, Ardengh 2003 {published data only}  ,included,CD011515-bbs2-0002,
CD011515-bib-0003,"Abe S, Takamori H, Tanaka H, Akaboshi S, Nakahara O, Ida S, et al. ",Preoperative detection of liver metastases secondary to pancreatic cancer: utility of gadolinium‐ethoxybenzyl‐diethylenetriamine pentaacetic acid‐enhanced magnetic resonance imaging (Gd‐EOB‐DTPA‐enhanced MRI), Pancreatology ,2010,10,    ,['citation-journal']," Abe S, Takamori H, Tanaka H, Akaboshi S, Nakahara O, Ida S, et al. Preoperative detection of liver metastases secondary to pancreatic cancer: utility of gadolinium‐ethoxybenzyl‐diethylenetriamine pentaacetic acid‐enhanced magnetic resonance imaging (Gd‐EOB‐DTPA‐enhanced MRI).  Pancreatology 2010;10:74‐5. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Preoperative+detection+of+liver+metastases+secondary+to+pancreatic+cancer:+utility+of+gadolinium‐ethoxybenzyl‐diethylenetriamine+pentaacetic+acid‐enhanced+magnetic+resonance+imaging+(Gd‐EOB‐DTPA‐enhanced+MRI)+&author=S+Abe&author=H+Takamori&author=H+Tanaka&author=S+Akaboshi&author=O+Nakahara&author=S+Ida&publication_year=2010&hl=en']",,, Abe 2010 {published data only}  ,excluded,CD011515-bbs2-0003, Not in patients with computed tomography (CT) resectable pancreatic cancer 
CD011515-bib-0004,"Agarwal B, Gogia S, Eloubeidi MA, Correa AM, Ho L, Collins BT. ",Malignant mediastinal lymphadenopathy detected by staging EUS in patients with pancreaticobiliary cancer, Gastrointestinal Endoscopy ,2005,61,    ,['citation-journal']," Agarwal B, Gogia S, Eloubeidi MA, Correa AM, Ho L, Collins BT. Malignant mediastinal lymphadenopathy detected by staging EUS in patients with pancreaticobiliary cancer.  Gastrointestinal Endoscopy 2005;61(7):849‐53. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/S0016-5107(05)00318-4', 'https://scholar.google.com/scholar_lookup?title=Malignant+mediastinal+lymphadenopathy+detected+by+staging+EUS+in+patients+with+pancreaticobiliary+cancer+&author=B+Agarwal&author=S+Gogia&author=MA+Eloubeidi&author=AM+Correa&author=L+Ho&author=BT+Collins&publication_year=2005&hl=en']",,https://doi.org/10.1016/S0016-5107(05)00318-4, Agarwal 2005 {published data only}  ,excluded,CD011515-bbs2-0004, Not in patients undergoing pancreatic resections 
CD011515-bib-0005,"Ahmad NA, Ginsberg GG, Lewis JD, Rosato EF, Kochman ML. ",Endoscopic ultrasound and magnetic resonance imaging staging as predictors of curative resection in patients with pancreatic adenocarcinoma, Gastrointestinal Endoscopy ,1999,49,    ,['citation-journal']," Ahmad NA, Ginsberg GG, Lewis JD, Rosato EF, Kochman ML. Endoscopic ultrasound and magnetic resonance imaging staging as predictors of curative resection in patients with pancreatic adenocarcinoma.  Gastrointestinal Endoscopy 1999;49(4):AB85. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Endoscopic+ultrasound+and+magnetic+resonance+imaging+staging+as+predictors+of+curative+resection+in+patients+with+pancreatic+adenocarcinoma+&author=NA+Ahmad&author=GG+Ginsberg&author=JD+Lewis&author=EF+Rosato&author=ML+Kochman&publication_year=1999&hl=en']",,, Ahmad 1999 {published data only}  ,excluded,CD011515-bbs2-0005, Not in patients with CT resectable pancreatic cancer 
CD011515-bib-0006,"Ahmad NA, Lewis JD, Gineberg GG, Morris JB, Rosato EF, Kochman ML. ",Endoscopic ultrasound in the preoperative staging of pancreatic cancer, Gastrointestinal Endoscopy ,2000,51,    ,['citation-journal']," Ahmad NA, Lewis JD, Gineberg GG, Morris JB, Rosato EF, Kochman ML. Endoscopic ultrasound in the preoperative staging of pancreatic cancer.  Gastrointestinal Endoscopy 2000;51(4):AB165. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/S0016-5107(00)14397-4', 'https://scholar.google.com/scholar_lookup?title=Endoscopic+ultrasound+in+the+preoperative+staging+of+pancreatic+cancer&author=NA+Ahmad&author=JD+Lewis&author=GG+Gineberg&author=JB+Morris&author=EF+Rosato&author=ML+Kochman&publication_year=2000&hl=en']",,https://doi.org/10.1016/S0016-5107(00)14397-4, Ahmad 2000a {published data only}  ,excluded,CD011515-bbs2-0006, Not in patients with CT resectable pancreatic cancer 
CD011515-bib-0007,"Ahmad NA, Lewis JD, Ginsberg GG, Rosato EF, Morris JB, Kochman ML. ",EUS in preoperative staging of pancreatic cancer, Gastrointestinal Endoscopy ,2000,52,    ,['citation-journal']," Ahmad NA, Lewis JD, Ginsberg GG, Rosato EF, Morris JB, Kochman ML. EUS in preoperative staging of pancreatic cancer.  Gastrointestinal Endoscopy 2000;52(4):463‐8. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1067/mge.2000.107725', 'https://scholar.google.com/scholar_lookup?title=EUS+in+preoperative+staging+of+pancreatic+cancer&author=NA+Ahmad&author=JD+Lewis&author=GG+Ginsberg&author=EF+Rosato&author=JB+Morris&author=ML+Kochman&publication_year=2000&hl=en']",,https://doi.org/10.1067/mge.2000.107725, Ahmad 2000b {published data only}  ,excluded,CD011515-bbs2-0007, No diagnostic test accuracy data on unresectability 
CD011515-bib-0008,"Ahmad NA, Lewis JD, Siegelman ES, Rosato EF, Ginsberg GG, Kochman ML. ",The role of endoscopic ultrasound and magnetic resonance imaging in the preoperative staging of pancreatic cancer, Gastrointestinal Endoscopy ,2000,51,    ,['citation-journal']," Ahmad NA, Lewis JD, Siegelman ES, Rosato EF, Ginsberg GG, Kochman ML. The role of endoscopic ultrasound and magnetic resonance imaging in the preoperative staging of pancreatic cancer.  Gastrointestinal Endoscopy 2000;51(4):AB164. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/S0016-5107(00)14393-7', 'https://scholar.google.com/scholar_lookup?title=The+role+of+endoscopic+ultrasound+and+magnetic+resonance+imaging+in+the+preoperative+staging+of+pancreatic+cancer+&author=NA+Ahmad&author=JD+Lewis&author=ES+Siegelman&author=EF+Rosato&author=GG+Ginsberg&author=ML+Kochman&publication_year=2000&hl=en']",,https://doi.org/10.1016/S0016-5107(00)14393-7, Ahmad 2000c {published data only}  ,excluded,CD011515-bbs2-0008, Not in patients with CT resectable pancreatic cancer 
CD011515-bib-0009,"Ahmad NA, Lewis JD, Siegelman ES, Rosato EF, Ginsberg GG, Kochman ML. ",Role of endoscopic ultrasound and magnetic resonance imaging in the preoperative staging of pancreatic adenocarcinoma, American Journal of Gastroenterology ,2000,95,    ,['citation-journal']," Ahmad NA, Lewis JD, Siegelman ES, Rosato EF, Ginsberg GG, Kochman ML. Role of endoscopic ultrasound and magnetic resonance imaging in the preoperative staging of pancreatic adenocarcinoma.  American Journal of Gastroenterology 2000;95(8):1926‐31. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1111/j.1572-0241.2000.02245.x', 'https://scholar.google.com/scholar_lookup?title=Role+of+endoscopic+ultrasound+and+magnetic+resonance+imaging+in+the+preoperative+staging+of+pancreatic+adenocarcinoma+&author=NA+Ahmad&author=JD+Lewis&author=ES+Siegelman&author=EF+Rosato&author=GG+Ginsberg&author=ML+Kochman&publication_year=2000&hl=en']",,https://doi.org/10.1111/j.1572-0241.2000.02245.x, Ahmad 2000d {published data only}  ,excluded,CD011515-bbs2-0009, Not in patients with CT resectable pancreatic cancer 
CD011515-bib-0010,"Akahoshi K, Chijiiwa Y, Nakano I, Nawata H, Ogawa Y, Tanaka M, et al. ",Diagnosis and staging of pancreatic cancer by endoscopic ultrasound, British Journal of Radiology ,1998,71,    ,['citation-journal']," Akahoshi K, Chijiiwa Y, Nakano I, Nawata H, Ogawa Y, Tanaka M, et al. Diagnosis and staging of pancreatic cancer by endoscopic ultrasound.  British Journal of Radiology 1998;71(845):492‐6. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1259/bjr.71.845.9691893', 'https://scholar.google.com/scholar_lookup?title=Diagnosis+and+staging+of+pancreatic+cancer+by+endoscopic+ultrasound&author=K+Akahoshi&author=Y+Chijiiwa&author=I+Nakano&author=H+Nawata&author=Y+Ogawa&author=M+Tanaka&publication_year=1998&hl=en']",,https://doi.org/10.1259/bjr.71.845.9691893, Akahoshi 1998 {published data only}  ,excluded,CD011515-bbs2-0010, Not in patients with CT resectable pancreatic cancer 
