reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD012223-bib-0001,"Aquino MC, Barton K, Tan AM, Sng C, Li X, Loon SC, et al. ",Micropulse versus continuous wave transscleral diode cyclophotocoagulation refractory glaucoma: a randomized exploratory study, Clinical and Experimental Ophthalmology ,2015,43,    ,['citation-journal']," Aquino MC, Barton K, Tan AM, Sng C, Li X, Loon SC, et al. Micropulse versus continuous wave transscleral diode cyclophotocoagulation refractory glaucoma: a randomized exploratory study.  Clinical and Experimental Ophthalmology 2015;43(1):40‐6. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1111/ceo.12360', 'https://scholar.google.com/scholar_lookup?title=Micropulse+versus+continuous+wave+transscleral+diode+cyclophotocoagulation+refractory+glaucoma:+a+randomized+exploratory+study+&author=MC+Aquino&author=K+Barton&author=AM+Tan&author=C+Sng&author=X+Li&author=SC+Loon&publication_year=2015&hl=en']",,https://doi.org/10.1111/ceo.12360, Aquino 2015 {published data only}  ,included,CD012223-bbs2-0001,
CD012223-bib-0002,"Lima FE, Magacho L, Carvalho DM, Susanna R, Avila MP. ","A prospective, comparative study between endoscopic cyclophotocoagulation and the Ahmed Drainage Implant in refractory glaucoma", Journal of Glaucoma ,2004,13,    ,['citation-journal']," Lima FE, Magacho L, Carvalho DM, Susanna R, Avila MP. A prospective, comparative study between endoscopic cyclophotocoagulation and the Ahmed Drainage Implant in refractory glaucoma.  Journal of Glaucoma 2004;13(3):233‐7. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1097/00061198-200406000-00011', 'https://scholar.google.com/scholar_lookup?title=A+prospective,+comparative+study+between+endoscopic+cyclophotocoagulation+and+the+Ahmed+Drainage+Implant+in+refractory+glaucoma+&author=FE+Lima&author=L+Magacho&author=DM+Carvalho&author=R+Susanna&author=MP+Avila&publication_year=2004&hl=en']",,https://doi.org/10.1097/00061198-200406000-00011, Lima 2004 {published data only}  ,included,CD012223-bbs2-0002,
CD012223-bib-0003,"Lima FE, Magacho L, Guimaraes N, Avila M, Susanna R. ","A prospective, randomized, comparative study between endoscopic cyclophotocoagulation and the Ahmed drainage implant in refractory glaucoma",,2003,,    ,['citation-other']," Lima FE, Magacho L, Guimaraes N, Avila M, Susanna R. A prospective, randomized, comparative study between endoscopic cyclophotocoagulation and the Ahmed drainage implant in refractory glaucoma. Investigative Ophthalmology and Visual Science2003; Vol. 44:ARVO E‐Abstract 4294. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=A+prospective,+randomized,+comparative+study+between+endoscopic+cyclophotocoagulation+and+the+Ahmed+drainage+implant+in+refractory+glaucoma+&author=FE+Lima&author=L+Magacho&author=N+Guimaraes&author=M+Avila&author=R+Susanna&publication_year=2003&hl=en']",,, Lima 2004 {published data only}  ,included,CD012223-bbs2-0002,
CD012223-bib-0004,"Shields MB, Wilkerson MH, Echelman DA. ",A comparison of two energy levels for noncontact transscleral neodymium‐YAG cyclophotocoagulation, Archives of Ophthalmology ,1993,111,    ,['citation-journal']," Shields MB, Wilkerson MH, Echelman DA. A comparison of two energy levels for noncontact transscleral neodymium‐YAG cyclophotocoagulation.  Archives of Ophthalmology 1993;111(4):484‐7. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1001/archopht.1993.01090040076034', 'https://scholar.google.com/scholar_lookup?title=A+comparison+of+two+energy+levels+for+noncontact+transscleral+neodymium‐YAG+cyclophotocoagulation&author=MB+Shields&author=MH+Wilkerson&author=DA+Echelman&publication_year=1993&hl=en']",,https://doi.org/10.1001/archopht.1993.01090040076034, Shields 1993 {published data only}  ,included,CD012223-bbs2-0003,
CD012223-bib-0005,"Ulbig M, McHugh DA, Hamilton PA. ",A clinical comparison of semiconductor diode versus Nd:YAG cycloablation,,1992,,    ,['citation-other']," Ulbig M, McHugh DA, Hamilton PA. A clinical comparison of semiconductor diode versus Nd:YAG cycloablation. American Academy of Ophthalmology1992:Abstract 135. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=A+clinical+comparison+of+semiconductor+diode+versus+Nd:YAG+cycloablation&author=M+Ulbig&author=DA+McHugh&author=PA+Hamilton&publication_year=1992&hl=en']",,, Ulbig 1995 {published data only}  ,included,CD012223-bbs2-0004,
CD012223-bib-0006,"Ulbig MW, McHugh DA, McNaught AI, Hamilton PA. ",Clinical comparison of semiconductor diode versus neodymium: YAG non‐contact cyclo photocoagulation, British Journal of Ophthalmology ,1995,79,    ,['citation-journal']," Ulbig MW, McHugh DA, McNaught AI, Hamilton PA. Clinical comparison of semiconductor diode versus neodymium: YAG non‐contact cyclo photocoagulation.  British Journal of Ophthalmology 1995;79(6):569‐74. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1136/bjo.79.6.569', 'https://scholar.google.com/scholar_lookup?title=Clinical+comparison+of+semiconductor+diode+versus+neodymium:+YAG+non‐contact+cyclo+photocoagulation+&author=MW+Ulbig&author=DA+McHugh&author=AI+McNaught&author=PA+Hamilton&publication_year=1995&hl=en']",,https://doi.org/10.1136/bjo.79.6.569, Ulbig 1995 {published data only}  ,included,CD012223-bbs2-0004,
CD012223-bib-0007,"Youn J, Cox TA, Herndon LW, Allingham RR, Shields MB. ",A clinical comparison of transscleral cyclophotocoagulation with neodymium: YAG and semiconductor diode lasers, American Journal of Ophthalmology ,1998,126,    ,['citation-journal']," Youn J, Cox TA, Herndon LW, Allingham RR, Shields MB. A clinical comparison of transscleral cyclophotocoagulation with neodymium: YAG and semiconductor diode lasers.  American Journal of Ophthalmology 1998;126(5):640‐7. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/S0002-9394(98)00228-1', 'https://scholar.google.com/scholar_lookup?title=A+clinical+comparison+of+transscleral+cyclophotocoagulation+with+neodymium:+YAG+and+semiconductor+diode+lasers+&author=J+Youn&author=TA+Cox&author=LW+Herndon&author=RR+Allingham&author=MB+Shields&publication_year=1998&hl=en']",,https://doi.org/10.1016/S0002-9394(98)00228-1, Youn 1998 {published data only}  ,included,CD012223-bbs2-0005,
CD012223-bib-0008,"Agarwal HC, Gupta V, Sihota R. ",Evaluation of contact versus non‐contact diode laser cyclophotocoagulation for refractory glaucomas using similar energy settings, Clinical and Experimental Ophthalmology ,2004,32,    ,['citation-journal']," Agarwal HC, Gupta V, Sihota R. Evaluation of contact versus non‐contact diode laser cyclophotocoagulation for refractory glaucomas using similar energy settings.  Clinical and Experimental Ophthalmology 2004;32:33‐8. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1046/j.1442-9071.2004.00754.x', 'https://scholar.google.com/scholar_lookup?title=Evaluation+of+contact+versus+non‐contact+diode+laser+cyclophotocoagulation+for+refractory+glaucomas+using+similar+energy+settings+&author=HC+Agarwal&author=V+Gupta&author=R+Sihota&publication_year=2004&hl=en']",,https://doi.org/10.1046/j.1442-9071.2004.00754.x, Agarwal 2004 {published data only}  ,excluded,CD012223-bbs2-0006, Patient population not eligible 
CD012223-bib-0009,"Alves Júnior AD, Yamane R, Motta MM. ",Comparative study of diode transscleral cyclophotocoagulation associated or not with periphery retinal ablation in neovascular glaucoma, Revista Brasileira de Oftalmologia ,2003,62,    ,['citation-journal']," Alves Júnior AD, Yamane R, Motta MM. Comparative study of diode transscleral cyclophotocoagulation associated or not with periphery retinal ablation in neovascular glaucoma [Estudo comparativo da ciclofotocoagulação transescleral pelo laser de diodo associada ou não à ablação simultânea da retina periférica no gaucoma neovascular].  Revista Brasileira de Oftalmologia 2003;62(8):578‐88. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Comparative+study+of+diode+transscleral+cyclophotocoagulation+associated+or+not+with+periphery+retinal+ablation+in+neovascular+glaucoma+&author=AD+AlvesJúnior&author=R+Yamane&author=MM+Motta&publication_year=2003&hl=en']",,, Alves Júnior {published data only}  ,excluded,CD012223-bbs2-0007, Not RCT or quasi‐RCT 
CD012223-bib-0010,"Benitez Del Castillo Sanchez J, Benitez del Castillo JM, Morales Lopez MD, Rodriguez Suarez AH. ",Refractory glaucoma treatment cyclophotocoagulation vs trabeculectomy with mitomycin, Archivos de la Sociedad Espanola de Oftalmologia ,1996,70,    ,['citation-journal']," Benitez Del Castillo Sanchez J, Benitez del Castillo JM, Morales Lopez MD, Rodriguez Suarez AH. Refractory glaucoma treatment cyclophotocoagulation vs trabeculectomy with mitomycin.  Archivos de la Sociedad Espanola de Oftalmologia 1996;70(3):279‐88. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Refractory+glaucoma+treatment+cyclophotocoagulation+vs+trabeculectomy+with+mitomycin&author=J+BenitezDelCastilloSanchez&author=JM+BenitezdelCastillo&author=MD+MoralesLopez&author=AH+RodriguezSuarez&publication_year=1996&hl=en']",,, Benitez Del Castillo Sanchez 1996 {published data only}  ,excluded,CD012223-bbs2-0008, Not RCT or quasi‐RCT 
