reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD010239-bib-0001,"Aguar M, Brugada M, Escobar J, Cubells E, Kuligowski J, Cernada M, et al. ","Resuscitation of ELBW infants with initial FiO2 of 30% vs. 60%, a randomized, controlled, blinded study: the REOX trial",,2013,,    ,['citation-other']," Aguar M, Brugada M, Escobar J, Cubells E, Kuligowski J, Cernada M, et al. Resuscitation of ELBW infants with initial FiO2 of 30% vs. 60%, a randomized, controlled, blinded study: the REOX trial. Pediatric Academic Societies' Abstract Archive 2002‐2015. 2013. [E‐PAS2013:4501.55]CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Resuscitation+of+ELBW+infants+with+initial+FiO2+of+30%+vs.+60%,+a+randomized,+controlled,+blinded+study:+the+REOX+trial+&author=M+Aguar&author=M+Brugada&author=J+Escobar&author=E+Cubells&author=J+Kuligowski&author=M+Cernada&publication_year=2013&hl=en']",,, Aguar 2013 {unpublished data only}  ,included,CD010239-bbs2-0001,
CD010239-bib-0002,"Aguar M, Cubells E, Escobar J, Kuligowski J, Iriondo M, Izquierdo M, et al. ",Preterm babies randomly assigned to be blindly resuscitated with higher (60%) vs. lower (30%) initial FIO2: effects on oxidative stress and mortality,,2014,,    ,['citation-other']," Aguar M, Cubells E, Escobar J, Kuligowski J, Iriondo M, Izquierdo M, et al. Preterm babies randomly assigned to be blindly resuscitated with higher (60%) vs. lower (30%) initial FIO2: effects on oxidative stress and mortality. Pediatric Academic Societies' Abstract Archive 2002‐2015. 2014. [E‐PAS2014:3843.540]CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Preterm+babies+randomly+assigned+to+be+blindly+resuscitated+with+higher+(60%)+vs.+lower+(30%)+initial+FIO2:+effects+on+oxidative+stress+and+mortality+&author=M+Aguar&author=E+Cubells&author=J+Escobar&author=J+Kuligowski&author=M+Iriondo&author=M+Izquierdo&publication_year=2014&hl=en']",,, Aguar 2013 {unpublished data only}  ,included,CD010239-bbs2-0001,
CD010239-bib-0003,"Boronat N, Aguar M, Rook D, Iriondo M, Brugada M, Cernada M, et al. ",Survival and neurodevelopmental outcomes of preterms resuscitated with different oxygen fractions, Pediatrics ,2016,138,    ,['citation-journal']," Boronat N, Aguar M, Rook D, Iriondo M, Brugada M, Cernada M, et al. Survival and neurodevelopmental outcomes of preterms resuscitated with different oxygen fractions.  Pediatrics 2016;138(6):e20161405. [DOI: 10.1542/peds.2016‐1405; PUBMED: 27940687]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1542/peds.2016-1405', 'https://scholar.google.com/scholar_lookup?title=Survival+and+neurodevelopmental+outcomes+of+preterms+resuscitated+with+different+oxygen+fractions+&author=N+Boronat&author=M+Aguar&author=D+Rook&author=M+Iriondo&author=M+Brugada&author=M+Cernada&publication_year=2016&hl=en']",,https://doi.org/10.1542/peds.2016-1405, Aguar 2013 {unpublished data only}  ,included,CD010239-bbs2-0001,
CD010239-bib-0004,"Vento Torres M, Aguar M, Izquierdo M, Brugada M, Iriondo M, Escobar J, et al. ","Higher (60%) vs. lower (30%) initial oxygen inspiratory fraction for ventilation of preterm infants in the delivery room: a randomised, double blinded, pilot study",,2013,,    ,['citation-other']," Vento Torres M, Aguar M, Izquierdo M, Brugada M, Iriondo M, Escobar J, et al. Higher (60%) vs. lower (30%) initial oxygen inspiratory fraction for ventilation of preterm infants in the delivery room: a randomised, double blinded, pilot study. ESPR 54th Annual Conference. 2013:155. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Higher+(60%)+vs.+lower+(30%)+initial+oxygen+inspiratory+fraction+for+ventilation+of+preterm+infants+in+the+delivery+room:+a+randomised,+double+blinded,+pilot+study+&author=M+VentoTorres&author=M+Aguar&author=M+Izquierdo&author=M+Brugada&author=M+Iriondo&author=J+Escobar&publication_year=2013&hl=en']",,, Aguar 2013 {unpublished data only}  ,included,CD010239-bbs2-0001,
CD010239-bib-0005,"Armanian AM, Badiee Z. ",Resuscitation of preterm newborns with low concentration oxygen versus high concentration oxygen, Journal of Research in Pharmacy Practice ,2012,1,    ,['citation-journal']," Armanian AM, Badiee Z. Resuscitation of preterm newborns with low concentration oxygen versus high concentration oxygen.  Journal of Research in Pharmacy Practice 2012;1(1):25‐9. [DOI: 10.4103/2279‐042X.99674; PUBMED: 24991584]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.4103/2279-042X.99674', 'https://scholar.google.com/scholar_lookup?title=Resuscitation+of+preterm+newborns+with+low+concentration+oxygen+versus+high+concentration+oxygen+&author=AM+Armanian&author=Z+Badiee&publication_year=2012&hl=en']",,https://doi.org/10.4103/2279-042X.99674, Armanian 2012 {published data only}  ,included,CD010239-bbs2-0002,
CD010239-bib-0006,"Badiee Z, Armanian AM. ",Resuscitation of preterm newborn with high concentration oxygen versus low concentration oxygen, Journal of Isfahan Medical School ,2011,29,    ,['citation-journal']," Badiee Z, Armanian AM. Resuscitation of preterm newborn with high concentration oxygen versus low concentration oxygen.  Journal of Isfahan Medical School 2011;29(145):847‐54. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Resuscitation+of+preterm+newborn+with+high+concentration+oxygen+versus+low+concentration+oxygen+&author=Z+Badiee&author=AM+Armanian&publication_year=2011&hl=en']",,, Armanian 2012 {published data only}  ,included,CD010239-bbs2-0002,
CD010239-bib-0007,"Escrig R, Arruza L, Izquierdo I, Villar G, Saenz P, Gimeno A, et al. ","Achievement of targeted saturation values in extremely low gestational age neonates resuscitated with low or high oxygen concentrations: a prospective, randomized trial", Pediatrics ,2008,121,    ,['citation-journal']," Escrig R, Arruza L, Izquierdo I, Villar G, Saenz P, Gimeno A, et al. Achievement of targeted saturation values in extremely low gestational age neonates resuscitated with low or high oxygen concentrations: a prospective, randomized trial.  Pediatrics 2008;121(5):875‐81. [DOI: 10.1542/peds.2007‐1984; NCT00494702; PUBMED: 18450889]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1542/peds.2007-1984', 'https://scholar.google.com/scholar_lookup?title=Achievement+of+targeted+saturation+values+in+extremely+low+gestational+age+neonates+resuscitated+with+low+or+high+oxygen+concentrations:+a+prospective,+randomized+trial+&author=R+Escrig&author=L+Arruza&author=I+Izquierdo&author=G+Villar&author=P+Saenz&author=A+Gimeno&publication_year=2008&hl=en']",,https://doi.org/10.1542/peds.2007-1984, Escrig 2008 {published and unpublished data}  ,included,CD010239-bbs2-0003,
CD010239-bib-0008,"Kapadia VS, Chalak LF, Christie L, Savani RC, Wyckoff MH. ",Randomized controlled trial of limited versus traditional oxygen strategy during resuscitation in preterm newborns,,2013,,    ,['citation-other']," Kapadia VS, Chalak LF, Christie L, Savani RC, Wyckoff MH. Randomized controlled trial of limited versus traditional oxygen strategy during resuscitation in preterm newborns. Pediatric Academic Societies' Abstract Archive 2002‐2015. 2013. [E‐PAS2013:3500.6]CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Randomized+controlled+trial+of+limited+versus+traditional+oxygen+strategy+during+resuscitation+in+preterm+newborns+&author=VS+Kapadia&author=LF+Chalak&author=L+Christie&author=RC+Savani&author=MH+Wyckoff&publication_year=2013&hl=en']",,, Kapadia 2013 {published data only}  ,included,CD010239-bbs2-0004,
CD010239-bib-0009,"Kapadia VS, Chalak LF, Sparks JE, Allen JR, Savani RC, Wyckoff MH. ",Resuscitation of preterm neonates with limited versus high oxygen strategy, Pediatrics ,2013,132,    ,['citation-journal']," Kapadia VS, Chalak LF, Sparks JE, Allen JR, Savani RC, Wyckoff MH. Resuscitation of preterm neonates with limited versus high oxygen strategy.  Pediatrics 2013;132(6):1488‐96. [DOI: 10.1542/peds.2013‐0978; NCT01697904; PUBMED: 24218465]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1542/peds.2013-0978', 'https://scholar.google.com/scholar_lookup?title=Resuscitation+of+preterm+neonates+with+limited+versus+high+oxygen+strategy&author=VS+Kapadia&author=LF+Chalak&author=JE+Sparks&author=JR+Allen&author=RC+Savani&author=MH+Wyckoff&publication_year=2013&hl=en']",,https://doi.org/10.1542/peds.2013-0978, Kapadia 2013 {published data only}  ,included,CD010239-bbs2-0004,
CD010239-bib-0010,"Kumar VH, Carrion V, Wynn KA, Nielsen L, Reynolds AM, Ryan RM. ",Oxygen resuscitation and oxidative‐stress biomarkers in premature infants, Research and Reports in Neonatology ,2014,4,    ,['citation-journal']," Kumar VH, Carrion V, Wynn KA, Nielsen L, Reynolds AM, Ryan RM. Oxygen resuscitation and oxidative‐stress biomarkers in premature infants.  Research and Reports in Neonatology 2014;4:91‐9. [DOI: 10.2147/RRN.S62679]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.2147/RRN.S62679', 'https://scholar.google.com/scholar_lookup?title=Oxygen+resuscitation+and+oxidative‐stress+biomarkers+in+premature+infants&author=VH+Kumar&author=V+Carrion&author=KA+Wynn&author=L+Nielsen&author=AM+Reynolds&author=RM+Ryan&publication_year=2014&hl=en']",,https://doi.org/10.2147/RRN.S62679, Kumar 2014 {published and unpublished data}  ,included,CD010239-bbs2-0005,
