reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD008587-bib-0001,"Agorastos T, Dinas K, Lloveras B, de Sanjose S, Kornegay JR, Bonti H, et al. ",Human papillomavirus testing for primary screening in women at low risk of developing cervical cancer. The Greek experience, Gynecologic Oncology ,2005,96,    ,['citation-journal']," Agorastos T, Dinas K, Lloveras B, de Sanjose S, Kornegay JR, Bonti H, et al. Human papillomavirus testing for primary screening in women at low risk of developing cervical cancer. The Greek experience.  Gynecologic Oncology 2005;96:714‐20. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ygyno.2004.11.042', 'https://www.ncbi.nlm.nih.gov/pubmed/15721416', 'https://scholar.google.com/scholar_lookup?title=Human+papillomavirus+testing+for+primary+screening+in+women+at+low+risk+of+developing+cervical+cancer.+The+Greek+experience+&author=T+Agorastos&author=K+Dinas&author=B+Lloveras&author=S+Sanjose&author=JR+Kornegay&author=H+Bonti&publication_year=2005&hl=en']",15721416,https://doi.org/10.1016/j.ygyno.2004.11.042, Agorastos 2005 {published data only}  ,included,CD008587-bbs2-0001,
CD008587-bib-0002,"Agorastos T, Chatzistamatiou K, Katsamagkas T, Koliopoulos G, Daponte A, Constantinidis T, et al. ","Primary screening for cervical cancer based on high‐risk human papillomavirus (HPV) detection and HPV 16 and HPV 18 genotyping, in comparison to cytology", PLoS ONE ,2015,10,    ,['citation-journal']," Agorastos T, Chatzistamatiou K, Katsamagkas T, Koliopoulos G, Daponte A, Constantinidis T, et al. Primary screening for cervical cancer based on high‐risk human papillomavirus (HPV) detection and HPV 16 and HPV 18 genotyping, in comparison to cytology.  PLoS ONE 2015;10(3):e0119755. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1371/journal.pone.0119755', 'https://www.ncbi.nlm.nih.gov/pubmed/25793281', 'https://scholar.google.com/scholar_lookup?title=Primary+screening+for+cervical+cancer+based+on+high‐risk+human+papillomavirus+(HPV)+detection+and+HPV+16+and+HPV+18+genotyping,+in+comparison+to+cytology+&author=T+Agorastos&author=K+Chatzistamatiou&author=T+Katsamagkas&author=G+Koliopoulos&author=A+Daponte&author=T+Constantinidis&publication_year=2015&hl=en']",25793281,https://doi.org/10.1371/journal.pone.0119755, Agorastos 2015 {published data only}  ,included,CD008587-bbs2-0002,
CD008587-bib-0003,"Belinson JL, Qiao YL, Pretorius RG, Zhang WH, Rong SD, Huang MN, et al. ",Shanxi Province cervical cancer screening study II: self‐sampling for high‐risk human papillomavirus compared to direct sampling for human papillomavirus and liquid based cervical cytology, International Journal of Gynecological Cancer ,2003,13,    ,['citation-journal']," Belinson JL, Qiao YL, Pretorius RG, Zhang WH, Rong SD, Huang MN, et al. Shanxi Province cervical cancer screening study II: self‐sampling for high‐risk human papillomavirus compared to direct sampling for human papillomavirus and liquid based cervical cytology.  International Journal of Gynecological Cancer 2003;13:819‐26. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1136/ijgc-00009577-200311000-00013', 'https://www.ncbi.nlm.nih.gov/pubmed/14675319', 'https://scholar.google.com/scholar_lookup?title=Shanxi+Province+cervical+cancer+screening+study+II:+self‐sampling+for+high‐risk+human+papillomavirus+compared+to+direct+sampling+for+human+papillomavirus+and+liquid+based+cervical+cytology+&author=JL+Belinson&author=YL+Qiao&author=RG+Pretorius&author=WH+Zhang&author=SD+Rong&author=MN+Huang&publication_year=2003&hl=en']",14675319,https://doi.org/10.1136/ijgc-00009577-200311000-00013, Belinson 2003 {published data only}  ,included,CD008587-bbs2-0003,
CD008587-bib-0004,"Belinson SE, Wulan N, Li R, Zhang W, Rong X, Zhu Y, et al. ","SNIPER: a novel assay for human papillomavirus testing among women in Guizhou, China", International Journal of Gynecological Cancer ,2010,20,    ,['citation-journal']," Belinson SE, Wulan N, Li R, Zhang W, Rong X, Zhu Y, et al. SNIPER: a novel assay for human papillomavirus testing among women in Guizhou, China.  International Journal of Gynecological Cancer 2010;20:1006‐10. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/IGC.0b013e3181e73092', 'https://www.ncbi.nlm.nih.gov/pubmed/20683409', 'https://scholar.google.com/scholar_lookup?title=SNIPER:+a+novel+assay+for+human+papillomavirus+testing+among+women+in+Guizhou,+China&author=SE+Belinson&author=N+Wulan&author=R+Li&author=W+Zhang&author=X+Rong&author=Y+Zhu&publication_year=2010&hl=en']",20683409,https://doi.org/10.1111/IGC.0b013e3181e73092, Belinson 2010 {published data only}  ,included,CD008587-bbs2-0004,
CD008587-bib-0005,"Bigras G, de Marval F. ","The probability for a Pap test to be abnormal is directly proportional to HPV viral load: results from a Swiss study comparing HPV testing and liquid‐based cytology to detect cervical cancer precursors in 13,842 women", British Journal of Cancer ,2005,93,    ,['citation-journal']," Bigras G, de Marval F. The probability for a Pap test to be abnormal is directly proportional to HPV viral load: results from a Swiss study comparing HPV testing and liquid‐based cytology to detect cervical cancer precursors in 13,842 women.  British Journal of Cancer 2005;93:575–81. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1038/sj.bjc.6602728', 'https://www.ncbi.nlm.nih.gov/pubmed/16136031', 'https://scholar.google.com/scholar_lookup?title=The+probability+for+a+Pap+test+to+be+abnormal+is+directly+proportional+to+HPV+viral+load:+results+from+a+Swiss+study+comparing+HPV+testing+and+liquid‐based+cytology+to+detect+cervical+cancer+precursors+in+13,842+women+&author=G+Bigras&author=F+Marval&publication_year=2005&hl=en']",16136031,https://doi.org/10.1038/sj.bjc.6602728, Bigras 2005 {published data only}  ,included,CD008587-bbs2-0005,
CD008587-bib-0006,"Blumenthal PD, Gaffikin L, Chirenje ZM, McGrath J, Womack S, Shah K. ","Adjunctive testing for cervical cancer in low resource settings with visual inspection, HPV, and the Pap smear", International Journal of Gynaecology and Obstetrics ,2001,72,    ,['citation-journal']," Blumenthal PD, Gaffikin L, Chirenje ZM, McGrath J, Womack S, Shah K. Adjunctive testing for cervical cancer in low resource settings with visual inspection, HPV, and the Pap smear.  International Journal of Gynaecology and Obstetrics 2001;72:47‐53. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0020-7292(00)00329-5', 'https://www.ncbi.nlm.nih.gov/pubmed/11146077', 'https://scholar.google.com/scholar_lookup?title=Adjunctive+testing+for+cervical+cancer+in+low+resource+settings+with+visual+inspection,+HPV,+and+the+Pap+smear+&author=PD+Blumenthal&author=L+Gaffikin&author=ZM+Chirenje&author=J+McGrath&author=S+Womack&author=K+Shah&publication_year=2001&hl=en']",11146077,https://doi.org/10.1016/S0020-7292(00)00329-5, Blumenthal 2001 {published data only}  ,included,CD008587-bbs2-0006,
CD008587-bib-0007,"Cardenas‐Turanzas M, Nogueras‐Gonzalez GM, Scheurer ME, Adler‐Storthz K, Benedet JL, Beck R, et al. ",The performance of Human papillomavirus high‐risk DNA testing in the screening and diagnostic settings," Cancer Epidemiology, Biomarkers & Prevention ",2008,17,    ,['citation-journal']," Cardenas‐Turanzas M, Nogueras‐Gonzalez GM, Scheurer ME, Adler‐Storthz K, Benedet JL, Beck R, et al. The performance of Human papillomavirus high‐risk DNA testing in the screening and diagnostic settings.  Cancer Epidemiology, Biomarkers & Prevention 2008;17:2865‐71. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1158/1055-9965.EPI-08-0137', 'https://scholar.google.com/scholar_lookup?title=The+performance+of+Human+papillomavirus+high‐risk+DNA+testing+in+the+screening+and+diagnostic+settings+&author=M+Cardenas‐Turanzas&author=GM+Nogueras‐Gonzalez&author=ME+Scheurer&author=K+Adler‐Storthz&author=JL+Benedet&author=R+Beck&publication_year=2008&hl=en']",,https://doi.org/10.1158/1055-9965.EPI-08-0137, Cardenas‐Turanzas 2008 {published data only}  ,included,CD008587-bbs2-0007,
CD008587-bib-0008,"Castle PE, Stoler MH, Wright TC, Sharma A, Wright TL, Behrens CM. ",Performance of carcinogenic human papillomavirus (HPV) testing and HPV16 or HPV18 genotyping for cervical cancer screening of women aged 25 years and older: a sub analysis of the ATHENA study, Lancet Oncology ,2011,12,    ,['citation-journal']," Castle PE, Stoler MH, Wright TC, Sharma A, Wright TL, Behrens CM. Performance of carcinogenic human papillomavirus (HPV) testing and HPV16 or HPV18 genotyping for cervical cancer screening of women aged 25 years and older: a sub analysis of the ATHENA study.  Lancet Oncology 2011;12:880–90. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S1470-2045(11)70188-7', 'https://www.ncbi.nlm.nih.gov/pubmed/21865084', 'https://scholar.google.com/scholar_lookup?title=Performance+of+carcinogenic+human+papillomavirus+(HPV)+testing+and+HPV16+or+HPV18+genotyping+for+cervical+cancer+screening+of+women+aged+25+years+and+older:+a+sub+analysis+of+the+ATHENA+study+&author=PE+Castle&author=MH+Stoler&author=TC+Wright&author=A+Sharma&author=TL+Wright&author=CM+Behrens&publication_year=2011&hl=en']",21865084,https://doi.org/10.1016/S1470-2045(11)70188-7, Castle 2011a {published data only}  ,included,CD008587-bbs2-0008,
CD008587-bib-0009,"Clavel C, Masure M, Bory JP, Putaud I, Mangeonjean C, Lorenzato M, et al. ",Human papillomavirus testing in primary screening for the detection of high‐grade cervical lesions: a study of 7932 women, British Journal of Cancer ,2001,84,    ,['citation-journal']," Clavel C, Masure M, Bory JP, Putaud I, Mangeonjean C, Lorenzato M, et al. Human papillomavirus testing in primary screening for the detection of high‐grade cervical lesions: a study of 7932 women.  British Journal of Cancer 2001;84:1616‐23. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1054/bjoc.2001.1845', 'https://www.ncbi.nlm.nih.gov/pubmed/11401314', 'https://scholar.google.com/scholar_lookup?title=Human+papillomavirus+testing+in+primary+screening+for+the+detection+of+high‐grade+cervical+lesions:+a+study+of+7932+women+&author=C+Clavel&author=M+Masure&author=JP+Bory&author=I+Putaud&author=C+Mangeonjean&author=M+Lorenzato&publication_year=2001&hl=en']",11401314,https://doi.org/10.1054/bjoc.2001.1845, Clavel 2001 {published data only}  ,included,CD008587-bbs2-0009,
CD008587-bib-0010,"Cuzick J, Szarewski A, Terry G, Ho L, Hanby A, Maddox P, et al. ",Human papillomavirus testing in primary cervical screening, Lancet ,1995,345,    ,['citation-journal']," Cuzick J, Szarewski A, Terry G, Ho L, Hanby A, Maddox P, et al. Human papillomavirus testing in primary cervical screening.  Lancet 1995;345:1533‐6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0140-6736(95)91086-7', 'https://www.ncbi.nlm.nih.gov/pubmed/7791438', 'https://scholar.google.com/scholar_lookup?title=Human+papillomavirus+testing+in+primary+cervical+screening&author=J+Cuzick&author=A+Szarewski&author=G+Terry&author=L+Ho&author=A+Hanby&author=P+Maddox&publication_year=1995&hl=en']",7791438,https://doi.org/10.1016/S0140-6736(95)91086-7, Cuzick 1995 {published data only}  ,included,CD008587-bbs2-0010,
