reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD011686-bib-0001,"Ehrlich PF, Wee C, Drongowski R, Rana AR. ",Canadian C‐spine Rule and the National Emergency X‐Radiography Utilization low‐risk criteria for C‐spine radiography in young trauma patients, Journal of Pediatric Surgery ,2009,44,    ,['citation-journal']," Ehrlich PF, Wee C, Drongowski R, Rana AR. Canadian C‐spine Rule and the National Emergency X‐Radiography Utilization low‐risk criteria for C‐spine radiography in young trauma patients.  Journal of Pediatric Surgery 2009;44(5):987‐91. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.jpedsurg.2009.01.044', 'https://www.ncbi.nlm.nih.gov/pubmed/19433184', 'https://scholar.google.com/scholar_lookup?title=Canadian+C‐spine+Rule+and+the+National+Emergency+X‐Radiography+Utilization+low‐risk+criteria+for+C‐spine+radiography+in+young+trauma+patients+&author=PF+Ehrlich&author=C+Wee&author=R+Drongowski&author=AR+Rana&publication_year=2009&hl=en']",19433184,https://doi.org/10.1016/j.jpedsurg.2009.01.044, Ehrlich 2009 {published data only}  ,included,CD011686-bbs2-0001,
CD011686-bib-0002,"Jaffe DM, Binns H, Radkowski MA, Barthel MJ, Engelhard HH. ",Developing a clinical algorithm for early management of cervical spine injury in child trauma victims, Annals of Emergency Medicine ,1987,16,    ,['citation-journal']," Jaffe DM, Binns H, Radkowski MA, Barthel MJ, Engelhard HH. Developing a clinical algorithm for early management of cervical spine injury in child trauma victims.  Annals of Emergency Medicine 1987;16(3):270‐6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0196-0644(87)80171-3', 'https://www.ncbi.nlm.nih.gov/pubmed/3813160', 'https://scholar.google.com/scholar_lookup?title=Developing+a+clinical+algorithm+for+early+management+of+cervical+spine+injury+in+child+trauma+victims+&author=DM+Jaffe&author=H+Binns&author=MA+Radkowski&author=MJ+Barthel&author=HH+Engelhard&publication_year=1987&hl=en']",3813160,https://doi.org/10.1016/S0196-0644(87)80171-3, Jaffe 1987 {published data only}  ,included,CD011686-bbs2-0002,
CD011686-bib-0003,"Hoffman JR, Mower WR, Wolfson AB, Todd KH, Zucker MI. ",Validity of a set of clinical criteria to rule out injury to the cervical spine in patients with blunt trauma. National Emergency X‐Radiography Utilization Study Group., New England Journal of Medicine ,2000,343,    ,['citation-journal']," Hoffman JR, Mower WR, Wolfson AB, Todd KH, Zucker MI. Validity of a set of clinical criteria to rule out injury to the cervical spine in patients with blunt trauma. National Emergency X‐Radiography Utilization Study Group..  New England Journal of Medicine 2000;343(2):94‐9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1056/NEJM200007133430203', 'https://www.ncbi.nlm.nih.gov/pubmed/10891516', 'https://scholar.google.com/scholar_lookup?title=Validity+of+a+set+of+clinical+criteria+to+rule+out+injury+to+the+cervical+spine+in+patients+with+blunt+trauma.+National+Emergency+X‐Radiography+Utilization+Study+Group.+&author=JR+Hoffman&author=WR+Mower&author=AB+Wolfson&author=KH+Todd&author=MI+Zucker&publication_year=2000&hl=en']",10891516,https://doi.org/10.1056/NEJM200007133430203, Viccellio 2001 {published data only}  ,included,CD011686-bbs2-0003,
CD011686-bib-0004,"Simon H, Viccellio P, Pressman B, Shah M, Hoffman J, Mower W, et al. ",A prospective evaluation of cervical spine injuries in children and a decision model for radiography, Pediatric Research ,2000,47,    ,['citation-journal']," Simon H, Viccellio P, Pressman B, Shah M, Hoffman J, Mower W, et al. A prospective evaluation of cervical spine injuries in children and a decision model for radiography.  Pediatric Research 2000;47(4):119A. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=A+prospective+evaluation+of+cervical+spine+injuries+in+children+and+a+decision+model+for+radiography+&author=H+Simon&author=P+Viccellio&author=B+Pressman&author=M+Shah&author=J+Hoffman&author=W+Mower&publication_year=2000&hl=en']",,, Viccellio 2001 {published data only}  ,included,CD011686-bbs2-0003,
CD011686-bib-0005,"Viccellio P, Simon H, Pressman BD, Shah MN, Mower WR, Hoffman JR. ",A prospective multicenter study of cervical spine injury in children, Pediatrics ,2001,108,    ,['citation-journal']," Viccellio P, Simon H, Pressman BD, Shah MN, Mower WR, Hoffman JR. A prospective multicenter study of cervical spine injury in children.  Pediatrics 2001;108(2):e20. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1542/peds.108.2.e20', 'https://www.ncbi.nlm.nih.gov/pubmed/11483830', 'https://scholar.google.com/scholar_lookup?title=A+prospective+multicenter+study+of+cervical+spine+injury+in+children&author=P+Viccellio&author=H+Simon&author=BD+Pressman&author=MN+Shah&author=WR+Mower&author=JR+Hoffman&publication_year=2001&hl=en']",11483830,https://doi.org/10.1542/peds.108.2.e20, Viccellio 2001 {published data only}  ,included,CD011686-bbs2-0003,
CD011686-bib-0006,"Adelgais KM, Browne L, Holsti M, Metzger RR, Murphy SC, Dudley N. ",Cervical spine computed tomography utilization in pediatric trauma patients, Journal of Pediatric Surgery ,2014,49,    ,['citation-journal']," Adelgais KM, Browne L, Holsti M, Metzger RR, Murphy SC, Dudley N. Cervical spine computed tomography utilization in pediatric trauma patients.  Journal of Pediatric Surgery 2014;49(2):333‐7. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.jpedsurg.2013.10.006', 'https://www.ncbi.nlm.nih.gov/pubmed/24528980', 'https://scholar.google.com/scholar_lookup?title=Cervical+spine+computed+tomography+utilization+in+pediatric+trauma+patients&author=KM+Adelgais&author=L+Browne&author=M+Holsti&author=RR+Metzger&author=SC+Murphy&author=N+Dudley&publication_year=2014&hl=en']",24528980,https://doi.org/10.1016/j.jpedsurg.2013.10.006, Adelgais 2014 {published data only}  ,excluded,CD011686-bbs2-0004, Index test not relevant 
CD011686-bib-0007,"Anderson RC, Kan P, Hansen KW, Brockmeyer DL. ",Cervical spine clearance after trauma in children, Neurosurgical Focus ,2006,20,    ,['citation-journal']," Anderson RC, Kan P, Hansen KW, Brockmeyer DL. Cervical spine clearance after trauma in children.  Neurosurgical Focus 2006;20(2):E3. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.3171/foc.2006.20.2.4', 'https://www.ncbi.nlm.nih.gov/pubmed/16512654', 'https://scholar.google.com/scholar_lookup?title=Cervical+spine+clearance+after+trauma+in+children&author=RC+Anderson&author=P+Kan&author=KW+Hansen&author=DL+Brockmeyer&publication_year=2006&hl=en']",16512654,https://doi.org/10.3171/foc.2006.20.2.4, Anderson 2006 {published data only}  ,excluded,CD011686-bbs2-0005, Target condition not relevant 
CD011686-bib-0008,"Anderson RC, Kan P, Vanaman M, Rubsam J, Hansen KW, Scaife ER, et al. ",Utility of a cervical spine clearance protocol after trauma in children between 0 and 3 years of age, Journal of Neurosurgery ,2010,Pediatrics,    ,['citation-journal']," Anderson RC, Kan P, Vanaman M, Rubsam J, Hansen KW, Scaife ER, et al. Utility of a cervical spine clearance protocol after trauma in children between 0 and 3 years of age.  Journal of Neurosurgery 2010;Pediatrics(3):292‐6. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Utility+of+a+cervical+spine+clearance+protocol+after+trauma+in+children+between+0+and+3+years+of+age+&author=RC+Anderson&author=P+Kan&author=M+Vanaman&author=J+Rubsam&author=KW+Hansen&author=ER+Scaife&publication_year=2010&hl=en']",,, Anderson 2010 {published data only}  ,excluded,CD011686-bbs2-0006, Index test not relevant 
CD011686-bib-0009,"Baker C, Kadish H, Schunk JE. ",Evaluation of pediatric cervical spine injuries, American Journal of Emergency Medicine ,1999,17,    ,['citation-journal']," Baker C, Kadish H, Schunk JE. Evaluation of pediatric cervical spine injuries.  American Journal of Emergency Medicine 1999;17(3):230‐4. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0735-6757(99)90111-0', 'https://www.ncbi.nlm.nih.gov/pubmed/10337876', 'https://scholar.google.com/scholar_lookup?title=Evaluation+of+pediatric+cervical+spine+injuries&author=C+Baker&author=H+Kadish&author=JE+Schunk&publication_year=1999&hl=en']",10337876,https://doi.org/10.1016/S0735-6757(99)90111-0, Baker 1999 {published data only}  ,excluded,CD011686-bbs2-0007, Index test not relevant 
CD011686-bib-0010,"Bandiera G, Stiell IG, Wells GA, Clement C, De V Maio, Vandemheen KL, et al. ",The Canadian C‐spine rule performs better than unstructured physician judgment, Annals of Emergency Medicine ,2003,42,    ,['citation-journal']," Bandiera G, Stiell IG, Wells GA, Clement C, De V Maio, Vandemheen KL, et al. The Canadian C‐spine rule performs better than unstructured physician judgment.  Annals of Emergency Medicine 2003;42(3):395‐402. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0196-0644(03)00422-0', 'https://www.ncbi.nlm.nih.gov/pubmed/12944893', 'https://scholar.google.com/scholar_lookup?title=The+Canadian+C‐spine+rule+performs+better+than+unstructured+physician+judgment&author=G+Bandiera&author=IG+Stiell&author=GA+Wells&author=C+Clement&author=Maio+V&author=KL+Vandemheen&publication_year=2003&hl=en']",12944893,https://doi.org/10.1016/S0196-0644(03)00422-0, Bandiera 2003 {published data only}  ,excluded,CD011686-bbs2-0008, Different study population (adults) 
CD011686-bib-0011,"Banit DM, Grau G, Fisher JR. ",Evaluation of the acute cervical spine: a management algorithm, Journal of Trauma‐Injury Infection & Critical Care ,2000,49,    ,['citation-journal']," Banit DM, Grau G, Fisher JR. Evaluation of the acute cervical spine: a management algorithm.  Journal of Trauma‐Injury Infection & Critical Care 2000;49(3):450‐6. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1097/00005373-200009000-00011', 'https://scholar.google.com/scholar_lookup?title=Evaluation+of+the+acute+cervical+spine:+a+management+algorithm&author=DM+Banit&author=G+Grau&author=JR+Fisher&publication_year=2000&hl=en']",,https://doi.org/10.1097/00005373-200009000-00011, Banit 2000 {published data only}  ,excluded,CD011686-bbs2-0009, Index test not relevant 
CD011686-bib-0012,"Bayless P, Ray VG. ",Incidence of cervical spine injuries in association with blunt head trauma, American Journal of Emergency Medicine ,1989,7,    ,['citation-journal']," Bayless P, Ray VG. Incidence of cervical spine injuries in association with blunt head trauma.  American Journal of Emergency Medicine 1989;7(2):139‐42. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/0735-6757(89)90125-3', 'https://www.ncbi.nlm.nih.gov/pubmed/2920074', 'https://scholar.google.com/scholar_lookup?title=Incidence+of+cervical+spine+injuries+in+association+with+blunt+head+trauma&author=P+Bayless&author=VG+Ray&publication_year=1989&hl=en']",2920074,https://doi.org/10.1016/0735-6757(89)90125-3, Bayless 1989 {published data only}  ,excluded,CD011686-bbs2-0010, I ndex test not relevant 
CD011686-bib-0013,"Blacksin MF, Lee HJ. ",Frequency and significance of fractures of the upper cervical spine detected by CT in patients with severe neck trauma, AJR. American Journal off Roentgenology ,1995,165,    ,['citation-journal']," Blacksin MF, Lee HJ. Frequency and significance of fractures of the upper cervical spine detected by CT in patients with severe neck trauma.  AJR. American Journal off Roentgenology 1995;165(5):1201‐4. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.2214/ajr.165.5.7572503', 'https://www.ncbi.nlm.nih.gov/pubmed/7572503', 'https://scholar.google.com/scholar_lookup?title=Frequency+and+significance+of+fractures+of+the+upper+cervical+spine+detected+by+CT+in+patients+with+severe+neck+trauma+&author=MF+Blacksin&author=HJ+Lee&publication_year=1995&hl=en']",7572503,https://doi.org/10.2214/ajr.165.5.7572503, Blacksin 1995 {published data only}  ,excluded,CD011686-bbs2-0011, Index test not relevant 
CD011686-bib-0014,"Borock EC, Gabram SG, Jacobs LM, Murphy MA. ",A prospective analysis of a two‐year experience using computed tomography as an adjunct for cervical spine clearance, Journal of Trauma ,1991,31,    ,['citation-journal']," Borock EC, Gabram SG, Jacobs LM, Murphy MA. A prospective analysis of a two‐year experience using computed tomography as an adjunct for cervical spine clearance.  Journal of Trauma 1991;31(7):1001‐6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/00005373-199107000-00021', 'https://www.ncbi.nlm.nih.gov/pubmed/2072419', 'https://scholar.google.com/scholar_lookup?title=A+prospective+analysis+of+a+two‐year+experience+using+computed+tomography+as+an+adjunct+for+cervical+spine+clearance+&author=EC+Borock&author=SG+Gabram&author=LM+Jacobs&author=MA+Murphy&publication_year=1991&hl=en']",2072419,https://doi.org/10.1097/00005373-199107000-00021, Borock 1991 {published data only}  ,excluded,CD011686-bbs2-0012, Different study population (only patients with CSI) 
CD011686-bib-0015,"Brockmeyer DL, Ragel BT, Kestle JR. ",The pediatric cervical spine instability study. A pilot study assessing the prognostic value of four imaging modalities in clearing the cervical spine for children with severe traumatic injuries, Child's Nervous System : ChNS ,2012,28,    ,['citation-journal']," Brockmeyer DL, Ragel BT, Kestle JR. The pediatric cervical spine instability study. A pilot study assessing the prognostic value of four imaging modalities in clearing the cervical spine for children with severe traumatic injuries.  Child's Nervous System : ChNS 2012;28(5):699‐705. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1007/s00381-012-1696-x', 'https://scholar.google.com/scholar_lookup?title=The+pediatric+cervical+spine+instability+study.+A+pilot+study+assessing+the+prognostic+value+of+four+imaging+modalities+in+clearing+the+cervical+spine+for+children+with+severe+traumatic+injuries+&author=DL+Brockmeyer&author=BT+Ragel&author=JR+Kestle&publication_year=2012&hl=en']",,https://doi.org/10.1007/s00381-012-1696-x, Brockmeyer 2012 {published data only}  ,excluded,CD011686-bbs2-0013, Different study population (suspected or proven CSI) 
CD011686-bib-0016,"Brooks RA, Willett KM. ",Evaluation of the Oxford protocol for total spinal clearance in the unconscious trauma patient, Journal of Trauma‐Injury Infection & Critical Care ,2001,50,    ,['citation-journal']," Brooks RA, Willett KM. Evaluation of the Oxford protocol for total spinal clearance in the unconscious trauma patient.  Journal of Trauma‐Injury Infection & Critical Care 2001;50(5):862‐7. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Evaluation+of+the+Oxford+protocol+for+total+spinal+clearance+in+the+unconscious+trauma+patient+&author=RA+Brooks&author=KM+Willett&publication_year=2001&hl=en']",,, Brooks 2001 {published data only}  ,excluded,CD011686-bbs2-0014, Index test not relevant 
CD011686-bib-0017,"Brown RL, Brunn MA, Garcia VF. ",Cervical spine injuries in children: a review of 103 patients treated consecutively at a level 1 pediatric trauma center, Journal of Pediatric Surgery ,2001,36,    ,['citation-journal']," Brown RL, Brunn MA, Garcia VF. Cervical spine injuries in children: a review of 103 patients treated consecutively at a level 1 pediatric trauma center.  Journal of Pediatric Surgery 2001;36(8):1107‐14. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1053/jpsu.2001.25665', 'https://www.ncbi.nlm.nih.gov/pubmed/11479837', 'https://scholar.google.com/scholar_lookup?title=Cervical+spine+injuries+in+children:+a+review+of+103+patients+treated+consecutively+at+a+level+1+pediatric+trauma+center+&author=RL+Brown&author=MA+Brunn&author=VF+Garcia&publication_year=2001&hl=en']",11479837,https://doi.org/10.1053/jpsu.2001.25665, Brown 2001 {published data only}  ,excluded,CD011686-bbs2-0015, Index test not relevant 
CD011686-bib-0018,"Browne GJ, Lam LT, Barker RA. ",The usefulness of a modified adult protocol for the clearance of paediatric cervical spine injury in the emergency department," Emergency Medicine (Fremantle, W.A.) ",2003,15,    ,['citation-journal']," Browne GJ, Lam LT, Barker RA. The usefulness of a modified adult protocol for the clearance of paediatric cervical spine injury in the emergency department.  Emergency Medicine (Fremantle, W.A.) 2003;15(2):133‐42. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1046/j.1442-2026.2003.00345.x', 'https://www.ncbi.nlm.nih.gov/pubmed/12675623', 'https://scholar.google.com/scholar_lookup?title=The+usefulness+of+a+modified+adult+protocol+for+the+clearance+of+paediatric+cervical+spine+injury+in+the+emergency+department+&author=GJ+Browne&author=LT+Lam&author=RA+Barker&publication_year=2003&hl=en']",12675623,https://doi.org/10.1046/j.1442-2026.2003.00345.x, Browne 2003 {published data only}  ,excluded,CD011686-bbs2-0016, T arget condition not relevant 
CD011686-bib-0019,"Burns EC, Yanchar NL. ",Using cervical spine clearance guidelines in a pediatric population: a survey of physician practices and opinions, CJEM: Canadian Journal of Emergency Medical Care ,2011,13,    ,['citation-journal']," Burns EC, Yanchar NL. Using cervical spine clearance guidelines in a pediatric population: a survey of physician practices and opinions.  CJEM: Canadian Journal of Emergency Medical Care 2011;13(1):1‐6. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.2310/8000.2011.100220', 'https://scholar.google.com/scholar_lookup?title=Using+cervical+spine+clearance+guidelines+in+a+pediatric+population:+a+survey+of+physician+practices+and+opinions+&author=EC+Burns&author=NL+Yanchar&publication_year=2011&hl=en']",,https://doi.org/10.2310/8000.2011.100220, Burns 2011 {published data only}  ,excluded,CD011686-bbs2-0017, Different target condition 
CD011686-bib-0020,"Clayton JL, Harris MB, Weintraub SL, Marr AB, Timmer J, Stuke LE, et al. ",Risk factors for cervical spine injury, Injury ,2012,43,    ,['citation-journal']," Clayton JL, Harris MB, Weintraub SL, Marr AB, Timmer J, Stuke LE, et al. Risk factors for cervical spine injury.  Injury 2012;43(4):431‐5. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.injury.2011.06.022', 'https://www.ncbi.nlm.nih.gov/pubmed/21726860', 'https://scholar.google.com/scholar_lookup?title=Risk+factors+for+cervical+spine+injury&author=JL+Clayton&author=MB+Harris&author=SL+Weintraub&author=AB+Marr&author=J+Timmer&author=LE+Stuke&publication_year=2012&hl=en']",21726860,https://doi.org/10.1016/j.injury.2011.06.022, Clayton 2012 {published data only}  ,excluded,CD011686-bbs2-0018, Index test not relevant 
CD011686-bib-0021,"Coffey F, Hewitt S, Stiell I, Howarth N, Miller P, Clement C, et al. ",Validation of the Canadian c‐spine rule in the UK emergency department setting, Emergency Medicine Journal ,2011,28,    ,['citation-journal']," Coffey F, Hewitt S, Stiell I, Howarth N, Miller P, Clement C, et al. Validation of the Canadian c‐spine rule in the UK emergency department setting.  Emergency Medicine Journal 2011;28(10):873‐6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1136/emj.2009.089508', 'https://www.ncbi.nlm.nih.gov/pubmed/21068171', 'https://scholar.google.com/scholar_lookup?title=Validation+of+the+Canadian+c‐spine+rule+in+the+UK+emergency+department+setting&author=F+Coffey&author=S+Hewitt&author=I+Stiell&author=N+Howarth&author=P+Miller&author=C+Clement&publication_year=2011&hl=en']",21068171,https://doi.org/10.1136/emj.2009.089508, Coffey 2011 {published data only}  ,excluded,CD011686-bbs2-0019, Different study population (adults) 
