reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD009519-bib-0001,"Billè A, Okiror L, Skanjeti A, Errico L, Arena V, Penna D, et al. ",Evaluation of integrated positron emission tomography and computed tomography accuracy in detecting lymph node metastasis in patients with adenocarcinoma vs squamous cell carcinoma, European Journal of Cardio‐Thoracic Surgery ,2013,43,    ,['citation-journal']," Billè A, Okiror L, Skanjeti A, Errico L, Arena V, Penna D, et al. Evaluation of integrated positron emission tomography and computed tomography accuracy in detecting lymph node metastasis in patients with adenocarcinoma vs squamous cell carcinoma.  European Journal of Cardio‐Thoracic Surgery 2013;43(3):574‐9. [PUBMED: 22689182]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1093/ejcts/ezs366', 'https://scholar.google.com/scholar_lookup?title=Evaluation+of+integrated+positron+emission+tomography+and+computed+tomography+accuracy+in+detecting+lymph+node+metastasis+in+patients+with+adenocarcinoma+vs+squamous+cell+carcinoma+&author=A+Billè&author=L+Okiror&author=A+Skanjeti&author=L+Errico&author=V+Arena&author=D+Penna&publication_year=2013&hl=en']",22689182,https://doi.org/10.1093/ejcts/ezs366, Bille 2013 {published data only}  ,included,CD009519-bbs2-0001,
CD009519-bib-0002,"Billè A, Okiror L, Skanjeti A, Errico L, Arena V, Penna D, et al. ",The prognostic significance of maximum standardized uptake value of primary tumor in surgically treated non–small‐cell lung cancer patients: analysis of 413 cases, Clinical Lung Cancer ,2013,14,    ,['citation-journal']," Billè A, Okiror L, Skanjeti A, Errico L, Arena V, Penna D, et al. The prognostic significance of maximum standardized uptake value of primary tumor in surgically treated non–small‐cell lung cancer patients: analysis of 413 cases.  Clinical Lung Cancer 2013;14(2):149‐56. [PUBMED: 22682667]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/j.cllc.2012.04.007', 'https://scholar.google.com/scholar_lookup?title=The+prognostic+significance+of+maximum+standardized+uptake+value+of+primary+tumor+in+surgically+treated+non–small‐cell+lung+cancer+patients:+analysis+of+413+cases+&author=A+Billè&author=L+Okiror&author=A+Skanjeti&author=L+Errico&author=V+Arena&author=D+Penna&publication_year=2013&hl=en']",22682667,https://doi.org/10.1016/j.cllc.2012.04.007, Bille 2013 {published data only}  ,included,CD009519-bbs2-0001,
CD009519-bib-0003,"Billé A, Pelosi E, Skanjeti A, Arena V, Errico L, Borasio P, et al. ",Preoperative intrathoracic lymph node staging in patients with non‐small‐cell lung cancer: accuracy of integrated positron emission tomography and computed tomography, European Journal of Cardio‐Thoracic Surgery ,2009,36,    ,['citation-journal']," Billé A, Pelosi E, Skanjeti A, Arena V, Errico L, Borasio P, et al. Preoperative intrathoracic lymph node staging in patients with non‐small‐cell lung cancer: accuracy of integrated positron emission tomography and computed tomography.  European Journal of Cardio‐Thoracic Surgery 2009;36(3):440‐5. [PUBMED: 19464906]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/j.ejcts.2009.04.003', 'https://scholar.google.com/scholar_lookup?title=Preoperative+intrathoracic+lymph+node+staging+in+patients+with+non‐small‐cell+lung+cancer:+accuracy+of+integrated+positron+emission+tomography+and+computed+tomography+&author=A+Billé&author=E+Pelosi&author=A+Skanjeti&author=V+Arena&author=L+Errico&author=P+Borasio&publication_year=2009&hl=en']",19464906,https://doi.org/10.1016/j.ejcts.2009.04.003, Bille 2013 {published data only}  ,included,CD009519-bbs2-0001,
CD009519-bib-0004,"Bryant AS, Cerfolio RJ, Klemm KM, Ojha B. ",Maximum standard uptake value of mediastinal lymph nodes on integrated FDG‐PET‐CT predicts pathology in patients with non‐small cell lung cancer, The Annals of Thoracic Surgery ,2006,82,    ,['citation-journal']," Bryant AS, Cerfolio RJ, Klemm KM, Ojha B. Maximum standard uptake value of mediastinal lymph nodes on integrated FDG‐PET‐CT predicts pathology in patients with non‐small cell lung cancer.  The Annals of Thoracic Surgery 2006;82(2):417‐22. [PUBMED: 16863739]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/j.athoracsur.2005.12.047', 'https://scholar.google.com/scholar_lookup?title=Maximum+standard+uptake+value+of+mediastinal+lymph+nodes+on+integrated+FDG‐PET‐CT+predicts+pathology+in+patients+with+non‐small+cell+lung+cancer+&author=AS+Bryant&author=RJ+Cerfolio&author=KM+Klemm&author=B+Ojha&publication_year=2006&hl=en']",16863739,https://doi.org/10.1016/j.athoracsur.2005.12.047, Bryant 2006a {published data only}  ,included,CD009519-bbs2-0002,
CD009519-bib-0005,"Cerfolio RJ, Bryant AS, Ojha B, Eloubeidi M. ",Improving the inaccuracies of clinical staging of patients with NSCLC: a prospective trial, The Annals of Thoracic Surgery ,2005,80,    ,['citation-journal']," Cerfolio RJ, Bryant AS, Ojha B, Eloubeidi M. Improving the inaccuracies of clinical staging of patients with NSCLC: a prospective trial.  The Annals of Thoracic Surgery 2005;80(4):1207‐13. [PUBMED: 16181842]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/j.athoracsur.2005.04.019', 'https://scholar.google.com/scholar_lookup?title=Improving+the+inaccuracies+of+clinical+staging+of+patients+with+NSCLC:+a+prospective+trial+&author=RJ+Cerfolio&author=AS+Bryant&author=B+Ojha&author=M+Eloubeidi&publication_year=2005&hl=en']",16181842,https://doi.org/10.1016/j.athoracsur.2005.04.019, Bryant 2006a {published data only}  ,included,CD009519-bbs2-0002,
CD009519-bib-0006,"Carnochan FM, Walker WS. ",Positron emission tomography may underestimate the extent of thoracic disease in lung cancer patients, European Journal of Cardio‐Thoracic Surgery ,2009,35,    ,['citation-journal']," Carnochan FM, Walker WS. Positron emission tomography may underestimate the extent of thoracic disease in lung cancer patients.  European Journal of Cardio‐Thoracic Surgery 2009;35(5):781‐4. [PUBMED: 19272791]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/j.ejcts.2009.01.031', 'https://scholar.google.com/scholar_lookup?title=Positron+emission+tomography+may+underestimate+the+extent+of+thoracic+disease+in+lung+cancer+patients+&author=FM+Carnochan&author=WS+Walker&publication_year=2009&hl=en']",19272791,https://doi.org/10.1016/j.ejcts.2009.01.031, Carnochan 2009 {published data only}  ,included,CD009519-bbs2-0003,
CD009519-bib-0007,"Chen W, Jian W, Li HT, Li C, Zhang YK, Xie B, et al. ",Whole‐body diffusion‐weighted imaging vs. FDG‐PET for the detection of non‐small‐cell lung cancer. How do they measure up?, Magnetic Resonance Imaging ,2010,28,    ,['citation-journal']," Chen W, Jian W, Li HT, Li C, Zhang YK, Xie B, et al. Whole‐body diffusion‐weighted imaging vs. FDG‐PET for the detection of non‐small‐cell lung cancer. How do they measure up?.  Magnetic Resonance Imaging 2010;28(5):613‐20. [PUBMED: 20418042]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/j.mri.2010.02.009', 'https://scholar.google.com/scholar_lookup?title=Whole‐body+diffusion‐weighted+imaging+vs.+FDG‐PET+for+the+detection+of+non‐small‐cell+lung+cancer.+How+do+they+measure+up?+&author=W+Chen&author=W+Jian&author=HT+Li&author=C+Li&author=YK+Zhang&author=B+Xie&publication_year=2010&hl=en']",20418042,https://doi.org/10.1016/j.mri.2010.02.009, Chen 2010 {published data only}  ,included,CD009519-bbs2-0004,
CD009519-bib-0008,"Czepczynski R, Zielinski P, Stangierski A, Gabryel P, Kasprzak W, Dyszkiewicz W, et al. ",The value of 18F‐FDG PET/CT scan in the evaluation lymph node status in patients with non‐small cell lung carcinoma, European Journal of Nuclear Medicine and Molecular Imaging ,2011,Conference,    ,['citation-journal']," Czepczynski R, Zielinski P, Stangierski A, Gabryel P, Kasprzak W, Dyszkiewicz W, et al. The value of 18F‐FDG PET/CT scan in the evaluation lymph node status in patients with non‐small cell lung carcinoma.  European Journal of Nuclear Medicine and Molecular Imaging 2011;Conference:S282. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=The+value+of+18F‐FDG+PET/CT+scan+in+the+evaluation+lymph+node+status+in+patients+with+non‐small+cell+lung+carcinoma+&author=R+Czepczynski&author=P+Zielinski&author=A+Stangierski&author=P+Gabryel&author=W+Kasprzak&author=W+Dyszkiewicz&publication_year=2011&hl=en']",,, Czepczynski 2011 {published data only}  ,included,CD009519-bbs2-0005,
CD009519-bib-0009,"Darling GE, Maziak DE, Inculet RI, Gulenchyn KY, Driedger AA, Ung YC, et al. ",Positron emission tomography‐computed tomography compared with invasive mediastinal staging in non‐small cell lung cancer: results of mediastinal staging in the early lung positron emission tomography trial, Journal of Thoracic Oncology ,2011,6,    ,['citation-journal']," Darling GE, Maziak DE, Inculet RI, Gulenchyn KY, Driedger AA, Ung YC, et al. Positron emission tomography‐computed tomography compared with invasive mediastinal staging in non‐small cell lung cancer: results of mediastinal staging in the early lung positron emission tomography trial.  Journal of Thoracic Oncology 2011;6(8):1367‐72. [PUBMED: 21587082]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1097/JTO.0b013e318220c912', 'https://scholar.google.com/scholar_lookup?title=Positron+emission+tomography‐computed+tomography+compared+with+invasive+mediastinal+staging+in+non‐small+cell+lung+cancer:+results+of+mediastinal+staging+in+the+early+lung+positron+emission+tomography+trial+&author=GE+Darling&author=DE+Maziak&author=RI+Inculet&author=KY+Gulenchyn&author=AA+Driedger&author=YC+Ung&publication_year=2011&hl=en']",21587082,https://doi.org/10.1097/JTO.0b013e318220c912, Darling 2011 {published data only}  ,included,CD009519-bbs2-0006,
CD009519-bib-0010,"Maziak DE, Darling GE, Inculet RI, Gulenchyn KY, Driedger AA, Ung YC, et al. ",Positron emission tomography in staging early lung cancer: a randomized trial, Annals of Internal Medicine ,2009,151,    ,['citation-journal']," Maziak DE, Darling GE, Inculet RI, Gulenchyn KY, Driedger AA, Ung YC, et al. Positron emission tomography in staging early lung cancer: a randomized trial.  Annals of Internal Medicine 2009;151(4):221‐8. [PUBMED: 19581636]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.7326/0003-4819-151-4-200908180-00132', 'https://scholar.google.com/scholar_lookup?title=Positron+emission+tomography+in+staging+early+lung+cancer:+a+randomized+trial&author=DE+Maziak&author=GE+Darling&author=RI+Inculet&author=KY+Gulenchyn&author=AA+Driedger&author=YC+Ung&publication_year=2009&hl=en']",19581636,https://doi.org/10.7326/0003-4819-151-4-200908180-00132, Darling 2011 {published data only}  ,included,CD009519-bbs2-0006,
