reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD009786-bib-0001,"Angioli R, Palaia I, Zullo MA, Muzii L, Manci N, Calcagno M, et al. ",Diagnostic open laparoscopy in the management of advanced ovarian cancer, Gynecologic Oncology ,2006,100,    ,['citation-journal']," Angioli R, Palaia I, Zullo MA, Muzii L, Manci N, Calcagno M, et al. Diagnostic open laparoscopy in the management of advanced ovarian cancer.  Gynecologic Oncology 2006;100(3):455‐61. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ygyno.2005.09.060', 'https://www.ncbi.nlm.nih.gov/pubmed/16325244', 'https://scholar.google.com/scholar_lookup?title=Diagnostic+open+laparoscopy+in+the+management+of+advanced+ovarian+cancer&author=R+Angioli&author=I+Palaia&author=MA+Zullo&author=L+Muzii&author=N+Manci&author=M+Calcagno&publication_year=2006&hl=en']",16325244,https://doi.org/10.1016/j.ygyno.2005.09.060, Angioli 2005 {published and unpublished data}  ,included,CD009786-bbs2-0001,
CD009786-bib-0002,"Angioli R, Plotti F, Capriglione S, Aloisi A, Montera R, Luvero D, et al. ",Can the preoperative HE4 level predict optimal cytoreduction in patients with advanced ovarian carcinoma?, Gynecologic Oncology ,2013,128,    ,['citation-journal']," Angioli R, Plotti F, Capriglione S, Aloisi A, Montera R, Luvero D, et al. Can the preoperative HE4 level predict optimal cytoreduction in patients with advanced ovarian carcinoma?.  Gynecologic Oncology 2013;128(3):579‐83. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ygyno.2012.11.040', 'https://www.ncbi.nlm.nih.gov/pubmed/23220563', 'https://scholar.google.com/scholar_lookup?title=Can+the+preoperative+HE4+level+predict+optimal+cytoreduction+in+patients+with+advanced+ovarian+carcinoma?+&author=R+Angioli&author=F+Plotti&author=S+Capriglione&author=A+Aloisi&author=R+Montera&author=D+Luvero&publication_year=2013&hl=en']",23220563,https://doi.org/10.1016/j.ygyno.2012.11.040, Angioli 2013 {published data only}  ,included,CD009786-bbs2-0002,
CD009786-bib-0003,"Brun JL, Rouzier R, Uzan S, Darai E. ",External validation of a laparoscopic‐based score to evaluate resectability of advanced ovarian cancers: clues for a simplified score, Gynecologic Oncology ,2008,110,    ,['citation-journal']," Brun JL, Rouzier R, Uzan S, Darai E. External validation of a laparoscopic‐based score to evaluate resectability of advanced ovarian cancers: clues for a simplified score.  Gynecologic Oncology 2008;110(3):354‐9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ygyno.2008.04.042', 'https://www.ncbi.nlm.nih.gov/pubmed/18572226', 'https://scholar.google.com/scholar_lookup?title=External+validation+of+a+laparoscopic‐based+score+to+evaluate+resectability+of+advanced+ovarian+cancers:+clues+for+a+simplified+score+&author=JL+Brun&author=R+Rouzier&author=S+Uzan&author=E+Darai&publication_year=2008&hl=en']",18572226,https://doi.org/10.1016/j.ygyno.2008.04.042, Brun 2008 {published and unpublished data}  ,included,CD009786-bbs2-0003,
CD009786-bib-0004,"Brun JL, Rouzier R, Selle F, Houry S, Uzan S, Darai E. ",Neoadjuvant chemotherapy or primary surgery for stage III/IV ovarian cancer: contribution of diagnostic laparoscopy, BMC Cancer ,2009,9,    ,['citation-journal']," Brun JL, Rouzier R, Selle F, Houry S, Uzan S, Darai E. Neoadjuvant chemotherapy or primary surgery for stage III/IV ovarian cancer: contribution of diagnostic laparoscopy.  BMC Cancer 2009;9:171. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1186/1471-2407-9-171', 'https://www.ncbi.nlm.nih.gov/pubmed/19500391', 'https://scholar.google.com/scholar_lookup?title=Neoadjuvant+chemotherapy+or+primary+surgery+for+stage+III/IV+ovarian+cancer:+contribution+of+diagnostic+laparoscopy+&author=JL+Brun&author=R+Rouzier&author=F+Selle&author=S+Houry&author=S+Uzan&author=E+Darai&publication_year=2009&hl=en']",19500391,https://doi.org/10.1186/1471-2407-9-171, Brun 2009 {published and unpublished data}  ,included,CD009786-bbs2-0004,
CD009786-bib-0005,"Chéreau E, Ballester M, Selle F, Cortez A, Daraï E, Rouzier R. ",Comparison of peritoneal carcinomatosis scoring methods in predicting resectability and prognosis in advanced ovarian cancer, American Journal of Obstetrics and Gynecology ,,202,    ,['citation-journal']," Chéreau E, Ballester M, Selle F, Cortez A, Daraï E, Rouzier R. Comparison of peritoneal carcinomatosis scoring methods in predicting resectability and prognosis in advanced ovarian cancer.  American Journal of Obstetrics and Gynecology  2010/02/02;202(2):178.e1‐178.e10. CENTRAL    Link to article     PubMed     ","['', 'https://doi.org/10.1016/j.ajog.2009.10.856', 'https://www.ncbi.nlm.nih.gov/pubmed/20113693']",20113693,https://doi.org/10.1016/j.ajog.2009.10.856, Chéreau 2010 {published data only}  ,included,CD009786-bbs2-0005,
CD009786-bib-0006,"Deffieux X, Castaigne D, Pomel C. ",Role of laparoscopy to evaluate candidates for complete cytoreduction in advanced stages of epithelial ovarian cancer, International Journal of Gynecological Cancer ,2006,16 Suppl 1,    ,['citation-journal']," Deffieux X, Castaigne D, Pomel C. Role of laparoscopy to evaluate candidates for complete cytoreduction in advanced stages of epithelial ovarian cancer.  International Journal of Gynecological Cancer 2006;16 Suppl 1:35‐40. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/16515565', 'https://scholar.google.com/scholar_lookup?title=Role+of+laparoscopy+to+evaluate+candidates+for+complete+cytoreduction+in+advanced+stages+of+epithelial+ovarian+cancer+&author=X+Deffieux&author=D+Castaigne&author=C+Pomel&publication_year=2006&hl=en']",16515565,, Deffieux 2006 {published and unpublished data}  ,included,CD009786-bbs2-0006,
CD009786-bib-0007,"Dessapt AL, Huchon C, Ngo C, Bats AS, Bensaid C, Lecuru F. ",Is complete cytoreductive surgery feasible in this patient with ovarian cancer?, Surgical Oncology ,2016,25,    ,['citation-journal']," Dessapt AL, Huchon C, Ngo C, Bats AS, Bensaid C, Lecuru F. Is complete cytoreductive surgery feasible in this patient with ovarian cancer?.  Surgical Oncology 2016;25(3):326‐31. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.suronc.2016.07.001', 'https://www.ncbi.nlm.nih.gov/pubmed/27566040', 'https://scholar.google.com/scholar_lookup?title=Is+complete+cytoreductive+surgery+feasible+in+this+patient+with+ovarian+cancer?&author=AL+Dessapt&author=C+Huchon&author=C+Ngo&author=AS+Bats&author=C+Bensaid&author=F+Lecuru&publication_year=2016&hl=en']",27566040,https://doi.org/10.1016/j.suronc.2016.07.001, Dessapt 2016 {published data only}  ,included,CD009786-bbs2-0007,
CD009786-bib-0008,"Eoh KJ, Yoon JW, Lee JY, Nam EJ, Kim S, Kim SW, et al. ","A novel algorithm for the treatment strategy for advanced epithelial ovarian cancer: consecutive imaging, frailty assessment, and diagnostic laparoscopy", BMC Cancer ,2017,17,    ,['citation-journal']," Eoh KJ, Yoon JW, Lee JY, Nam EJ, Kim S, Kim SW, et al. A novel algorithm for the treatment strategy for advanced epithelial ovarian cancer: consecutive imaging, frailty assessment, and diagnostic laparoscopy.  BMC Cancer 2017;17(1):481. [DOI: 10.1186/s12885‐017‐3476‐1]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1186/s12885-017-3476-1', 'https://www.ncbi.nlm.nih.gov/pubmed/28701190', 'https://scholar.google.com/scholar_lookup?title=A+novel+algorithm+for+the+treatment+strategy+for+advanced+epithelial+ovarian+cancer:+consecutive+imaging,+frailty+assessment,+and+diagnostic+laparoscopy+&author=KJ+Eoh&author=JW+Yoon&author=JY+Lee&author=EJ+Nam&author=S+Kim&author=SW+Kim&publication_year=2017&hl=en']",28701190,https://doi.org/10.1186/s12885-017-3476-1, Eoh 2017 {published data only}  ,included,CD009786-bbs2-0008,
CD009786-bib-0009,"Fagotti A, Fanfani F, Ludovisi M, Lo Voi R, Bifulco G, Testa AC, et al. ",Role of laparoscopy to assess the chance of optimal cytoreductive surgery in advanced ovarian cancer: a pilot study, Gynecologic Oncology ,2005,96,    ,['citation-journal']," Fagotti A, Fanfani F, Ludovisi M, Lo Voi R, Bifulco G, Testa AC, et al. Role of laparoscopy to assess the chance of optimal cytoreductive surgery in advanced ovarian cancer: a pilot study.  Gynecologic Oncology 2005;96(3):729‐35. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ygyno.2004.11.031', 'https://www.ncbi.nlm.nih.gov/pubmed/15721418', 'https://scholar.google.com/scholar_lookup?title=Role+of+laparoscopy+to+assess+the+chance+of+optimal+cytoreductive+surgery+in+advanced+ovarian+cancer:+a+pilot+study+&author=A+Fagotti&author=F+Fanfani&author=M+Ludovisi&author=R+LoVoi&author=G+Bifulco&author=AC+Testa&publication_year=2005&hl=en']",15721418,https://doi.org/10.1016/j.ygyno.2004.11.031, Fagotti 2004 {published and unpublished data}  ,included,CD009786-bbs2-0009,
CD009786-bib-0010,"Fagotti A, Ferrandina G, Fanfani F, Garganese G, Vizzielli G, Carone V, et al. ",Prospective validation of a laparoscopic predictive model for optimal cytoreduction in advanced ovarian carcinoma, American Journal of Obstetrics & Gynecology ,2008,199,    ,['citation-journal']," Fagotti A, Ferrandina G, Fanfani F, Garganese G, Vizzielli G, Carone V, et al. Prospective validation of a laparoscopic predictive model for optimal cytoreduction in advanced ovarian carcinoma.  American Journal of Obstetrics & Gynecology 2008;199(6):642‐6. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/j.ajog.2008.06.052', 'https://scholar.google.com/scholar_lookup?title=Prospective+validation+of+a+laparoscopic+predictive+model+for+optimal+cytoreduction+in+advanced+ovarian+carcinoma+&author=A+Fagotti&author=G+Ferrandina&author=F+Fanfani&author=G+Garganese&author=G+Vizzielli&author=V+Carone&publication_year=2008&hl=en']",,https://doi.org/10.1016/j.ajog.2008.06.052, Fagotti 2008 {published data only}  ,included,CD009786-bbs2-0010,
