Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,effect_size,lower_ci,upper_ci,outcome_id,subgroup_id,outcome_name,subgroup_name
1 All‐cause mortality Show forest plot,18,8752,"Odds Ratio (M‐H, Fixed, 95% CI)","1.88 [0.81, 4.36]",LABA/LAMA versus placebo,1,1.88,0.81,4.36,1,,All‐cause mortality,
1.1 IND/GLY 110/50,5,2020,"Odds Ratio (M‐H, Fixed, 95% CI)","2.53 [0.61, 10.49]",LABA/LAMA versus placebo,1,2.53,0.61,10.49,1,1,All‐cause mortality,IND/GLY 110/50
1.2 UMEC/VI 62.5/25,5,1921,"Odds Ratio (M‐H, Fixed, 95% CI)","3.12 [0.68, 14.36]",LABA/LAMA versus placebo,1,3.12,0.68,14.36,1,2,All‐cause mortality,UMEC/VI 62.5/25
1.3 UMEC/VI 125/25,4,1401,"Odds Ratio (M‐H, Fixed, 95% CI)","0.14 [0.01, 2.83]",LABA/LAMA versus placebo,1,0.14,0.01,2.83,1,3,All‐cause mortality,UMEC/VI 125/25
1.4 UMEC/VI 500/25,1,51,"Odds Ratio (M‐H, Fixed, 95% CI)","0.0 [0.0, 0.0]",LABA/LAMA versus placebo,1,0.0,0.0,0.0,1,4,All‐cause mortality,UMEC/VI 500/25
1.5 TIO/OLO 2.5/5,6,1670,"Odds Ratio (M‐H, Fixed, 95% CI)","2.53 [0.12, 53.43]",LABA/LAMA versus placebo,1,2.53,0.12,53.43,1,5,All‐cause mortality,TIO/OLO 2.5/5
1.6 TIO/OLO 5/5,6,1689,"Odds Ratio (M‐H, Fixed, 95% CI)","0.0 [0.0, 0.0]",LABA/LAMA versus placebo,1,0.0,0.0,0.0,1,6,All‐cause mortality,TIO/OLO 5/5
2 SAEs Show forest plot,22,10536,"Odds Ratio (M‐H, Fixed, 95% CI)","1.06 [0.88, 1.28]",LABA/LAMA versus placebo,1,1.06,0.88,1.28,2,,SAEs,
2.1 IND/GLY 110/50,6,2830,"Odds Ratio (M‐H, Fixed, 95% CI)","1.16 [0.86, 1.56]",LABA/LAMA versus placebo,1,1.16,0.86,1.56,2,1,SAEs,IND/GLY 110/50
2.2 UMEC/VI 62.5/25,6,2317,"Odds Ratio (M‐H, Fixed, 95% CI)","1.29 [0.86, 1.93]",LABA/LAMA versus placebo,1,1.29,0.86,1.93,2,2,SAEs,UMEC/VI 62.5/25
