reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD011787-bib-0001,"Austin H, Campion‐Smith C, Thomas S, Ward W. ",Parents' difficulties with decisions about childhood immunisation, Community Practitioner ,2008,81,    ,['citation-journal']," Austin H, Campion‐Smith C, Thomas S, Ward W. Parents' difficulties with decisions about childhood immunisation.  Community Practitioner 2008;81(10):32‐5. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/18853886', ""https://scholar.google.com/scholar_lookup?title=Parents'+difficulties+with+decisions+about+childhood+immunisation&author=H+Austin&author=C+Campion‐Smith&author=S+Thomas&author=W+Ward&publication_year=2008&hl=en""]",18853886,, Austin 2008 {published data only}  ,included,CD011787-bbs2-0001,
CD011787-bib-0002,"Austvoll‐Dahlgren A, Helseth S. ",What informs parents' decision‐making about childhood vaccinations?, Journal of Advanced Nursing ,2010,66,    ,['citation-journal']," Austvoll‐Dahlgren A, Helseth S. What informs parents' decision‐making about childhood vaccinations?.  Journal of Advanced Nursing 2010;66(11):2421‐30. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/j.1365-2648.2010.05403.x', 'https://www.ncbi.nlm.nih.gov/pubmed/20722796', ""https://scholar.google.com/scholar_lookup?title=What+informs+parents'+decision‐making+about+childhood+vaccinations?&author=A+Austvoll‐Dahlgren&author=S+Helseth&publication_year=2010&hl=en""]",20722796,https://doi.org/10.1111/j.1365-2648.2010.05403.x, Austvoll‐Dahlgren 2010 {published data only}  ,included,CD011787-bbs2-0002,
CD011787-bib-0003,"Babirye JN, Rutebemberwa E, Kiguli J, Wamani H, Nuwaha F, Engebretsen IM. ","More support for mothers: a qualitative study on factors affecting immunisation behaviour in Kampala, Uganda", BMC Public Health ,2011,11,    ,['citation-journal']," Babirye JN, Rutebemberwa E, Kiguli J, Wamani H, Nuwaha F, Engebretsen IM. More support for mothers: a qualitative study on factors affecting immunisation behaviour in Kampala, Uganda.  BMC Public Health 2011;11(1):723. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1186/1471-2458-11-723', 'https://www.ncbi.nlm.nih.gov/pubmed/21942999', 'https://scholar.google.com/scholar_lookup?title=More+support+for+mothers:+a+qualitative+study+on+factors+affecting+immunisation+behaviour+in+Kampala,+Uganda+&author=JN+Babirye&author=E+Rutebemberwa&author=J+Kiguli&author=H+Wamani&author=F+Nuwaha&author=IM+Engebretsen&publication_year=2011&hl=en']",21942999,https://doi.org/10.1186/1471-2458-11-723, Babirye 2011 {published data only}  ,included,CD011787-bbs2-0003,
CD011787-bib-0004,"Barbieri CL, Couto MT. ",Decision‐making on childhood vaccination by highly educated parents, Revista de Saude Publica ,2015,49.,    ,['citation-journal']," Barbieri CL, Couto MT. Decision‐making on childhood vaccination by highly educated parents.  Revista de Saude Publica 2015;49.(18):1‐8. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1590/S0034-8910.2015049005149', 'https://www.ncbi.nlm.nih.gov/pubmed/25741653', 'https://scholar.google.com/scholar_lookup?title=Decision‐making+on+childhood+vaccination+by+highly+educated+parents&author=CL+Barbieri&author=MT+Couto&publication_year=2015&hl=en']",25741653,https://doi.org/10.1590/S0034-8910.2015049005149, Barbieri 2015 {published data only}  ,included,CD011787-bbs2-0004,
CD011787-bib-0005,"Benin AL, Wisler‐Scher DJ, Colson E, Shapiro ED, Holmboe ES. ",Qualitative analysis of mothers' decision‐making about vaccines for infants: the importance of trust, Pediatrics ,2006,117,    ,['citation-journal']," Benin AL, Wisler‐Scher DJ, Colson E, Shapiro ED, Holmboe ES. Qualitative analysis of mothers' decision‐making about vaccines for infants: the importance of trust.  Pediatrics 2006;117(5):1532‐41. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1542/peds.2005-1728', 'https://www.ncbi.nlm.nih.gov/pubmed/16651306', ""https://scholar.google.com/scholar_lookup?title=Qualitative+analysis+of+mothers'+decision‐making+about+vaccines+for+infants:+the+importance+of+trust+&author=AL+Benin&author=DJ+Wisler‐Scher&author=E+Colson&author=ED+Shapiro&author=ES+Holmboe&publication_year=2006&hl=en""]",16651306,https://doi.org/10.1542/peds.2005-1728, Benin 2006 {published data only}  ,included,CD011787-bbs2-0005,
CD011787-bib-0006,"Berhanel Y, Bekele A, Tesfaye F. ","Immunization (EPI) in Ethiopia: acceptance, coverage, and sustainability", Ethiopian Medical Journal ,2000,38,    ,['citation-journal']," Berhanel Y, Bekele A, Tesfaye F. Immunization (EPI) in Ethiopia: acceptance, coverage, and sustainability.  Ethiopian Medical Journal 2000;38(1):1‐60. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/11132351', 'https://scholar.google.com/scholar_lookup?title=Immunization+(EPI)+in+Ethiopia:+acceptance,+coverage,+and+sustainability&author=Y+Berhanel&author=A+Bekele&author=F+Tesfaye&publication_year=2000&hl=en']",11132351,, Berhanel 2000 {published data only}  ,included,CD011787-bbs2-0006,
CD011787-bib-0007,"Blaisdell L, Gutheil C, Hootsmans NAM, Han PKJ. ",Unknown risks parental hesitation about vaccination, Medical Decision Making ,2016,36,    ,['citation-journal']," Blaisdell L, Gutheil C, Hootsmans NAM, Han PKJ. Unknown risks parental hesitation about vaccination.  Medical Decision Making 2016;36(4):479‐89. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1177/0272989X15607855', 'https://www.ncbi.nlm.nih.gov/pubmed/26506958', 'https://scholar.google.com/scholar_lookup?title=Unknown+risks+parental+hesitation+about+vaccination&author=L+Blaisdell&author=C+Gutheil&author=NAM+Hootsmans&author=PKJ+Han&publication_year=2016&hl=en']",26506958,https://doi.org/10.1177/0272989X15607855, Blaisdell 2016 {published data only}  ,included,CD011787-bbs2-0007,
CD011787-bib-0008,"Bond L, Nolan T, Pattison P, Carlin J. ","Vaccine preventable diseases and immunisations: a qualitative study of mothers? Perceptions of severity, susceptibility, benefits and barriers", Australian and New Zealand Journal of Public Health ,1998,22,    ,['citation-journal']," Bond L, Nolan T, Pattison P, Carlin J. Vaccine preventable diseases and immunisations: a qualitative study of mothers? Perceptions of severity, susceptibility, benefits and barriers.  Australian and New Zealand Journal of Public Health 1998;22(4):441‐6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/j.1467-842X.1998.tb01411.x', 'https://www.ncbi.nlm.nih.gov/pubmed/9659770', 'https://scholar.google.com/scholar_lookup?title=Vaccine+preventable+diseases+and+immunisations:+a+qualitative+study+of+mothers?+Perceptions+of+severity,+susceptibility,+benefits+and+barriers+&author=L+Bond&author=T+Nolan&author=P+Pattison&author=J+Carlin&publication_year=1998&hl=en']",9659770,https://doi.org/10.1111/j.1467-842X.1998.tb01411.x, Bond 1998 {published data only}  ,included,CD011787-bbs2-0008,
CD011787-bib-0009,"Bond L, Nolan T. ","Making sense of perceptions of risk of diseases and vaccinations: a qualitative study combining models of health beliefs, decision‐making and risk perception", BMC Public Health ,2011,11,    ,['citation-journal']," Bond L, Nolan T. Making sense of perceptions of risk of diseases and vaccinations: a qualitative study combining models of health beliefs, decision‐making and risk perception.  BMC Public Health 2011;11(1):943. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1186/1471-2458-11-943', 'https://www.ncbi.nlm.nih.gov/pubmed/22182354', 'https://scholar.google.com/scholar_lookup?title=Making+sense+of+perceptions+of+risk+of+diseases+and+vaccinations:+a+qualitative+study+combining+models+of+health+beliefs,+decision‐making+and+risk+perception+&author=L+Bond&author=T+Nolan&publication_year=2011&hl=en']",22182354,https://doi.org/10.1186/1471-2458-11-943, Bond 2011 {published data only}  ,included,CD011787-bbs2-0009,
CD011787-bib-0010,"Brown KF, Long SJ, Ramsay M, Hudson MJ, Green J, Vincent CA, et al. ",UK parents' decision‐making about measles–mumps–rubella (MMR) vaccine 10 years after the MMR‐autism controversy: a qualitative analysis, Vaccine ,2012,30,    ,['citation-journal']," Brown KF, Long SJ, Ramsay M, Hudson MJ, Green J, Vincent CA, et al. UK parents' decision‐making about measles–mumps–rubella (MMR) vaccine 10 years after the MMR‐autism controversy: a qualitative analysis.  Vaccine 2012;30(10):1855‐64. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.vaccine.2011.12.127', 'https://www.ncbi.nlm.nih.gov/pubmed/22230590', ""https://scholar.google.com/scholar_lookup?title=UK+parents'+decision‐making+about+measles–mumps–rubella+(MMR)+vaccine+10+years+after+the+MMR‐autism+controversy:+a+qualitative+analysis+&author=KF+Brown&author=SJ+Long&author=M+Ramsay&author=MJ+Hudson&author=J+Green&author=CA+Vincent&publication_year=2012&hl=en""]",22230590,https://doi.org/10.1016/j.vaccine.2011.12.127, Brown 2012 {published data only}  ,included,CD011787-bbs2-0010,
