reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD010019-bib-0001,"Aujesky D, Roy PM, Verschuren F, Righini M, Osterwalder J, Egloff M, et al.","An international, randomized non-inferiority trial of outpatient versus inpatient treatment for pulmonary embolism", Journal of General Internal Medicine ,2011,26,    ,['citation-journal']," Aujesky D, Roy PM, Verschuren F, Righini M, Osterwalder J, Egloff M, et al.An international, randomized non-inferiority trial of outpatient versus inpatient treatment for pulmonary embolism.  Journal of General Internal Medicine 2011;26(10):1220. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=An+international,+randomized+non-inferiority+trial+of+outpatient+versus+inpatient+treatment+for+pulmonary+embolism+&author=D+Aujesky&author=PM+Roy&author=F+Verschuren&author=M+Righini&author=J+Osterwalder&author=M+Egloff&publication_year=2011&hl=en']",,, Aujesky 2011 {published data only}  ,included,CD010019-bbs2-0001,
CD010019-bib-0002,"Aujesky D, Roy PM, Verschuren F, Righini M, Osterwalder J, Egloff M, et al.","Outpatient versus inpatient treatment for patients with acute pulmonary embolism: an international, open-label, randomised, non-inferiority trial", Lancet ,2011,378,    ,['citation-journal']," Aujesky D, Roy PM, Verschuren F, Righini M, Osterwalder J, Egloff M, et al.Outpatient versus inpatient treatment for patients with acute pulmonary embolism: an international, open-label, randomised, non-inferiority trial.  Lancet 2011;378(9785):41-8. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0140-6736(11)60824-6', 'https://www.ncbi.nlm.nih.gov/pubmed/21703676', 'https://scholar.google.com/scholar_lookup?title=Outpatient+versus+inpatient+treatment+for+patients+with+acute+pulmonary+embolism:+an+international,+open-label,+randomised,+non-inferiority+trial+&author=D+Aujesky&author=PM+Roy&author=F+Verschuren&author=M+Righini&author=J+Osterwalder&author=M+Egloff&publication_year=2011&hl=en']",21703676,https://doi.org/10.1016/S0140-6736(11)60824-6, Aujesky 2011 {published data only}  ,included,CD010019-bbs2-0001,
CD010019-bib-0003,NCT02584660.,A study of rivaroxaban for early discharge of low risk pulmonary embolism from the emergency department (MERCURY PE),,,,   ,['citation-other'], NCT02584660.A study of rivaroxaban for early discharge of low risk pulmonary embolism from the emergency department (MERCURY PE). clinicaltrials.gov/ct2/show/NCT02584660 (first received 22 October 2015). CENTRAL    ,[''],,, Peacock 2018 {published data only}  ,included,CD010019-bbs2-0002,
CD010019-bib-0004,"Peacock WF, Coleman CI, Diercks DB, Francis S, Kabrhel C, Keay C, et al.",Emergency department discharge of pulmonary embolus patients,,2018,25,    ,['citation-other']," Peacock WF, Coleman CI, Diercks DB, Francis S, Kabrhel C, Keay C, et al.Emergency department discharge of pulmonary embolus patients. Academic Emergency Medicine2018;25(9):995-1003. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Emergency+department+discharge+of+pulmonary+embolus+patients&author=WF+Peacock&author=CI+Coleman&author=DB+Diercks&author=S+Francis&author=C+Kabrhel&author=C+Keay&publication_year=2018&hl=en']",,, Peacock 2018 {published data only}  ,included,CD010019-bbs2-0002,
CD010019-bib-0005,"Singer AJ, Xiang J, Kabrhel C, Merli GJ, Pollack C, Tapson VF, et al.",MulticEnter trial of Rivaroxaban for early disCharge of pUlmonaRY embolism from the Emergency Department (MERCURY PE): rationale and design, Academic Emergency Medicine ,2016,23,    ,['citation-journal']," Singer AJ, Xiang J, Kabrhel C, Merli GJ, Pollack C, Tapson VF, et al.MulticEnter trial of Rivaroxaban for early disCharge of pUlmonaRY embolism from the Emergency Department (MERCURY PE): rationale and design.  Academic Emergency Medicine 2016;23(11):1280-6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/acem.13072', 'https://www.ncbi.nlm.nih.gov/pubmed/27537530', 'https://scholar.google.com/scholar_lookup?title=MulticEnter+trial+of+Rivaroxaban+for+early+disCharge+of+pUlmonaRY+embolism+from+the+Emergency+Department+(MERCURY+PE):+rationale+and+design+&author=AJ+Singer&author=J+Xiang&author=C+Kabrhel&author=GJ+Merli&author=C+Pollack&author=VF+Tapson&publication_year=2016&hl=en']",27537530,https://doi.org/10.1111/acem.13072, Peacock 2018 {published data only}  ,included,CD010019-bbs2-0002,
CD010019-bib-0006,"Den Exter PL, Zondag W, Klok FA, Brouwer RE, Dolsma J, Eijsvogel M, et al.",Efficacy and safety of outpatient treatment based on the Hestia clinical decision rule with or without N-terminal pro–brain natriuretic peptide testing in patients with acute pulmonary embolism, American Journal of Respiratory and Critical Care Medicine ,2016,194,    ,['citation-journal']," Den Exter PL, Zondag W, Klok FA, Brouwer RE, Dolsma J, Eijsvogel M, et al.Efficacy and safety of outpatient treatment based on the Hestia clinical decision rule with or without N-terminal pro–brain natriuretic peptide testing in patients with acute pulmonary embolism.  American Journal of Respiratory and Critical Care Medicine 2016;194(8):998-1006. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1164/rccm.201512-2494OC', 'https://www.ncbi.nlm.nih.gov/pubmed/27030891', 'https://scholar.google.com/scholar_lookup?title=Efficacy+and+safety+of+outpatient+treatment+based+on+the+Hestia+clinical+decision+rule+with+or+without+N-terminal+pro–brain+natriuretic+peptide+testing+in+patients+with+acute+pulmonary+embolism+&author=PL+DenExter&author=W+Zondag&author=FA+Klok&author=RE+Brouwer&author=J+Dolsma&author=M+Eijsvogel&publication_year=2016&hl=en']",27030891,https://doi.org/10.1164/rccm.201512-2494OC, Den Exter 2016a {published data only}  ,excluded,CD010019-bbs2-0003," Participants were randomised to either outpatient treatment or to management based on NT‐proBNP levels, and not to either outpatient or inpatient management.  "
CD010019-bib-0007,"Roy PM, Gable B.",Hospitalization or Out-treatment ManagEment of Patients with Pulmonary Embolism: a randomized controlled trial (HOME-PE),,,,   ,['citation-other']," Roy PM, Gable B.Hospitalization or Out-treatment ManagEment of Patients with Pulmonary Embolism: a randomized controlled trial (HOME-PE). clinicaltrials.gov/ct2/show/NCT02811237 (first received 23 June 2016). CENTRAL    ",[''],,, HOME Study {published data only}  ,excluded,CD010019-bbs2-0004," Participants were randomised to either Hestia or PESI management, and not randomised to either inpatient or outpatient treatment.  "
CD010019-bib-0008,"Kovacs MJ, Rodger M, Anderson DR, Morrow B, Kells G, Kovacs J, et al.","Comparison of 10-mg and 5-mg warfarin initiation nomograms together with low-molecular-weight heparin for outpatient treatment of acute venous thromboembolism. A randomized, double-blind, controlled trial", Annals of Internal Medicine ,2003,138,    ,['citation-journal']," Kovacs MJ, Rodger M, Anderson DR, Morrow B, Kells G, Kovacs J, et al.Comparison of 10-mg and 5-mg warfarin initiation nomograms together with low-molecular-weight heparin for outpatient treatment of acute venous thromboembolism. A randomized, double-blind, controlled trial.  Annals of Internal Medicine 2003;138(9):714-9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.7326/0003-4819-138-9-200305060-00007', 'https://www.ncbi.nlm.nih.gov/pubmed/12729425', 'https://scholar.google.com/scholar_lookup?title=Comparison+of+10-mg+and+5-mg+warfarin+initiation+nomograms+together+with+low-molecular-weight+heparin+for+outpatient+treatment+of+acute+venous+thromboembolism.+A+randomized,+double-blind,+controlled+trial+&author=MJ+Kovacs&author=M+Rodger&author=DR+Anderson&author=B+Morrow&author=G+Kells&author=J+Kovacs&publication_year=2003&hl=en']",12729425,https://doi.org/10.7326/0003-4819-138-9-200305060-00007, Kovacs 2003 {published data only}  ,excluded,CD010019-bbs2-0005, RCT which evaluated different doses of warfarin in outpatients and not randomised to outpatient or inpatient treatment  
CD010019-bib-0009,"Medina A, Raskob G, Ageno W, Cohen AT, Brekelmans MP, Chen CZ, et al.",Outpatient management in patients with venous thromboembolism with edoxaban: a post hoc analysis of the Hokusai-VTE study, Thrombosis and Haemostasis ,2017,117,    ,['citation-journal']," Medina A, Raskob G, Ageno W, Cohen AT, Brekelmans MP, Chen CZ, et al.Outpatient management in patients with venous thromboembolism with edoxaban: a post hoc analysis of the Hokusai-VTE study.  Thrombosis and Haemostasis 2017;117(12):2406-14. CENTRAL [DOI: 10.1160/TH17-05-0523]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1160/TH17-05-0523', 'https://www.ncbi.nlm.nih.gov/pubmed/29212128', 'https://scholar.google.com/scholar_lookup?title=Outpatient+management+in+patients+with+venous+thromboembolism+with+edoxaban:+a+post+hoc+analysis+of+the+Hokusai-VTE+study+&author=A+Medina&author=G+Raskob&author=W+Ageno&author=AT+Cohen&author=MP+Brekelmans&author=CZ+Chen&publication_year=2017&hl=en']",29212128,https://doi.org/10.1160/TH17-05-0523, Medina 2017 {published data only}  ,excluded,CD010019-bbs2-0006, Not randomised to inpatient or outpatient treatment (post‐hoc analysis) 
CD010019-bib-0010,"Otero R, Uresandi F, Jiménez D, Cabezudo MA, Oribe M, Nauffal D, et al.",Home treatment in pulmonary embolism, Thrombosis Research ,2010,126,    ,['citation-journal']," Otero R, Uresandi F, Jiménez D, Cabezudo MA, Oribe M, Nauffal D, et al.Home treatment in pulmonary embolism.  Thrombosis Research 2010;126(1):e1-5. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.thromres.2009.09.026', 'https://www.ncbi.nlm.nih.gov/pubmed/19853892', 'https://scholar.google.com/scholar_lookup?title=Home+treatment+in+pulmonary+embolism&author=R+Otero&author=F+Uresandi&author=D+Jiménez&author=MA+Cabezudo&author=M+Oribe&author=D+Nauffal&publication_year=2010&hl=en']",19853892,https://doi.org/10.1016/j.thromres.2009.09.026, Otero 2010 {published data only}  ,excluded,CD010019-bbs2-0007, RCT considered early discharge to be at 3 to 5 days from admission 
