reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD010778-bib-0001,"Aarons C, Potter BK, Adams SC, Pitcher DJ, Templet TH. ",Extended intralesional treatment versus resection of low‐grade chondrosarcomas, Clinical Orthopaedics and Related Research ,2009,467,    ,['citation-journal']," Aarons C, Potter BK, Adams SC, Pitcher DJ, Templet TH. Extended intralesional treatment versus resection of low‐grade chondrosarcomas.  Clinical Orthopaedics and Related Research 2009;467:2105–11. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1007/s11999-008-0691-8', 'https://scholar.google.com/scholar_lookup?title=Extended+intralesional+treatment+versus+resection+of+low‐grade+chondrosarcomas&author=C+Aarons&author=BK+Potter&author=SC+Adams&author=DJ+Pitcher&author=TH+Templet&publication_year=2009&hl=en']",,https://doi.org/10.1007/s11999-008-0691-8, Aarons 2009 {published and unpublished data}  ,included,CD010778-bbs2-0001,
CD010778-bib-0002,"Bauer HC, Brosjo O, Kreicbergs A, Lindholm J. ",Low risk of recurrence of enchondroma and low‐grade chondrosarcoma in extremities. 80 patients followed for 2 ‐ 25 years, Acta Orthopaedica Scandinavica ,1995,66,    ,['citation-journal']," Bauer HC, Brosjo O, Kreicbergs A, Lindholm J. Low risk of recurrence of enchondroma and low‐grade chondrosarcoma in extremities. 80 patients followed for 2 ‐ 25 years.  Acta Orthopaedica Scandinavica 1995;66(3):283‐8. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.3109/17453679508995543', 'https://scholar.google.com/scholar_lookup?title=Low+risk+of+recurrence+of+enchondroma+and+low‐grade+chondrosarcoma+in+extremities.+80+patients+followed+for+2+‐+25+years+&author=HC+Bauer&author=O+Brosjo&author=A+Kreicbergs&author=J+Lindholm&publication_year=1995&hl=en']",,https://doi.org/10.3109/17453679508995543, Bauer 1995 {published data only}  ,included,CD010778-bbs2-0002,
CD010778-bib-0003,"Campanacci DA, Scoccianti G, Franchi A. ",Surgical treatment of central grade 1 chondrosarcoma of the appendicular skeleton, Journal of Orthopaedics and Traumatology ,2013,14,    ,['citation-journal']," Campanacci DA, Scoccianti G, Franchi A. Surgical treatment of central grade 1 chondrosarcoma of the appendicular skeleton.  Journal of Orthopaedics and Traumatology 2013;14:101‐7. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1007/s10195-013-0230-6', 'https://scholar.google.com/scholar_lookup?title=Surgical+treatment+of+central+grade+1+chondrosarcoma+of+the+appendicular+skeleton&author=DA+Campanacci&author=G+Scoccianti&author=A+Franchi&publication_year=2013&hl=en']",,https://doi.org/10.1007/s10195-013-0230-6, Campanacci 2013 {published data only (unpublished sought but not used)}  ,included,CD010778-bbs2-0003,
CD010778-bib-0004,"Chen YC, Wu PK, Chen CF, Chen WM. ",Intralesional curettage of central low‐grade chondrosarcoma: a midterm follow‐up study, Journal of the Chinese Medical Association : JCMA ,2017,80,    ,['citation-journal']," Chen YC, Wu PK, Chen CF, Chen WM. Intralesional curettage of central low‐grade chondrosarcoma: a midterm follow‐up study.  Journal of the Chinese Medical Association : JCMA 2017;80(3):178‐82. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/j.jcma.2016.10.002', 'https://scholar.google.com/scholar_lookup?title=Intralesional+curettage+of+central+low‐grade+chondrosarcoma:+a+midterm+follow‐up+study&author=YC+Chen&author=PK+Wu&author=CF+Chen&author=WM+Chen&publication_year=2017&hl=en']",,https://doi.org/10.1016/j.jcma.2016.10.002, Chen 2017 {published data only (unpublished sought but not used)}  ,included,CD010778-bbs2-0004,
CD010778-bib-0005,"Dierselhuis EF, Gerbers JG, Ploegmakers JJW, Stevens M, Suurmeijer AJH, Jutte PC. ",Local treatment with adjuvant therapy for central atypical cartilaginous tumors in the long bones, Journal of Bone and Joint Surgery ,2016,98,    ,['citation-journal']," Dierselhuis EF, Gerbers JG, Ploegmakers JJW, Stevens M, Suurmeijer AJH, Jutte PC. Local treatment with adjuvant therapy for central atypical cartilaginous tumors in the long bones.  Journal of Bone and Joint Surgery 2016;98:303‐13. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.2106/JBJS.O.00472', 'https://scholar.google.com/scholar_lookup?title=Local+treatment+with+adjuvant+therapy+for+central+atypical+cartilaginous+tumors+in+the+long+bones+&author=EF+Dierselhuis&author=JG+Gerbers&author=JJW+Ploegmakers&author=M+Stevens&author=AJH+Suurmeijer&author=PC+Jutte&publication_year=2016&hl=en']",,https://doi.org/10.2106/JBJS.O.00472, Dierselhuis 2016 {published data only (unpublished sought but not used)}  ,included,CD010778-bbs2-0005,
CD010778-bib-0006,"Di Giorgio L, Touloupakis G, Vitullo F, Sodano L, Mastantuono M, Villani C. ","Intralesional curettage, with phenol and cement as adjuvants, for low‐grade intramedullary chondrosarcoma of the long bones", Acta Orthopaedica Belgica ,2011,77,    ,['citation-journal']," Di Giorgio L, Touloupakis G, Vitullo F, Sodano L, Mastantuono M, Villani C. Intralesional curettage, with phenol and cement as adjuvants, for low‐grade intramedullary chondrosarcoma of the long bones.  Acta Orthopaedica Belgica 2011;77:666‐9. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Intralesional+curettage,+with+phenol+and+cement+as+adjuvants,+for+low‐grade+intramedullary+chondrosarcoma+of+the+long+bones+&author=L+Giorgio&author=G+Touloupakis&author=F+Vitullo&author=L+Sodano&author=M+Mastantuono&author=C+Villani&publication_year=2011&hl=en']",,, Di Giorgio 2011 {published data only (unpublished sought but not used)}  ,included,CD010778-bbs2-0006,
CD010778-bib-0007,"Donati D, Colangeli S, Colangeli M, Di Bella C, Bertoni F. ",Surgical treatment of grade I central chondrosarcoma, Clinical Orthopaedics and Related Research ,2010,468,    ,['citation-journal']," Donati D, Colangeli S, Colangeli M, Di Bella C, Bertoni F. Surgical treatment of grade I central chondrosarcoma.  Clinical Orthopaedics and Related Research 2010;468(2):581‐9. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1007/s11999-009-1056-7', 'https://scholar.google.com/scholar_lookup?title=Surgical+treatment+of+grade+I+central+chondrosarcoma&author=D+Donati&author=S+Colangeli&author=M+Colangeli&author=C+Bella&author=F+Bertoni&publication_year=2010&hl=en']",,https://doi.org/10.1007/s11999-009-1056-7, Donati 2010 {published data only (unpublished sought but not used)}  ,included,CD010778-bbs2-0007,
CD010778-bib-0008,"Etchebehere M, de Camargo OP, Croci AT, Oliveira CR, Baptista AM. ",Relationship between surgical procedure and outcome for patients with grade I chondrosarcomas," Clinics (Sao Paulo, Brazil) ",2005,60,    ,['citation-journal']," Etchebehere M, de Camargo OP, Croci AT, Oliveira CR, Baptista AM. Relationship between surgical procedure and outcome for patients with grade I chondrosarcomas.  Clinics (Sao Paulo, Brazil) 2005;60:121‐6. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1590/S1807-59322005000200007', 'https://scholar.google.com/scholar_lookup?title=Relationship+between+surgical+procedure+and+outcome+for+patients+with+grade+I+chondrosarcomas&author=M+Etchebehere&author=OP+Camargo&author=AT+Croci&author=CR+Oliveira&author=AM+Baptista&publication_year=2005&hl=en']",,https://doi.org/10.1590/S1807-59322005000200007, Etchebehere 2005 {published data only (unpublished sought but not used)}  ,included,CD010778-bbs2-0008,
CD010778-bib-0009,"Funovics PT, Panotopoulos J, Sabeti‐Aschraf M, Abdolvahab F, Funovics JM, Lang S, et al. ",Low‐grade chondrosarcoma of bone: experiences from the Vienna Bone and Soft Tissue Tumour Registry, International Orthopaedics ,2011,35,    ,['citation-journal']," Funovics PT, Panotopoulos J, Sabeti‐Aschraf M, Abdolvahab F, Funovics JM, Lang S, et al. Low‐grade chondrosarcoma of bone: experiences from the Vienna Bone and Soft Tissue Tumour Registry.  International Orthopaedics 2011;35(7):1049‐56. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1007/s00264-010-1065-x', 'https://scholar.google.com/scholar_lookup?title=Low‐grade+chondrosarcoma+of+bone:+experiences+from+the+Vienna+Bone+and+Soft+Tissue+Tumour+Registry+&author=PT+Funovics&author=J+Panotopoulos&author=M+Sabeti‐Aschraf&author=F+Abdolvahab&author=JM+Funovics&author=S+Lang&publication_year=2011&hl=en']",,https://doi.org/10.1007/s00264-010-1065-x, Funovics 2010 {published data only (unpublished sought but not used)}  ,included,CD010778-bbs2-0009,
CD010778-bib-0010,"Gunay C, Atalar H, Hapa O, Basarir K, Yildiz, Saglik Y. ",Surgical management of Grade I chondrosarcoma of the long bones, Acta Orthopaedica Belgica ,2013,79,    ,['citation-journal']," Gunay C, Atalar H, Hapa O, Basarir K, Yildiz, Saglik Y. Surgical management of Grade I chondrosarcoma of the long bones.  Acta Orthopaedica Belgica 2013;79:331‐7. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Surgical+management+of+Grade+I+chondrosarcoma+of+the+long+bones&author=C+Gunay&author=H+Atalar&author=O+Hapa&author=K+Basarir&author=+Yildiz&author=Y+Saglik&publication_year=2013&hl=en']",,, Gunay 2013 {published data only (unpublished sought but not used)}  ,included,CD010778-bbs2-0010,
