reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD011431-bib-0001,"Alam MS, Mohon AN, Mustafa S, Khan WA, Islam N, Karim MJ, et al. ",Real‐time PCR assay and rapid diagnostic tests for the diagnosis of clinically suspected malaria patients in Bangladesh, Malaria Journal ,2011,10,    ,['citation-journal']," Alam MS, Mohon AN, Mustafa S, Khan WA, Islam N, Karim MJ, et al. Real‐time PCR assay and rapid diagnostic tests for the diagnosis of clinically suspected malaria patients in Bangladesh.  Malaria Journal 2011;10:175.    Link to article     Google Scholar     ","['https://doi.org/10.1186/1475-2875-10-175', 'https://scholar.google.com/scholar_lookup?title=Real‐time+PCR+assay+and+rapid+diagnostic+tests+for+the+diagnosis+of+clinically+suspected+malaria+patients+in+Bangladesh+&author=MS+Alam&author=AN+Mohon&author=S+Mustafa&author=WA+Khan&author=N+Islam&author=MJ+Karim&publication_year=2011&hl=en']",,https://doi.org/10.1186/1475-2875-10-175, Alam 2011 {published data only}  ,included,CD011431-bbs2-0001,
CD011431-bib-0002,"Andrade BB, Reis‐Filho A, Barros AM, Souza‐Neto SM, Nogueira LL, Fukatano KF, et al. ","Towards a precise test for malaria diagnosis in the Brazilian Amazon: comparison among field microscopy, a rapid diagnostic test, nested PCR, and a computational expert system based on artificial neural networks", Malaria Journal ,2010,9,    ,['citation-journal']," Andrade BB, Reis‐Filho A, Barros AM, Souza‐Neto SM, Nogueira LL, Fukatano KF, et al. Towards a precise test for malaria diagnosis in the Brazilian Amazon: comparison among field microscopy, a rapid diagnostic test, nested PCR, and a computational expert system based on artificial neural networks.  Malaria Journal 2010;9:117.    Link to article     Google Scholar     ","['https://doi.org/10.1186/1475-2875-9-117', 'https://scholar.google.com/scholar_lookup?title=Towards+a+precise+test+for+malaria+diagnosis+in+the+Brazilian+Amazon:+comparison+among+field+microscopy,+a+rapid+diagnostic+test,+nested+PCR,+and+a+computational+expert+system+based+on+artificial+neural+networks+&author=BB+Andrade&author=A+Reis‐Filho&author=AM+Barros&author=SM+Souza‐Neto&author=LL+Nogueira&author=KF+Fukatano&publication_year=2010&hl=en']",,https://doi.org/10.1186/1475-2875-9-117, Andrade 2010 {published data only}  ,included,CD011431-bbs2-0002,
CD011431-bib-0003,"Ashton RA, Kefyalew T, Tesfaye G, Counihan H, Yadeta D, Cundill B, et al. ","Performance of three multi‐species rapid diagnostic tests for diagnosis of Plasmodium falciparum and Plasmodium vivax malaria in Oromia Regional State, Ethiopia", Malaria Journal ,2010,9,    ,['citation-journal']," Ashton RA, Kefyalew T, Tesfaye G, Counihan H, Yadeta D, Cundill B, et al. Performance of three multi‐species rapid diagnostic tests for diagnosis of Plasmodium falciparum and Plasmodium vivax malaria in Oromia Regional State, Ethiopia.  Malaria Journal 2010;9:297.    Link to article     Google Scholar     ","['https://doi.org/10.1186/1475-2875-9-297', 'https://scholar.google.com/scholar_lookup?title=Performance+of+three+multi‐species+rapid+diagnostic+tests+for+diagnosis+of+Plasmodium+falciparum+and+Plasmodium+vivax+malaria+in+Oromia+Regional+State,+Ethiopia+&author=RA+Ashton&author=T+Kefyalew&author=G+Tesfaye&author=H+Counihan&author=D+Yadeta&author=B+Cundill&publication_year=2010&hl=en']",,https://doi.org/10.1186/1475-2875-9-297, Ashton 2010 {published data only}  ,included,CD011431-bbs2-0003,
CD011431-bib-0004,"Bell D, Go R, Miguel C, Walker J, Cacal L, Saul A. ",Diagnosis of malaria in a remote area of the Philippines: comparison of techniques and their acceptance by health workers and the community, Bulletin of the World Health Organization ,2001,79,    ,['citation-journal']," Bell D, Go R, Miguel C, Walker J, Cacal L, Saul A. Diagnosis of malaria in a remote area of the Philippines: comparison of techniques and their acceptance by health workers and the community.  Bulletin of the World Health Organization 2001;79(10):933‐41.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Diagnosis+of+malaria+in+a+remote+area+of+the+Philippines:+comparison+of+techniques+and+their+acceptance+by+health+workers+and+the+community+&author=D+Bell&author=R+Go&author=C+Miguel&author=J+Walker&author=L+Cacal&author=A+Saul&publication_year=2001&hl=en'],,, Bell 2001a {published data only}  ,included,CD011431-bbs2-0004,
CD011431-bib-0005,"Bell D, Go R, Miguel C, Walker J, Cacal L, Saul A. ",Diagnosis of malaria in a remote area of the Philippines: comparison of techniques and their acceptance by health workers and the community, Bulletin of the World Health Organization ,2001,79,    ,['citation-journal']," Bell D, Go R, Miguel C, Walker J, Cacal L, Saul A. Diagnosis of malaria in a remote area of the Philippines: comparison of techniques and their acceptance by health workers and the community.  Bulletin of the World Health Organization 2001;79(10):933‐41.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Diagnosis+of+malaria+in+a+remote+area+of+the+Philippines:+comparison+of+techniques+and+their+acceptance+by+health+workers+and+the+community+&author=D+Bell&author=R+Go&author=C+Miguel&author=J+Walker&author=L+Cacal&author=A+Saul&publication_year=2001&hl=en'],,, Bell 2001b {published data only}  ,included,CD011431-bbs2-0005,
CD011431-bib-0006,"Bendezu J, Rosas A, Grande T, Rodriguez H, Llanos‐Cuentas A, Escobedo J, et al. ",Field evaluation of a rapid diagnostic test (Parascreen) for malaria diagnosis in the Peruvian Amazon, Malaria Journal ,2010,9,    ,['citation-journal']," Bendezu J, Rosas A, Grande T, Rodriguez H, Llanos‐Cuentas A, Escobedo J, et al. Field evaluation of a rapid diagnostic test (Parascreen) for malaria diagnosis in the Peruvian Amazon.  Malaria Journal 2010;9:154.    Link to article     Google Scholar     ","['https://doi.org/10.1186/1475-2875-9-154', 'https://scholar.google.com/scholar_lookup?title=Field+evaluation+of+a+rapid+diagnostic+test+(Parascreen)+for+malaria+diagnosis+in+the+Peruvian+Amazon+&author=J+Bendezu&author=A+Rosas&author=T+Grande&author=H+Rodriguez&author=A+Llanos‐Cuentas&author=J+Escobedo&publication_year=2010&hl=en']",,https://doi.org/10.1186/1475-2875-9-154, Bendezu 2010 {published data only}  ,included,CD011431-bbs2-0006,
CD011431-bib-0007,"Bharti PK, Silawat N, Singh PP, Singh MP, Shukla M, Chand G, et al. ","The usefulness of a new rapid diagnostic test, the First Response Malaria Combo (pLDH/HRP2) card test, for malaria diagnosis in the forested belt of central India", Malaria Journal ,2008,7,    ,['citation-journal']," Bharti PK, Silawat N, Singh PP, Singh MP, Shukla M, Chand G, et al. The usefulness of a new rapid diagnostic test, the First Response Malaria Combo (pLDH/HRP2) card test, for malaria diagnosis in the forested belt of central India.  Malaria Journal 2008;7:126.    Link to article     Google Scholar     ","['https://doi.org/10.1186/1475-2875-7-126', 'https://scholar.google.com/scholar_lookup?title=The+usefulness+of+a+new+rapid+diagnostic+test,+the+First+Response+Malaria+Combo+(pLDH/HRP2)+card+test,+for+malaria+diagnosis+in+the+forested+belt+of+central+India+&author=PK+Bharti&author=N+Silawat&author=PP+Singh&author=MP+Singh&author=M+Shukla&author=G+Chand&publication_year=2008&hl=en']",,https://doi.org/10.1186/1475-2875-7-126, Bharti 2008 {published data only}  ,included,CD011431-bbs2-0007,
CD011431-bib-0008,"Chanie M, Erko B, Animut A, Legesse M. ","Performance of CareStartTM Malaria Pf/Pv Combo test for the diagnosis of Plasmodium falciparum and Plasmodium vivax infections in the Afar Region, North East Ethiopia", Ethiopian Journal of Health Development ,2011,25,    ,['citation-journal']," Chanie M, Erko B, Animut A, Legesse M. Performance of CareStartTM Malaria Pf/Pv Combo test for the diagnosis of Plasmodium falciparum and Plasmodium vivax infections in the Afar Region, North East Ethiopia.  Ethiopian Journal of Health Development 2011;25(3):206‐11.    Google Scholar     ","['https://scholar.google.com/scholar_lookup?title=Performance+of+CareStartTM+Malaria+Pf/Pv+Combo+test+for+the+diagnosis+of+Plasmodium+falciparum+and+Plasmodium+vivax+infections+in+the+Afar+Region,+North+East+Ethiopia+&author=M+Chanie&author=B+Erko&author=A+Animut&author=M+Legesse&publication_year=2011&hl=en']",,, Chanie 2011 {published data only}  ,included,CD011431-bbs2-0008,
CD011431-bib-0009,"Chayani N, Das B, Sur M, Bajoria S. ",Comparison of parasite lactate dehydrogenase based immunochromatographic antigen detection assay (OptiMAL) with microscopy for detection of malaria parasites, Indian Journal of Medical Microbiology ,2004,22,    ,['citation-journal']," Chayani N, Das B, Sur M, Bajoria S. Comparison of parasite lactate dehydrogenase based immunochromatographic antigen detection assay (OptiMAL) with microscopy for detection of malaria parasites.  Indian Journal of Medical Microbiology 2004;22(2):104‐6.    Link to article     Google Scholar     ","['https://doi.org/10.1016/S0255-0857(21)02889-9', 'https://scholar.google.com/scholar_lookup?title=Comparison+of+parasite+lactate+dehydrogenase+based+immunochromatographic+antigen+detection+assay+(OptiMAL)+with+microscopy+for+detection+of+malaria+parasites+&author=N+Chayani&author=B+Das&author=M+Sur&author=S+Bajoria&publication_year=2004&hl=en']",,https://doi.org/10.1016/S0255-0857(21)02889-9, Chayani 2004 {published data only}  ,included,CD011431-bbs2-0009,
CD011431-bib-0010,Dev V. ,Relative utility of dipsticks for diagnosis of malaria in mesoendemic area for Plasmodium falciparum and P. vivax in Northeastern India, Vector‐Borne and Zoonotic Diseases ,2004,4,    ,['citation-journal'], Dev V. Relative utility of dipsticks for diagnosis of malaria in mesoendemic area for Plasmodium falciparum and P. vivax in Northeastern India.  Vector‐Borne and Zoonotic Diseases 2004;4(2):123‐30.    Link to article     Google Scholar     ,"['https://doi.org/10.1089/1530366041210774', 'https://scholar.google.com/scholar_lookup?title=Relative+utility+of+dipsticks+for+diagnosis+of+malaria+in+mesoendemic+area+for+Plasmodium+falciparum+and+P.+vivax+in+Northeastern+India+&author=V+Dev&publication_year=2004&hl=en']",,https://doi.org/10.1089/1530366041210774, Dev 2004 {published data only}  ,included,CD011431-bbs2-0010,
CD011431-bib-0011,"Eibach D, Traore B, Bouchrik M, Coulibaly B, Coulibaly N, Siby F, et al. ",Evaluation of the malaria rapid diagnostic test VIKIA malaria Ag Pf/PanTM in endemic and non‐endemic settings, Malaria Journal ,2013,12,    ,['citation-journal']," Eibach D, Traore B, Bouchrik M, Coulibaly B, Coulibaly N, Siby F, et al. Evaluation of the malaria rapid diagnostic test VIKIA malaria Ag Pf/PanTM in endemic and non‐endemic settings.  Malaria Journal 2013;12:188.    Link to article     Google Scholar     ","['https://doi.org/10.1186/1475-2875-12-188', 'https://scholar.google.com/scholar_lookup?title=Evaluation+of+the+malaria+rapid+diagnostic+test+VIKIA+malaria+Ag+Pf/PanTM+in+endemic+and+non‐endemic+settings+&author=D+Eibach&author=B+Traore&author=M+Bouchrik&author=B+Coulibaly&author=N+Coulibaly&author=F+Siby&publication_year=2013&hl=en']",,https://doi.org/10.1186/1475-2875-12-188, Eibach 2013 {published data only}  ,included,CD011431-bbs2-0011,
CD011431-bib-0012,"Elahi, R, Mohon, A.N, Khan, W.W, Haque, R, Alam, M.S. ",Performance of a HRP‐2/pLDH based rapid diagnostic test at the Bangladesh‐India‐Myanmar border area for diagnosis of clinical malaria, Malaria Journal ,2013,12,    ,['citation-journal']," Elahi, R, Mohon, A.N, Khan, W.W, Haque, R, Alam, M.S. Performance of a HRP‐2/pLDH based rapid diagnostic test at the Bangladesh‐India‐Myanmar border area for diagnosis of clinical malaria.  Malaria Journal 2013;12:378.    Link to article     Google Scholar     ","['https://doi.org/10.1186/1475-2875-12-378', 'https://scholar.google.com/scholar_lookup?title=Performance+of+a+HRP‐2/pLDH+based+rapid+diagnostic+test+at+the+Bangladesh‐India‐Myanmar+border+area+for+diagnosis+of+clinical+malaria+&author=+Elahi&author=+R&author=+Mohon&author=+A.N&author=+Khan&author=+W.W&author=+Haque&author=+R&author=+Alam&author=+M.S&publication_year=2013&hl=en']",,https://doi.org/10.1186/1475-2875-12-378, Elahi 2013 {published data only}  ,included,CD011431-bbs2-0012,
CD011431-bib-0013,"Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. ",Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centers in Northwest Ethiopia, PLoS One ,2012,7,    ,['citation-journal']," Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centers in Northwest Ethiopia.  PLoS One 2012;7(4):e33014.    Link to article     Google Scholar     ","['https://doi.org/10.1371/journal.pone.0033014', 'https://scholar.google.com/scholar_lookup?title=Performance+of+local+light+microscopy+and+the+ParaScreen+Pan/Pf+rapid+diagnostic+test+to+detect+malaria+in+health+centers+in+Northwest+Ethiopia+&author=T+Endeshaw&author=PM+Graves&author=B+Ayele&author=AW+Mosher&author=T+Gebre&author=F+Ayalew&publication_year=2012&hl=en']",,https://doi.org/10.1371/journal.pone.0033014, Endeshaw 2012a {published data only}  ,included,CD011431-bbs2-0013,
CD011431-bib-0014,"Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. ",Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centres in Northwest Ethiopia, PLoS One ,2012,7,    ,['citation-journal']," Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centres in Northwest Ethiopia.  PLoS One 2012;7(4):e33014.    Link to article     Google Scholar     ","['https://doi.org/10.1371/journal.pone.0033014', 'https://scholar.google.com/scholar_lookup?title=Performance+of+local+light+microscopy+and+the+ParaScreen+Pan/Pf+rapid+diagnostic+test+to+detect+malaria+in+health+centres+in+Northwest+Ethiopia+&author=T+Endeshaw&author=PM+Graves&author=B+Ayele&author=AW+Mosher&author=T+Gebre&author=F+Ayalew&publication_year=2012&hl=en']",,https://doi.org/10.1371/journal.pone.0033014, Endeshaw 2012b {published data only}  ,included,CD011431-bbs2-0014,
CD011431-bib-0015,"Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. ",Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centres in Northwest Ethiopia, PLoS One ,2012,7,    ,['citation-journal']," Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centres in Northwest Ethiopia.  PLoS One 2012;7(4):e33014.    Link to article     Google Scholar     ","['https://doi.org/10.1371/journal.pone.0033014', 'https://scholar.google.com/scholar_lookup?title=Performance+of+local+light+microscopy+and+the+ParaScreen+Pan/Pf+rapid+diagnostic+test+to+detect+malaria+in+health+centres+in+Northwest+Ethiopia+&author=T+Endeshaw&author=PM+Graves&author=B+Ayele&author=AW+Mosher&author=T+Gebre&author=F+Ayalew&publication_year=2012&hl=en']",,https://doi.org/10.1371/journal.pone.0033014, Endeshaw 2012c {published data only}  ,included,CD011431-bbs2-0015,
CD011431-bib-0016,"Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. ",Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centres in Northwest Ethiopia, PLoS One ,2012,7,    ,['citation-journal']," Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centres in Northwest Ethiopia.  PLoS One 2012;7(4):e33014.    Link to article     Google Scholar     ","['https://doi.org/10.1371/journal.pone.0033014', 'https://scholar.google.com/scholar_lookup?title=Performance+of+local+light+microscopy+and+the+ParaScreen+Pan/Pf+rapid+diagnostic+test+to+detect+malaria+in+health+centres+in+Northwest+Ethiopia+&author=T+Endeshaw&author=PM+Graves&author=B+Ayele&author=AW+Mosher&author=T+Gebre&author=F+Ayalew&publication_year=2012&hl=en']",,https://doi.org/10.1371/journal.pone.0033014, Endeshaw 2012d {published data only}  ,included,CD011431-bbs2-0016,
CD011431-bib-0017,"Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. ",Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centres in Northwest Ethiopia, PLoS One ,2012,7,    ,['citation-journal']," Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centres in Northwest Ethiopia.  PLoS One 2012;7(4):e33014.    Link to article     Google Scholar     ","['https://doi.org/10.1371/journal.pone.0033014', 'https://scholar.google.com/scholar_lookup?title=Performance+of+local+light+microscopy+and+the+ParaScreen+Pan/Pf+rapid+diagnostic+test+to+detect+malaria+in+health+centres+in+Northwest+Ethiopia+&author=T+Endeshaw&author=PM+Graves&author=B+Ayele&author=AW+Mosher&author=T+Gebre&author=F+Ayalew&publication_year=2012&hl=en']",,https://doi.org/10.1371/journal.pone.0033014, Endeshaw 2012e {published data only}  ,included,CD011431-bbs2-0017,
CD011431-bib-0018,"Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. ",Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centres in Northwest Ethiopia, PLoS One ,2012,7,    ,['citation-journal']," Endeshaw T, Graves PM, Ayele B, Mosher AW, Gebre T, Ayalew F, et al. Performance of local light microscopy and the ParaScreen Pan/Pf rapid diagnostic test to detect malaria in health centres in Northwest Ethiopia.  PLoS One 2012;7(4):e33014.    Link to article     Google Scholar     ","['https://doi.org/10.1371/journal.pone.0033014', 'https://scholar.google.com/scholar_lookup?title=Performance+of+local+light+microscopy+and+the+ParaScreen+Pan/Pf+rapid+diagnostic+test+to+detect+malaria+in+health+centres+in+Northwest+Ethiopia+&author=T+Endeshaw&author=PM+Graves&author=B+Ayele&author=AW+Mosher&author=T+Gebre&author=F+Ayalew&publication_year=2012&hl=en']",,https://doi.org/10.1371/journal.pone.0033014, Endeshaw 2012f {published data only}  ,included,CD011431-bbs2-0018,
