reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD012164-bib-0001,"Callini E, D'Angelo F, Colombo R, Vaghi M, Zorzoli C. ",Venous stasis ulcers: endoscopic treatment, Impegno Ospedaliero Sezione Scientifica ,2002,23,    ,['citation-journal']," Callini E, D'Angelo F, Colombo R, Vaghi M, Zorzoli C. Venous stasis ulcers: endoscopic treatment.  Impegno Ospedaliero Sezione Scientifica 2002;23(1‐2):9‐13. CENTRAL    Google Scholar     ","['', ""https://scholar.google.com/scholar_lookup?title=Venous+stasis+ulcers:+endoscopic+treatment&author=E+Callini&author=F+D'Angelo&author=R+Colombo&author=M+Vaghi&author=C+Zorzoli&publication_year=2002&hl=en""]",,, Callini 2002 {published data only}  ,included,CD012164-bbs2-0001,
CD012164-bib-0002,"Nelzen O, Fransson I. ",Early results from a randomized trial of saphenous surgery with or without subfascial endoscopic perforator surgery in patients with a venous ulcer, British Journal of Surgery ,2011,98,    ,['citation-journal']," Nelzen O, Fransson I. Early results from a randomized trial of saphenous surgery with or without subfascial endoscopic perforator surgery in patients with a venous ulcer.  British Journal of Surgery 2011;98(4):495‐500. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/21656715', 'https://scholar.google.com/scholar_lookup?title=Early+results+from+a+randomized+trial+of+saphenous+surgery+with+or+without+subfascial+endoscopic+perforator+surgery+in+patients+with+a+venous+ulcer+&author=O+Nelzen&author=I+Fransson&publication_year=2011&hl=en']",21656715,, Nelzen 2011 {published data only}  ,included,CD012164-bbs2-0002,
CD012164-bib-0003,"Pierik EG, Van Urk H, Hop WC, Wittens CH. ",Endoscopic versus open subfascial division of incompetent perforating veins in the treatment of venous leg ulceration: a randomized trial, Journal of Vascular Surgery ,1997,26,    ,['citation-journal']," Pierik EG, Van Urk H, Hop WC, Wittens CH. Endoscopic versus open subfascial division of incompetent perforating veins in the treatment of venous leg ulceration: a randomized trial.  Journal of Vascular Surgery 1997;26(6):1049‐54. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0741-5214(97)70019-3', 'https://www.ncbi.nlm.nih.gov/pubmed/9423722', 'https://scholar.google.com/scholar_lookup?title=Endoscopic+versus+open+subfascial+division+of+incompetent+perforating+veins+in+the+treatment+of+venous+leg+ulceration:+a+randomized+trial+&author=EG+Pierik&author=H+Urk&author=WC+Hop&author=CH+Wittens&publication_year=1997&hl=en']",9423722,https://doi.org/10.1016/S0741-5214(97)70019-3, Pierik 1997 {published data only}  ,included,CD012164-bbs2-0003,
CD012164-bib-0004,"Sybrandy JE, Van Gent WB, Pierik EG, Wittens CH. ",Endoscopic versus open subfascial division of incompetent perforating veins in the treatment of venous leg ulceration: long‐term follow‐up, Journal of Vascular Surgery ,2001,33,    ,['citation-journal']," Sybrandy JE, Van Gent WB, Pierik EG, Wittens CH. Endoscopic versus open subfascial division of incompetent perforating veins in the treatment of venous leg ulceration: long‐term follow‐up.  Journal of Vascular Surgery 2001;33(5):1028‐32. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1067/mva.2001.114812', 'https://www.ncbi.nlm.nih.gov/pubmed/11331845', 'https://scholar.google.com/scholar_lookup?title=Endoscopic+versus+open+subfascial+division+of+incompetent+perforating+veins+in+the+treatment+of+venous+leg+ulceration:+long‐term+follow‐up+&author=JE+Sybrandy&author=WB+Gent&author=EG+Pierik&author=CH+Wittens&publication_year=2001&hl=en']",11331845,https://doi.org/10.1067/mva.2001.114812, Pierik 1997 {published data only}  ,included,CD012164-bbs2-0003,
CD012164-bib-0005,"Van Gent WB, Hop WC, van Praag MC, Mackaay AJ, De Boer EM, Wittens CH. ","Conservative versus surgical treatment of venous leg ulcers: a prospective, randomized, multicenter trial", Journal of Vascular Surgery ,2006,44,    ,['citation-journal']," Van Gent WB, Hop WC, van Praag MC, Mackaay AJ, De Boer EM, Wittens CH. Conservative versus surgical treatment of venous leg ulcers: a prospective, randomized, multicenter trial.  Journal of Vascular Surgery 2006;44(3):563‐71. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.jvs.2006.04.053', 'https://www.ncbi.nlm.nih.gov/pubmed/16950434', 'https://scholar.google.com/scholar_lookup?title=Conservative+versus+surgical+treatment+of+venous+leg+ulcers:+a+prospective,+randomized,+multicenter+trial+&author=WB+Gent&author=WC+Hop&author=MC+Praag&author=AJ+Mackaay&author=EM+Boer&author=CH+Wittens&publication_year=2006&hl=en']",16950434,https://doi.org/10.1016/j.jvs.2006.04.053, Van Gent 2006 {published data only}  ,included,CD012164-bbs2-0004,
CD012164-bib-0006,"Wittens CH, Van Gent WB, Hop WC. ",Conservative versus surgical treatment of venous leg ulcers (Dutch SEPS trial), Phlebology/Venous Forum of the Royal Society of Medicine ,2004,19,    ,['citation-journal']," Wittens CH, Van Gent WB, Hop WC. Conservative versus surgical treatment of venous leg ulcers (Dutch SEPS trial).  Phlebology/Venous Forum of the Royal Society of Medicine 2004;19(3):157. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Conservative+versus+surgical+treatment+of+venous+leg+ulcers+(Dutch+SEPS+trial)&author=CH+Wittens&author=WB+Gent&author=WC+Hop&publication_year=2004&hl=en']",,, Van Gent 2006 {published data only}  ,included,CD012164-bbs2-0004,
CD012164-bib-0007,"Gan SJ, Qian SX, Zhang C, Mao JQ, Li K, Tang JQ. ",Combined subfascial endoscopic perforator surgery and endovenous laser treatment without impact on the great saphenous vein for management of lower‐extremity varicose veins, Chinese Medical Journal ,2013,126,    ,['citation-journal']," Gan SJ, Qian SX, Zhang C, Mao JQ, Li K, Tang JQ. Combined subfascial endoscopic perforator surgery and endovenous laser treatment without impact on the great saphenous vein for management of lower‐extremity varicose veins.  Chinese Medical Journal 2013;126(3):405‐8. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/23422097', 'https://scholar.google.com/scholar_lookup?title=Combined+subfascial+endoscopic+perforator+surgery+and+endovenous+laser+treatment+without+impact+on+the+great+saphenous+vein+for+management+of+lower‐extremity+varicose+veins+&author=SJ+Gan&author=SX+Qian&author=C+Zhang&author=JQ+Mao&author=K+Li&author=JQ+Tang&publication_year=2013&hl=en']",23422097,, Gan 2013 {published data only}  ,excluded,CD012164-bbs2-0005, Comparator was SEPS + EVLT vs no treatment; unable to isolate the effect of SEPS alone. 
CD012164-bib-0008,Gloviczki P. ,Subfascial endoscopic perforator vein surgery: indications and results, Vascular Medicine ,1999,4,    ,['citation-journal'], Gloviczki P. Subfascial endoscopic perforator vein surgery: indications and results.  Vascular Medicine 1999;4:178‐80. CENTRAL    Link to article     Google Scholar     ,"['', 'https://doi.org/10.1177/1358836X9900400308', 'https://scholar.google.com/scholar_lookup?title=Subfascial+endoscopic+perforator+vein+surgery:+indications+and+results&author=P+Gloviczki&publication_year=1999&hl=en']",,https://doi.org/10.1177/1358836X9900400308, Gloviczki 1999 {published data only}  ,excluded,CD012164-bbs2-0006," Systematic review, not an RCT "
CD012164-bib-0009,Gloviczki P. ,Surgical treatment of the superficial and perforating veins, Phlebology/Venous Forum of the Royal Society of Medicine ,2000,15,    ,['citation-journal'], Gloviczki P. Surgical treatment of the superficial and perforating veins.  Phlebology/Venous Forum of the Royal Society of Medicine 2000;15(3‐4):131‐6. CENTRAL    Google Scholar     ,"['', 'https://scholar.google.com/scholar_lookup?title=Surgical+treatment+of+the+superficial+and+perforating+veins&author=P+Gloviczki&publication_year=2000&hl=en']",,, Gloviczki 2000 {published data only}  ,excluded,CD012164-bbs2-0007, Not an RCT 
CD012164-bib-0010,"Jeanneret C, Fischer R, Chandler JG, Galeazzi RL, Jager KA. ",Great saphenous vein stripping with liberal use of subfascial endoscopic perforator vein surgery (SEPS), Annals of Vascular Surgery ,2003,17,    ,['citation-journal']," Jeanneret C, Fischer R, Chandler JG, Galeazzi RL, Jager KA. Great saphenous vein stripping with liberal use of subfascial endoscopic perforator vein surgery (SEPS).  Annals of Vascular Surgery 2003;17(5):539‐49. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s10016-003-0032-z', 'https://www.ncbi.nlm.nih.gov/pubmed/12958670', 'https://scholar.google.com/scholar_lookup?title=Great+saphenous+vein+stripping+with+liberal+use+of+subfascial+endoscopic+perforator+vein+surgery+(SEPS)+&author=C+Jeanneret&author=R+Fischer&author=JG+Chandler&author=RL+Galeazzi&author=KA+Jager&publication_year=2003&hl=en']",12958670,https://doi.org/10.1007/s10016-003-0032-z, Jeanneret 2003 {published data only}  ,excluded,CD012164-bbs2-0008, Not an RCT 
