reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD012668-bib-0001,"Baker J, Costa D, Guarino JM, Nygaard I. ",Comparison of mindfulness‐based stress reduction versus yoga on urinary urge incontinence: a randomized pilot study with 6‐month and 1‐year follow‐up visits, Female Pelvic Medicine & Reconstructive Surgery ,2014,20,    ,['citation-journal']," Baker J, Costa D, Guarino JM, Nygaard I. Comparison of mindfulness‐based stress reduction versus yoga on urinary urge incontinence: a randomized pilot study with 6‐month and 1‐year follow‐up visits.  Female Pelvic Medicine & Reconstructive Surgery 2014;20(3):141‐6. [sr‐incont60609; PUBMED: 24763155]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/SPV.0000000000000061', 'https://www.ncbi.nlm.nih.gov/pubmed/24763155', 'https://scholar.google.com/scholar_lookup?title=Comparison+of+mindfulness‐based+stress+reduction+versus+yoga+on+urinary+urge+incontinence:+a+randomized+pilot+study+with+6‐month+and+1‐year+follow‐up+visits+&author=J+Baker&author=D+Costa&author=JM+Guarino&author=I+Nygaard&publication_year=2014&hl=en']",24763155,https://doi.org/10.1097/SPV.0000000000000061, Baker 2014 {published and unpublished data}  ,included,CD012668-bbs2-0001,
CD012668-bib-0002,NCT01470560. ,Mindfulness‐based stress reduction techniques and yoga for treatment of urinary urge incontinence (MBSR‐Yoga),,,,   ,['citation-other'], NCT01470560. Mindfulness‐based stress reduction techniques and yoga for treatment of urinary urge incontinence (MBSR‐Yoga). clinicaltrials.gov/ct2/show/NCT01470560 (first received 11 November 2011). [sr‐incont49230]CENTRAL    ,[''],,, Baker 2014 {published and unpublished data}  ,included,CD012668-bbs2-0001,
CD012668-bib-0003,"Huang AJ, Chesney MA, Schembri M, Subak LL. ",Yoga to treat urinary incontinence in women: results of a pilot randomized trial, Female Pelvic Medicine & Reconstructive Surgery ,2013,19,    ,['citation-journal']," Huang AJ, Chesney MA, Schembri M, Subak LL. Yoga to treat urinary incontinence in women: results of a pilot randomized trial.  Female Pelvic Medicine & Reconstructive Surgery 2013;19(5 Suppl):S72‐3. [sr‐incont72783]CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Yoga+to+treat+urinary+incontinence+in+women:+results+of+a+pilot+randomized+trial&author=AJ+Huang&author=MA+Chesney&author=M+Schembri&author=LL+Subak&publication_year=2013&hl=en']",,, Huang 2014a {published data only}  ,included,CD012668-bbs2-0002,
CD012668-bib-0004,"Huang AJ, Jenny HE, Chesney MA, Schembri M, Subak LL. ",A group‐based yoga therapy intervention for urinary incontinence in women: a pilot randomized trial, Female Pelvic Medicine & Reconstructive Surgery ,2014,20,    ,['citation-journal']," Huang AJ, Jenny HE, Chesney MA, Schembri M, Subak LL. A group‐based yoga therapy intervention for urinary incontinence in women: a pilot randomized trial.  Female Pelvic Medicine & Reconstructive Surgery 2014;20(3):147‐54. [sr‐incont60608; PUBMED: 24763156]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/SPV.0000000000000072', 'https://www.ncbi.nlm.nih.gov/pubmed/24763156', 'https://scholar.google.com/scholar_lookup?title=A+group‐based+yoga+therapy+intervention+for+urinary+incontinence+in+women:+a+pilot+randomized+trial+&author=AJ+Huang&author=HE+Jenny&author=MA+Chesney&author=M+Schembri&author=LL+Subak&publication_year=2014&hl=en']",24763156,https://doi.org/10.1097/SPV.0000000000000072, Huang 2014a {published data only}  ,included,CD012668-bbs2-0002,
CD012668-bib-0005,"Huang AJ, Jenny HE, Chesney MA, Schembri M, Subak LL. ",Yoga for urinary incontinence in middle‐aged and older women: results of a pilot randomized trial, Journal of General Internal Medicine ,2014,29,    ,['citation-journal']," Huang AJ, Jenny HE, Chesney MA, Schembri M, Subak LL. Yoga for urinary incontinence in middle‐aged and older women: results of a pilot randomized trial.  Journal of General Internal Medicine 2014;29(1 Suppl):S261. [Abstract: Tracking ID #1926774; sr‐incont61847]CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Yoga+for+urinary+incontinence+in+middle‐aged+and+older+women:+results+of+a+pilot+randomized+trial+&author=AJ+Huang&author=HE+Jenny&author=MA+Chesney&author=M+Schembri&author=LL+Subak&publication_year=2014&hl=en']",,, Huang 2014a {published data only}  ,included,CD012668-bbs2-0002,
CD012668-bib-0006,"Jenny HE, Subak LL, Chesney MA, Schembri M, Huang AJ. ",Yoga for urinary incontinence in middle‐aged and older women: results of a pilot randomized trial, Journal of the American Geriatrics Society ,2014,62,    ,['citation-journal']," Jenny HE, Subak LL, Chesney MA, Schembri M, Huang AJ. Yoga for urinary incontinence in middle‐aged and older women: results of a pilot randomized trial.  Journal of the American Geriatrics Society 2014;62(Suppl s1):S98. [Abstract number B27; sr‐incont61850]CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Yoga+for+urinary+incontinence+in+middle‐aged+and+older+women:+results+of+a+pilot+randomized+trial+&author=HE+Jenny&author=LL+Subak&author=MA+Chesney&author=M+Schembri&author=AJ+Huang&publication_year=2014&hl=en']",,, Huang 2014a {published data only}  ,included,CD012668-bbs2-0002,
CD012668-bib-0007,NCT01672190. ,Lessening incontinence by learning yoga (LILY),,,,   ,['citation-other'], NCT01672190. Lessening incontinence by learning yoga (LILY). clinicaltrials.gov/ct2/show/NCT01672190 (first received 24 August 2012). [sr‐incont49228]CENTRAL    ,[''],,, Huang 2014a {published data only}  ,included,CD012668-bbs2-0002,
CD012668-bib-0008,"Burgio KL, Goode PS, Locher JL, Richter HE, Roth DL, Wright KC, et al. ",Predictors of outcome in the behavioral treatment of urinary incontinence in women, Obstetrics and Gynecology ,2003,102,    ,['citation-journal']," Burgio KL, Goode PS, Locher JL, Richter HE, Roth DL, Wright KC, et al. Predictors of outcome in the behavioral treatment of urinary incontinence in women.  Obstetrics and Gynecology 2003;102(5 Pt 1):940‐7. [sr‐incont17367; PUBMED: 14672467]CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/14672467', 'https://scholar.google.com/scholar_lookup?title=Predictors+of+outcome+in+the+behavioral+treatment+of+urinary+incontinence+in+women&author=KL+Burgio&author=PS+Goode&author=JL+Locher&author=HE+Richter&author=DL+Roth&author=KC+Wright&publication_year=2003&hl=en']",14672467,, Burgio 2003 {published data only}  ,excluded,CD012668-bbs2-0003, Not an intervention of interest 
CD012668-bib-0009,"Burgio KL, Goode PS, Richter HE, Locher JL, Roth DL. ",Global ratings of patient satisfaction and perceptions of improvement with treatment for urinary incontinence: validation of three global patient ratings, Neurourology and Urodynamics ,2006,25,    ,['citation-journal']," Burgio KL, Goode PS, Richter HE, Locher JL, Roth DL. Global ratings of patient satisfaction and perceptions of improvement with treatment for urinary incontinence: validation of three global patient ratings.  Neurourology and Urodynamics 2006;25(5):411‐7. [sr‐incont22346; PUBMED: 16652380]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1002/nau.20243', 'https://www.ncbi.nlm.nih.gov/pubmed/16652380', 'https://scholar.google.com/scholar_lookup?title=Global+ratings+of+patient+satisfaction+and+perceptions+of+improvement+with+treatment+for+urinary+incontinence:+validation+of+three+global+patient+ratings+&author=KL+Burgio&author=PS+Goode&author=HE+Richter&author=JL+Locher&author=DL+Roth&publication_year=2006&hl=en']",16652380,https://doi.org/10.1002/nau.20243, Burgio 2006 {published data only}  ,excluded,CD012668-bbs2-0004, Not an intervention of interest 
CD012668-bib-0010,"Felsted K, NCT03176901. ",Comparing approaches to treat older adult women's urge incontinence: pilot feasibility and randomized controlled trial (SHUW),,,,   ,['citation-other']," Felsted K, NCT03176901. Comparing approaches to treat older adult women's urge incontinence: pilot feasibility and randomized controlled trial (SHUW) [Comparing mindfulness‐based stress reduction with the health enhancement program in the treatment of urinary urge incontinence in older adult women: a pilot feasibility and randomized controlled trial]. clinicaltrials.gov/show/NCT03176901 (first received 6 June 2017). [NCT03176901; sr‐incont76187]CENTRAL    ",[''],,, Felsted 2017 {published data only}  ,excluded,CD012668-bbs2-0005, Not an intervention of interest 
