reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD012019-bib-0001,"Cho SH, Oh YJ, Nam A, Kim HY, Park JH, Kim JH, et al. ",Evaluation of serum and urinary angiogenic factors in patients with endometriosis,,2007,,    ,['citation-other']," Cho SH, Oh YJ, Nam A, Kim HY, Park JH, Kim JH, et al. Evaluation of serum and urinary angiogenic factors in patients with endometriosis. American Journal of Reproductive Immunology2007; Vol. 58, issue 6:497‐504. [DOI: 10.1111/j.1600‐0897.2007.00535.x; ISSN 1046‐7408]    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Evaluation+of+serum+and+urinary+angiogenic+factors+in+patients+with+endometriosis&author=SH+Cho&author=YJ+Oh&author=A+Nam&author=HY+Kim&author=JH+Park&author=JH+Kim&publication_year=2007&hl=en'],,, Cho 2007 {published data only}  ,included,CD012019-bbs2-0001,
CD012019-bib-0002,"Cho S, Choi YS, Yim SY, Yang HI, Jeon YE, Lee KE, et al. ",Urinary vitamin D‐binding protein is elevated in patients with endometriosis, Human Reproduction ,2012,27,    ,['citation-journal']," Cho S, Choi YS, Yim SY, Yang HI, Jeon YE, Lee KE, et al. Urinary vitamin D‐binding protein is elevated in patients with endometriosis.  Human Reproduction 2012;27(2):515‐22.    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1093/humrep/der345', 'https://www.ncbi.nlm.nih.gov/pubmed/22158084', 'https://scholar.google.com/scholar_lookup?title=Urinary+vitamin+D‐binding+protein+is+elevated+in+patients+with+endometriosis&author=S+Cho&author=YS+Choi&author=SY+Yim&author=HI+Yang&author=YE+Jeon&author=KE+Lee&publication_year=2012&hl=en']",22158084,https://doi.org/10.1093/humrep/der345, Cho 2012 {published data only}  ,included,CD012019-bbs2-0002,
CD012019-bib-0003,"El‐Kasti MM, Wright C, Fye HK, Roseman F, Kessler BM, Becker CM. ",Urinary peptide profiling identifies a panel of putative biomarkers for diagnosing and staging endometriosis,,2011,,    ,['citation-other']," El‐Kasti MM, Wright C, Fye HK, Roseman F, Kessler BM, Becker CM. Urinary peptide profiling identifies a panel of putative biomarkers for diagnosing and staging endometriosis. Fertility and Sterility2011; Vol. 95, issue 4:1261‐6. [DOI: 10.1016/j.fertnstert.2010.11.066; ISSN 1556‐5653]    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Urinary+peptide+profiling+identifies+a+panel+of+putative+biomarkers+for+diagnosing+and+staging+endometriosis+&author=MM+El‐Kasti&author=C+Wright&author=HK+Fye&author=F+Roseman&author=BM+Kessler&author=CM+Becker&publication_year=2011&hl=en'],,, El‐Kasti 2011 {published data only}  ,included,CD012019-bbs2-0003,
CD012019-bib-0004,"Kuessel L, Jaeger‐Lansky A, Pateisky P, Rossberg N, Schulz A, Schmitz AA, et al. ",Cytokeratin‐19 as a biomarker in urine and in serum for the diagnosis of endometriosis‐‐a prospective study,,2014,,    ,['citation-other']," Kuessel L, Jaeger‐Lansky A, Pateisky P, Rossberg N, Schulz A, Schmitz AA, et al. Cytokeratin‐19 as a biomarker in urine and in serum for the diagnosis of endometriosis‐‐a prospective study. Gynaecological Endocrinology2014; Vol. 30, issue 1:38‐41. [DOI: 10.3109/09513590.2013.856409; ISSN 1473‐0766]    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Cytokeratin‐19+as+a+biomarker+in+urine+and+in+serum+for+the+diagnosis+of+endometriosis‐‐a+prospective+study+&author=L+Kuessel&author=A+Jaeger‐Lansky&author=P+Pateisky&author=N+Rossberg&author=A+Schulz&author=AA+Schmitz&publication_year=2014&hl=en'],,, Kuessel 2014 {published data only}  ,included,CD012019-bbs2-0004,
CD012019-bib-0005,"Lessey BA, Savaris RF, Ali S, Brophy S, Tomazic‐Allen S, Chwalisz K. ",Diagnostic Accuracy of Urinary Cytokeratin 19 Fragment for Endometriosis,,,,; ISSN 1933‐7205 (Electronic)]   ,['citation-other']," Lessey BA, Savaris RF, Ali S, Brophy S, Tomazic‐Allen S, Chwalisz K. Diagnostic Accuracy of Urinary Cytokeratin 19 Fragment for Endometriosis. Reproductive Sciences 2014 Oct 08 [Epub ahead of print]. [DOI: 10.1177/1933719114553064; ISSN 1933‐7205 (Electronic)]    ",[],,, Lessey 2014 {published data only}  ,included,CD012019-bbs2-0005,
CD012019-bib-0006,"Potlog‐Nahari C, Stratton P, Winkel C, Widra z, Sinaii N, Connors S, et al. ",Urine vascular endothelial growth factor‐A is not a useful marker for endometriosis,,2004,,    ,['citation-other']," Potlog‐Nahari C, Stratton P, Winkel C, Widra z, Sinaii N, Connors S, et al. Urine vascular endothelial growth factor‐A is not a useful marker for endometriosis. Fertility and Sterility2004; Vol. 81, issue 6:1507‐12. [DOI: 10.1016/j.fertnstert.2003.10.040; ISSN 0015‐0282]    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Urine+vascular+endothelial+growth+factor‐A+is+not+a+useful+marker+for+endometriosis&author=C+Potlog‐Nahari&author=P+Stratton&author=C+Winkel&author=z+Widra&author=N+Sinaii&author=S+Connors&publication_year=2004&hl=en'],,, Potlog‐Naharia 2004 {published data only}  ,included,CD012019-bbs2-0006,
CD012019-bib-0007,"Wang L, Liu HY, Shi HH, Lang JH, Sun W. ",Urine peptide patterns for non‐invasive diagnosis of endometriosis:a preliminary prospective study, European Journal of Obstetrics & Gynecology and Reproductive Biology ,2014,177,    ,['citation-journal']," Wang L, Liu HY, Shi HH, Lang JH, Sun W. Urine peptide patterns for non‐invasive diagnosis of endometriosis:a preliminary prospective study.  European Journal of Obstetrics & Gynecology and Reproductive Biology 2014;177:23‐8. [DOI: 10.1016/j.ejogrb.2014.03.011; ISSN 1872‐7654 (Electronic)]    Link to article     Google Scholar     ","['https://doi.org/10.1016/j.ejogrb.2014.03.011', 'https://scholar.google.com/scholar_lookup?title=Urine+peptide+patterns+for+non‐invasive+diagnosis+of+endometriosis:a+preliminary+prospective+study+&author=L+Wang&author=HY+Liu&author=HH+Shi&author=JH+Lang&author=W+Sun&publication_year=2014&hl=en']",,https://doi.org/10.1016/j.ejogrb.2014.03.011, Wang 2014 {published data only}  ,included,CD012019-bbs2-0007,
CD012019-bib-0008,"Yun BH, Lee YS, Chon SJ, Jung YS, Yim SY, Kim HY, et al. ",Evaluation of elevated urinary enolase I levels in patients with endometriosis,,2014,,    ,['citation-other']," Yun BH, Lee YS, Chon SJ, Jung YS, Yim SY, Kim HY, et al. Evaluation of elevated urinary enolase I levels in patients with endometriosis. Biomarkers2014; Vol. 19, issue 1:16‐21. [DOI: 10.3109/1354750X.2013.863973; ISSN 1366‐5804]    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Evaluation+of+elevated+urinary+enolase+I+levels+in+patients+with+endometriosis&author=BH+Yun&author=YS+Lee&author=SJ+Chon&author=YS+Jung&author=SY+Yim&author=HY+Kim&publication_year=2014&hl=en'],,, Yun 2014 {published data only}  ,included,CD012019-bbs2-0008,
CD012019-bib-0009,Gjavotchanoff R. ,CYFRA 21‐1 in urine: a diagnostic marker for endometriosis?, International Journal of Women's Health ,2015,7,    ,['citation-journal'], Gjavotchanoff R. CYFRA 21‐1 in urine: a diagnostic marker for endometriosis?.  International Journal of Women's Health 2015;7:205.    Link to article     PubMed     Google Scholar     ,"['https://doi.org/10.2147/IJWH.S75288', 'https://www.ncbi.nlm.nih.gov/pubmed/25709504', 'https://scholar.google.com/scholar_lookup?title=CYFRA+21‐1+in+urine:+a+diagnostic+marker+for+endometriosis?&author=R+Gjavotchanoff&publication_year=2015&hl=en']",25709504,https://doi.org/10.2147/IJWH.S75288, Gjavotchanoff 2015 {published data only}  ,excluded,CD012019-bbs2-0009, Study design outside inclusion criteria (retrospective collection of samples); insufficient diagnostic test accuracy information (unable to construct 2 x 2 tables)  
CD012019-bib-0010,"Itoh H, Iwasaki M, Hanaoka T, Sasaki H, Tanaka T, Tsugane S. ",Urinary bisphenol‐A concentration in infertile Japanese women and its association with endometriosis: A cross‐sectional study, Environmental Health and Preventive Medicine ,2007,12,    ,['citation-journal']," Itoh H, Iwasaki M, Hanaoka T, Sasaki H, Tanaka T, Tsugane S. Urinary bisphenol‐A concentration in infertile Japanese women and its association with endometriosis: A cross‐sectional study.  Environmental Health and Preventive Medicine 2007;12(6):258‐64.    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1007/BF02898033', 'https://www.ncbi.nlm.nih.gov/pubmed/21432072', 'https://scholar.google.com/scholar_lookup?title=Urinary+bisphenol‐A+concentration+in+infertile+Japanese+women+and+its+association+with+endometriosis:+A+cross‐sectional+study+&author=H+Itoh&author=M+Iwasaki&author=T+Hanaoka&author=H+Sasaki&author=T+Tanaka&author=S+Tsugane&publication_year=2007&hl=en']",21432072,https://doi.org/10.1007/BF02898033, Itoh 2007 {published data only}  ,excluded,CD012019-bbs2-0010, Study question outside inclusion criteria (focus on environmental exposure and risk of endometriosis)  
