reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD009944-bib-0001,"Ahn HS,  Lee HJ,  Yoo MW,  Kim SG,  Im JP,  Kim SH,  et al. ","Diagnostic accuracy of T and N stages with endoscopy, stomach protocol CT, and endoscopic ultrasonography in early gastric cancer", Journal of Surgical Oncology ,2009,99,    ,['citation-journal']," Ahn HS,  Lee HJ,  Yoo MW,  Kim SG,  Im JP,  Kim SH,  et al. Diagnostic accuracy of T and N stages with endoscopy, stomach protocol CT, and endoscopic ultrasonography in early gastric cancer.  Journal of Surgical Oncology 2009;99(1):20‐7. [PUBMED: 18937292]    Google Scholar     ","['https://scholar.google.com/scholar_lookup?title=Diagnostic+accuracy+of+T+and+N+stages+with+endoscopy,\xa0stomach\xa0protocol+CT,+and+endoscopic+ultrasonography+in+early\xa0gastric+cancer+&author=+Ahn\xa0HS&author=HJ+\xa0Lee&author=MW+\xa0Yoo&author=SG+\xa0Kim&author=JP+\xa0Im&author=SH+\xa0Kim&author=al+\xa0et&publication_year=2009&hl=en']",18937292,, Ahn 2009 {published data only}  ,included,CD009944-bbs2-0001,
CD009944-bib-0002,"Akahoshi K,  Misawa T,  Fujishima H,  Chijiiwa Y,  Maruoka A,  Ohkubo A,  et al. ",Preoperative evaluation of gastric cancer by endoscopic ultrasound, Gut ,1991,32,    ,['citation-journal']," Akahoshi K,  Misawa T,  Fujishima H,  Chijiiwa Y,  Maruoka A,  Ohkubo A,  et al. Preoperative evaluation of gastric cancer by endoscopic ultrasound.  Gut 1991;32(5):479‐82. [PUBMED: 2040468]    Link to article     Google Scholar     ","['https://doi.org/10.1136/gut.32.5.479', 'https://scholar.google.com/scholar_lookup?title=Preoperative+evaluation+of\xa0gastric+cancer\xa0by+endoscopic\xa0ultrasound&author=+Akahoshi\xa0K&author=T+\xa0Misawa&author=H+\xa0Fujishima&author=Y+\xa0Chijiiwa&author=A+\xa0Maruoka&author=A+\xa0Ohkubo&author=al+\xa0et&publication_year=1991&hl=en']",2040468,https://doi.org/10.1136/gut.32.5.479, Akahoshi 1991 {published data only}  ,included,CD009944-bbs2-0002,
CD009944-bib-0003,"Akahoshi K,  Chijiwa Y,  Hamada S,  Sasaki I,  Nawata H,  Kabemura T, et al. ",Pretreatment staging of endoscopically early gastric cancer with a 15 MHz ultrasound catheter probe, Gastrointestinal Endoscopy ,1998,48,    ,['citation-journal']," Akahoshi K,  Chijiwa Y,  Hamada S,  Sasaki I,  Nawata H,  Kabemura T, et al. Pretreatment staging of endoscopically early gastric cancer with a 15 MHz ultrasound catheter probe.  Gastrointestinal Endoscopy 1998;48(5):470‐6. [PUBMED: 9831834]    Link to article     Google Scholar     ","['https://doi.org/10.1016/S0016-5107(98)70087-2', 'https://scholar.google.com/scholar_lookup?title=Pretreatment+staging+of+endoscopically+early\xa0gastric+cancer\xa0with+a+15+MHz+ultrasound+catheter+probe+&author=+Akahoshi\xa0K&author=Y+\xa0Chijiwa&author=S+\xa0Hamada&author=I+\xa0Sasaki&author=H+\xa0Nawata&author=T+\xa0Kabemura&publication_year=1998&hl=en']",9831834,https://doi.org/10.1016/S0016-5107(98)70087-2, Akahoshi 1998 {published data only}  ,included,CD009944-bbs2-0003,
CD009944-bib-0004,"Akashi K,  Yanai H,  Nishikawa J,  Satake M,  Fukagawa Y,  Okamoto T,  et al. ",Ulcerous change decreases the accuracy of endoscopic ultrasonography diagnosis for the invasive depth of early gastric cancer, International Journal of Gastrointestinal Cancer ,2006,37,    ,['citation-journal']," Akashi K,  Yanai H,  Nishikawa J,  Satake M,  Fukagawa Y,  Okamoto T,  et al. Ulcerous change decreases the accuracy of endoscopic ultrasonography diagnosis for the invasive depth of early gastric cancer.  International Journal of Gastrointestinal Cancer 2006;37(4):133‐8. [PUBMED: 18080789]    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Ulcerous+change+decreases+the+accuracy+of+endoscopic\xa0ultrasonography\xa0diagnosis+for+the+invasive+depth+of+early\xa0gastric+cancer+&author=+Akashi\xa0K&author=H+\xa0Yanai&author=J+\xa0Nishikawa&author=M+\xa0Satake&author=Y+\xa0Fukagawa&author=T+\xa0Okamoto&author=al+\xa0et&publication_year=2006&hl=en'],18080789,, Akashi 2006 {published data only}  ,included,CD009944-bbs2-0004,
CD009944-bib-0005,"Ang TL, Ng TM, Fock KM, Teo EK. ",Accuracy of endoscopic ultrasound staging of gastric cancer in routine clinical practice in Singapore, Chinese Journal of Digestive Diseases ,2006,7,    ,['citation-journal']," Ang TL, Ng TM, Fock KM, Teo EK. Accuracy of endoscopic ultrasound staging of gastric cancer in routine clinical practice in Singapore.  Chinese Journal of Digestive Diseases 2006;7(4):191‐6. [PUBMED: 17054580]    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Accuracy+of+endoscopic\xa0ultrasound\xa0staging+of\xa0gastric+cancer\xa0in+routine+clinical+practice+in+Singapore+&author=+Ang\xa0TL&author=TM+Ng&author=KM+Fock&author=EK+Teo&publication_year=2006&hl=en'],17054580,, Ang 2006 {published data only}  ,included,CD009944-bbs2-0005,
CD009944-bib-0006,"Arocena MG,  Barturen A,  Bujanda L,  Casado O,  Ramírez MM,  Oleagoitia JM,  et al. ",MRI and endoscopic ultrasonography in the staging of gastric cancer, Revista Espanola de Enfermedades Digestivas ,2006,98,    ,['citation-journal']," Arocena MG,  Barturen A,  Bujanda L,  Casado O,  Ramírez MM,  Oleagoitia JM,  et al. MRI and endoscopic ultrasonography in the staging of gastric cancer.  Revista Espanola de Enfermedades Digestivas 2006;98(8):582‐90. [PUBMED: 17048994]    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=MRI+and+endoscopic\xa0ultrasonography\xa0in+the+staging+of\xa0gastric+cancer&author=+Arocena\xa0MG&author=A+\xa0Barturen&author=L+\xa0Bujanda&author=O+\xa0Casado&author=MM+\xa0Ramírez&author=JM+\xa0Oleagoitia&author=al+\xa0et&publication_year=2006&hl=en'],17048994,, Arocena 2006 {published data only}  ,included,CD009944-bbs2-0006,
CD009944-bib-0007,"Barbour AP,  Rizk NP,  Gerdes H,  Bains MS,  Rusch VW,  Brennan MF,  et al. ",Endoscopic ultrasound predicts outcomes for patients with adenocarcinoma of the gastroesophageal junction, Journal of the American College of Surgeons ,2007,205,    ,['citation-journal']," Barbour AP,  Rizk NP,  Gerdes H,  Bains MS,  Rusch VW,  Brennan MF,  et al. Endoscopic ultrasound predicts outcomes for patients with adenocarcinoma of the gastroesophageal junction.  Journal of the American College of Surgeons 2007;205(4):593‐601. [PUBMED: 17903735]    Link to article     Google Scholar     ","['https://doi.org/10.1016/j.jamcollsurg.2007.05.010', 'https://scholar.google.com/scholar_lookup?title=Endoscopic\xa0ultrasound\xa0predicts+outcomes+for+patients+with+adenocarcinoma+of+the+gastroesophageal+junction+&author=+Barbour\xa0AP&author=NP+\xa0Rizk&author=H+\xa0Gerdes&author=MS+\xa0Bains&author=VW+\xa0Rusch&author=MF+\xa0Brennan&author=al+\xa0et&publication_year=2007&hl=en']",17903735,https://doi.org/10.1016/j.jamcollsurg.2007.05.010, Barbour 2007 {published data only}  ,included,CD009944-bbs2-0007,
CD009944-bib-0008,"Bentrem D, Gerdes H, Tang L, Brennan M, Coit D. ",Clinical correlation of endoscopic ultrasonography with pathologic stage and outcome in patients undergoing curative resection for gastric cancer, Annals of Surgical Oncology ,2007,14,    ,['citation-journal']," Bentrem D, Gerdes H, Tang L, Brennan M, Coit D. Clinical correlation of endoscopic ultrasonography with pathologic stage and outcome in patients undergoing curative resection for gastric cancer.  Annals of Surgical Oncology 2007;14(6):1853‐9. [PUBMED: 17357856]    Link to article     Google Scholar     ","['https://doi.org/10.1245/s10434-006-9037-5', 'https://scholar.google.com/scholar_lookup?title=Clinical+correlation+of+endoscopic\xa0ultrasonography\xa0with+pathologic+stage+and+outcome+in+patients+undergoing+curative+resection+for\xa0gastric+cancer+&author=+Bentrem\xa0D&author=H+Gerdes&author=L+Tang&author=M+Brennan&author=D+Coit&publication_year=2007&hl=en']",17357856,https://doi.org/10.1245/s10434-006-9037-5, Bentrem 2007 {published data only}  ,included,CD009944-bbs2-0008,
CD009944-bib-0009,"Bhandari S,  Shim CS,  Kim JH,  Jung IS,  Cho JY,  Lee JS,  et al. ","Usefulness of three‐dimensional, multidetector row CT (virtual gastroscopy and multiplanar reconstruction) in the evaluation of gastric cancer: a comparison with conventional endoscopy,EUS, and histopathology", Gastrointestinal Endoscopy ,2004,59,    ,['citation-journal']," Bhandari S,  Shim CS,  Kim JH,  Jung IS,  Cho JY,  Lee JS,  et al. Usefulness of three‐dimensional, multidetector row CT (virtual gastroscopy and multiplanar reconstruction) in the evaluation of gastric cancer: a comparison with conventional endoscopy,EUS, and histopathology.  Gastrointestinal Endoscopy 2004;59(6):619‐26. [PUBMED: 15114303]    Link to article     Google Scholar     ","['https://doi.org/10.1016/S0016-5107(04)00169-5', 'https://scholar.google.com/scholar_lookup?title=Usefulness+of+three‐dimensional,+multidetector+row+CT+(virtual+gastroscopy+and+multiplanar+reconstruction)+in+the+evaluation+of\xa0gastric+cancer:+a+comparison+with+conventional+endoscopy,EUS,+and+histopathology+&author=+Bhandari\xa0S&author=CS+\xa0Shim&author=JH+\xa0Kim&author=IS+\xa0Jung&author=JY+\xa0Cho&author=JS+\xa0Lee&author=al+\xa0et&publication_year=2004&hl=en']",15114303,https://doi.org/10.1016/S0016-5107(04)00169-5, Bhandari 2004 {published data only}  ,included,CD009944-bbs2-0009,
CD009944-bib-0010,"Blackshaw G,  Lewis WG,  Hopper AN,  Morgan MA,  Al‐Khyatt W,  Edwards P,  et al. ","Prospective comparison of endosonography, computed tomography, and histopathological stage of junctional oesophagogastric cancer", Clinical Radiology ,2008,63,    ,['citation-journal']," Blackshaw G,  Lewis WG,  Hopper AN,  Morgan MA,  Al‐Khyatt W,  Edwards P,  et al. Prospective comparison of endosonography, computed tomography, and histopathological stage of junctional oesophagogastric cancer.  Clinical Radiology 2008;63(10):1092‐8. [PUBMED: 18774355]    Link to article     Google Scholar     ","['https://doi.org/10.1016/j.crad.2008.04.006', 'https://scholar.google.com/scholar_lookup?title=Prospective+comparison+of+endosonography,+computed+tomography,+and+histopathological+stage+of+junctional+oesophagogastric\xa0cancer+&author=+Blackshaw\xa0G&author=WG+\xa0Lewis&author=AN+\xa0Hopper&author=MA+\xa0Morgan&author=W+\xa0Al‐Khyatt&author=P+\xa0Edwards&author=al+\xa0et&publication_year=2008&hl=en']",18774355,https://doi.org/10.1016/j.crad.2008.04.006, Blackshaw 2008 {published data only}  ,included,CD009944-bbs2-0010,
