reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD012567-bib-0001,"Alessi A, Martinelli F, Padovano B, Serafini G, Lorusso D, Lorenzoni A, et al. ",FDG‐PET/CT to predict optimal primary cytoreductive surgery in patients with advanced ovarian cancer: preliminary results, Tumori ,2016,102,    ,['citation-journal']," Alessi A, Martinelli F, Padovano B, Serafini G, Lorusso D, Lorenzoni A, et al. FDG‐PET/CT to predict optimal primary cytoreductive surgery in patients with advanced ovarian cancer: preliminary results.  Tumori 2016;102:103‐7. [DOI: 10.5301/tj.5000396]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.5301/tj.5000396', 'https://www.ncbi.nlm.nih.gov/pubmed/26350201', 'https://scholar.google.com/scholar_lookup?title=FDG‐PET/CT+to+predict+optimal+primary+cytoreductive+surgery+in+patients+with+advanced+ovarian+cancer:+preliminary+results+&author=A+Alessi&author=F+Martinelli&author=B+Padovano&author=G+Serafini&author=D+Lorusso&author=A+Lorenzoni&publication_year=2016&hl=en']",26350201,https://doi.org/10.5301/tj.5000396, Alessi 2016 {published data only}  ,included,CD012567-bbs2-0001,
CD012567-bib-0002,"Espada M, Garcia‐Flores JR, Jimenez M, Alvarez‐Moreno E, De Haro M, Gonzalez‐Cortijo L, et al. ",Diffusion‐weighted magnetic resonance imaging evaluation of intra‐abdominal sites of implants to predict likelihood of suboptimal cytoreductive surgery in patients with ovarian carcinoma, European Radiology ,2013,23,    ,['citation-journal']," Espada M, Garcia‐Flores JR, Jimenez M, Alvarez‐Moreno E, De Haro M, Gonzalez‐Cortijo L, et al. Diffusion‐weighted magnetic resonance imaging evaluation of intra‐abdominal sites of implants to predict likelihood of suboptimal cytoreductive surgery in patients with ovarian carcinoma.  European Radiology 2013;23:2636‐42. [DOI: 10.1007/s00330‐013‐2837‐7]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s00330-013-2837-7', 'https://www.ncbi.nlm.nih.gov/pubmed/23604800', 'https://scholar.google.com/scholar_lookup?title=Diffusion‐weighted+magnetic+resonance+imaging+evaluation+of+intra‐abdominal+sites+of+implants+to+predict+likelihood+of+suboptimal+cytoreductive+surgery+in+patients+with+ovarian+carcinoma+&author=M+Espada&author=JR+Garcia‐Flores&author=M+Jimenez&author=E+Alvarez‐Moreno&author=M+Haro&author=L+Gonzalez‐Cortijo&publication_year=2013&hl=en']",23604800,https://doi.org/10.1007/s00330-013-2837-7, Espada 2013 {published data only}  ,included,CD012567-bbs2-0002,
CD012567-bib-0003,"Forstner R, Hricak H, Occhipinti KA, Powell CB, Frankel SD, Stern JL. ",Ovarian cancer: staging with CT and MR imaging, Radiology ,1995,197,    ,['citation-journal']," Forstner R, Hricak H, Occhipinti KA, Powell CB, Frankel SD, Stern JL. Ovarian cancer: staging with CT and MR imaging.  Radiology 1995;197:619‐26. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1148/radiology.197.3.7480729', 'https://www.ncbi.nlm.nih.gov/pubmed/7480729', 'https://scholar.google.com/scholar_lookup?title=Ovarian+cancer:+staging+with+CT+and+MR+imaging&author=R+Forstner&author=H+Hricak&author=KA+Occhipinti&author=CB+Powell&author=SD+Frankel&author=JL+Stern&publication_year=1995&hl=en']",7480729,https://doi.org/10.1148/radiology.197.3.7480729, Forstner 1995 {published data only}  ,included,CD012567-bbs2-0003,
CD012567-bib-0004,"Michielsen K, Dresen R, Vanslembrouck R, De Keyzer F, Amant F, Mussen E, et al. ",Diagnostic value of whole body diffusion‐weighted MRI compared to computed tomography for pre‐operative assessment of patients suspected for ovarian cancer, European Journal of Cancer ,2017,83,    ,['citation-journal']," Michielsen K, Dresen R, Vanslembrouck R, De Keyzer F, Amant F, Mussen E, et al. Diagnostic value of whole body diffusion‐weighted MRI compared to computed tomography for pre‐operative assessment of patients suspected for ovarian cancer.  European Journal of Cancer 2017;83:88‐98. [PUBMED: 28734146]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ejca.2017.06.010', 'https://www.ncbi.nlm.nih.gov/pubmed/28734146', 'https://scholar.google.com/scholar_lookup?title=Diagnostic+value+of+whole+body+diffusion‐weighted+MRI+compared+to+computed+tomography+for+pre‐operative+assessment+of+patients+suspected+for+ovarian+cancer+&author=K+Michielsen&author=R+Dresen&author=R+Vanslembrouck&author=F+Keyzer&author=F+Amant&author=E+Mussen&publication_year=2017&hl=en']",28734146,https://doi.org/10.1016/j.ejca.2017.06.010, Michielsen 2017 {published data only}  ,included,CD012567-bbs2-0004,
CD012567-bib-0005,"Shim SH, Lee SJ, Kim SO, Kim SN, Kim DY, Lee JJ, et al. ",Nomogram for predicting incomplete cytoreduction in advanced ovarian cancer patients, Gynecologic Oncology ,2015,136,    ,['citation-journal']," Shim SH, Lee SJ, Kim SO, Kim SN, Kim DY, Lee JJ, et al. Nomogram for predicting incomplete cytoreduction in advanced ovarian cancer patients.  Gynecologic Oncology 2015;136:30‐6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ygyno.2014.11.004', 'https://www.ncbi.nlm.nih.gov/pubmed/25448457', 'https://scholar.google.com/scholar_lookup?title=Nomogram+for+predicting+incomplete+cytoreduction+in+advanced+ovarian+cancer+patients&author=SH+Shim&author=SJ+Lee&author=SO+Kim&author=SN+Kim&author=DY+Kim&author=JJ+Lee&publication_year=2015&hl=en']",25448457,https://doi.org/10.1016/j.ygyno.2014.11.004, Shim 2015 {published data only}  ,included,CD012567-bbs2-0005,
CD012567-bib-0006,"Cotton F, Pellet O, Gilly FN, Granier A, Sournac L, Glehen O. ",MRI evaluation of bulky tumor masses in the mesentery and bladder involvement in peritoneal carcinomatosis, European Journal of Surgical Oncology ,2006,32,    ,['citation-journal']," Cotton F, Pellet O, Gilly FN, Granier A, Sournac L, Glehen O. MRI evaluation of bulky tumor masses in the mesentery and bladder involvement in peritoneal carcinomatosis.  European Journal of Surgical Oncology 2006;32(10):1212‐6. [PUBMED: 16762527]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ejso.2006.04.013', 'https://www.ncbi.nlm.nih.gov/pubmed/16762527', 'https://scholar.google.com/scholar_lookup?title=MRI+evaluation+of+bulky+tumor+masses+in+the+mesentery+and+bladder+involvement+in+peritoneal+carcinomatosis+&author=F+Cotton&author=O+Pellet&author=FN+Gilly&author=A+Granier&author=L+Sournac&author=O+Glehen&publication_year=2006&hl=en']",16762527,https://doi.org/10.1016/j.ejso.2006.04.013, Cotton 2006 {published data only}  ,excluded,CD012567-bbs2-0006," Other target condition. In patients with peritoneal carcinomatosis, MRI was used to evaluate tumour masses in the mesentery and bladder involvement.  "
CD012567-bib-0007,"Lopez‐Lopez V, Cascales‐Campos PA, Gil J, Frutos L, Andrade RJ, Fuster‐Quinonero M, et al. ","Use of (18)F‐FDG PET/CT in the preoperative evaluation of patients diagnosed with peritoneal carcinomatosis of ovarian origin, candidates to cytoreduction and hipec. A pending issue", European Journal of Radiology ,2016,85,    ,['citation-journal']," Lopez‐Lopez V, Cascales‐Campos PA, Gil J, Frutos L, Andrade RJ, Fuster‐Quinonero M, et al. Use of (18)F‐FDG PET/CT in the preoperative evaluation of patients diagnosed with peritoneal carcinomatosis of ovarian origin, candidates to cytoreduction and hipec. A pending issue.  European Journal of Radiology 2016;85(10):1824‐8. [PUBMED: 27666623]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ejrad.2016.08.006', 'https://www.ncbi.nlm.nih.gov/pubmed/27666623', 'https://scholar.google.com/scholar_lookup?title=Use+of+(18)F‐FDG+PET/CT+in+the+preoperative+evaluation+of+patients+diagnosed+with+peritoneal+carcinomatosis+of+ovarian+origin,+candidates+to+cytoreduction+and+hipec.+A+pending+issue+&author=V+Lopez‐Lopez&author=PA+Cascales‐Campos&author=J+Gil&author=L+Frutos&author=RJ+Andrade&author=M+Fuster‐Quinonero&publication_year=2016&hl=en']",27666623,https://doi.org/10.1016/j.ejrad.2016.08.006, Lopez‐Lopez 2016 {published data only}  ,excluded,CD012567-bbs2-0007," Study population: only one patient received primary debulking surgery after preoperative evaluation by PET‐CT.  Also, Peritoneal Carcinomatosis Index was used as target condition instead of the completeness of debulking surgery.  "
CD012567-bib-0008,"Low RN, Barone RM. ",Combined diffusion‐weighted and gadolinium‐enhanced MRI can accurately predict the peritoneal cancer index preoperatively in patients being considered for cytoreductive surgical procedures, Annals of Surgical Oncology ,2012,19,    ,['citation-journal']," Low RN, Barone RM. Combined diffusion‐weighted and gadolinium‐enhanced MRI can accurately predict the peritoneal cancer index preoperatively in patients being considered for cytoreductive surgical procedures.  Annals of Surgical Oncology 2012;19(5):1394‐401. [PUBMED: 22302265]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1245/s10434-012-2236-3', 'https://www.ncbi.nlm.nih.gov/pubmed/22302265', 'https://scholar.google.com/scholar_lookup?title=Combined+diffusion‐weighted+and+gadolinium‐enhanced+MRI+can+accurately+predict+the+peritoneal+cancer+index+preoperatively+in+patients+being+considered+for+cytoreductive+surgical+procedures+&author=RN+Low&author=RM+Barone&publication_year=2012&hl=en']",22302265,https://doi.org/10.1245/s10434-012-2236-3, Low 2012 {published data only}  ,excluded,CD012567-bbs2-0008," Other target condition. MRI was used to predict Peritoneal Cancer Index in patients being considered for cytoreductive surgery, of whom 5 were diagnosed with ovarian cancer.  "
CD012567-bib-0009,"Pfannenberg C, Konigsrainer I, Aschoff P, Oksuz MO, Zieker D, Beckert S, et al. ",(18)F‐FDG‐PET/CT to select patients with peritoneal carcinomatosis for cytoreductive surgery and hyperthermic intraperitoneal chemotherapy, Annals of Surgical Oncology ,2009,16,    ,['citation-journal']," Pfannenberg C, Konigsrainer I, Aschoff P, Oksuz MO, Zieker D, Beckert S, et al. (18)F‐FDG‐PET/CT to select patients with peritoneal carcinomatosis for cytoreductive surgery and hyperthermic intraperitoneal chemotherapy.  Annals of Surgical Oncology 2009;16(5):1295‐303. [PUBMED: 19252950]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1245/s10434-009-0387-7', 'https://www.ncbi.nlm.nih.gov/pubmed/19252950', 'https://scholar.google.com/scholar_lookup?title=(18)F‐FDG‐PET/CT+to+select+patients+with+peritoneal+carcinomatosis+for+cytoreductive+surgery+and+hyperthermic+intraperitoneal+chemotherapy+&author=C+Pfannenberg&author=I+Konigsrainer&author=P+Aschoff&author=MO+Oksuz&author=D+Zieker&author=S+Beckert&publication_year=2009&hl=en']",19252950,https://doi.org/10.1245/s10434-009-0387-7, Pfannenberg 2009 {published data only}  ,excluded,CD012567-bbs2-0009," Other target condition. Peritoneal Cancer Index was estimated using PET‐CT to select patients for cytoreductive surgery or hyperthermic intraperitoneal chemotherapy, of whom 7 were diagnosed with ovarian cancer.  "
CD012567-bib-0010,"Qayyum A, Coakley FV, Westphalen AC, Hricak H, Okuno WT, Powell B. ",Role of CT and MR imaging in predicting optimal cytoreduction of newly diagnosed primary epithelial ovarian cancer, Gynecologic Oncology ,2005,96,    ,['citation-journal']," Qayyum A, Coakley FV, Westphalen AC, Hricak H, Okuno WT, Powell B. Role of CT and MR imaging in predicting optimal cytoreduction of newly diagnosed primary epithelial ovarian cancer.  Gynecologic Oncology 2005;96(2):301‐6. [PUBMED: 15661212]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ygyno.2004.06.054', 'https://www.ncbi.nlm.nih.gov/pubmed/15661212', 'https://scholar.google.com/scholar_lookup?title=Role+of+CT+and+MR+imaging+in+predicting+optimal+cytoreduction+of+newly+diagnosed+primary+epithelial+ovarian+cancer+&author=A+Qayyum&author=FV+Coakley&author=AC+Westphalen&author=H+Hricak&author=WT+Okuno&author=B+Powell&publication_year=2005&hl=en']",15661212,https://doi.org/10.1016/j.ygyno.2004.06.054, Qayyum 2005 {published data only}  ,excluded,CD012567-bbs2-0010, Required data could not be extracted from the published article and was not provided by study authors.  
CD012567-bib-0011,"Risum S, Hogdall C, Loft A, Berthelsen AK, Hogdall E, Nedergaard L, et al. ",Prediction of suboptimal primary cytoreduction in primary ovarian cancer with combined positron emission tomography/computed tomography ‐ a prospective study, Gynecologic Oncology ,2008,108,    ,['citation-journal']," Risum S, Hogdall C, Loft A, Berthelsen AK, Hogdall E, Nedergaard L, et al. Prediction of suboptimal primary cytoreduction in primary ovarian cancer with combined positron emission tomography/computed tomography ‐ a prospective study.  Gynecologic Oncology 2008;108:265‐70. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.ygyno.2007.11.002', 'https://www.ncbi.nlm.nih.gov/pubmed/18055006', 'https://scholar.google.com/scholar_lookup?title=Prediction+of+suboptimal+primary+cytoreduction+in+primary+ovarian+cancer+with+combined+positron+emission+tomography/computed+tomography+‐+a+prospective+study+&author=S+Risum&author=C+Hogdall&author=A+Loft&author=AK+Berthelsen&author=E+Hogdall&author=L+Nedergaard&publication_year=2008&hl=en']",18055006,https://doi.org/10.1016/j.ygyno.2007.11.002, Risum 2008 {published data only}  ,excluded,CD012567-bbs2-0011, Not a diagnostic test accuracy study 
CD012567-bib-0012,"Risum S, Loft A, Hogdall C, Berthelsen AK, Hogdall E, Lundvall L, et al. ",Standardized FDG uptake as a prognostic variable and as a predictor of incomplete cytoreduction in primary advanced ovarian cancer, Acta Oncologica ,2011,50,    ,['citation-journal']," Risum S, Loft A, Hogdall C, Berthelsen AK, Hogdall E, Lundvall L, et al. Standardized FDG uptake as a prognostic variable and as a predictor of incomplete cytoreduction in primary advanced ovarian cancer.  Acta Oncologica 2011;50(3):415‐9. [PUBMED: 20698810]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.3109/0284186X.2010.500296', 'https://www.ncbi.nlm.nih.gov/pubmed/20698810', 'https://scholar.google.com/scholar_lookup?title=Standardized+FDG+uptake+as+a+prognostic+variable+and+as+a+predictor+of+incomplete+cytoreduction+in+primary+advanced+ovarian+cancer+&author=S+Risum&author=A+Loft&author=C+Hogdall&author=AK+Berthelsen&author=E+Hogdall&author=L+Lundvall&publication_year=2011&hl=en']",20698810,https://doi.org/10.3109/0284186X.2010.500296, Risum 2011 {published data only}  ,excluded,CD012567-bbs2-0012, Not a diagnostic test accuracy study 
CD012567-bib-0013,"Baker TR, Piver MS, Hempling RE. ","Long term survival by cytoreductive surgery to less than 1 cm, induction weekly cisplatin and monthly cisplatin, doxorubicin, and cyclophosphamide therapy in advanced ovarian adenocarcinoma", Cancer ,1994,74,    ,['citation-journal']," Baker TR, Piver MS, Hempling RE. Long term survival by cytoreductive surgery to less than 1 cm, induction weekly cisplatin and monthly cisplatin, doxorubicin, and cyclophosphamide therapy in advanced ovarian adenocarcinoma.  Cancer 1994;74(2):656‐63. [PUBMED: 8033045]    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1002/1097-0142(19940715)74:2<656::AID-CNCR2820740218>3.0.CO;2-6', 'https://www.ncbi.nlm.nih.gov/pubmed/8033045', 'https://scholar.google.com/scholar_lookup?title=Long+term+survival+by+cytoreductive+surgery+to+less+than+1+cm,+induction+weekly+cisplatin+and+monthly+cisplatin,+doxorubicin,+and+cyclophosphamide+therapy+in+advanced+ovarian+adenocarcinoma+&author=TR+Baker&author=MS+Piver&author=RE+Hempling&publication_year=1994&hl=en']",8033045,https://doi.org/10.1002/1097-0142(19940715)74:2<656::AID-CNCR2820740218>3.0.CO;2-6, Baker 1994 ,additional,CD012567-bbs2-0013,
CD012567-bib-0014,"Beynon R, Leeflang MM, McDonald S, Eisinga A, Mitchell RL, Whiting P, et al. ",Search strategies to identify diagnostic accuracy studies in MEDLINE and EMBASE, Cochrane Database of Systematic Reviews ,2013,,    ,['citation-journal']," Beynon R, Leeflang MM, McDonald S, Eisinga A, Mitchell RL, Whiting P, et al. Search strategies to identify diagnostic accuracy studies in MEDLINE and EMBASE.  Cochrane Database of Systematic Reviews 2013, Issue 9. [DOI: 10.1002/14651858.MR000022.pub3; PUBMED: 24022476]    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1002/14651858.MR000022.pub3', 'https://www.ncbi.nlm.nih.gov/pubmed/24022476', 'https://scholar.google.com/scholar_lookup?title=Search+strategies+to+identify+diagnostic+accuracy+studies+in+MEDLINE+and+EMBASE&author=R+Beynon&author=MM+Leeflang&author=S+McDonald&author=A+Eisinga&author=RL+Mitchell&author=P+Whiting&publication_year=2013&hl=en']",24022476,https://doi.org/10.1002/14651858.MR000022.pub3, Beynon 2013 ,additional,CD012567-bbs2-0014,
CD012567-bib-0015,"Borley J, Wilhelm‐Benartzi C, Yazbek J, Williamson R, Bharwani N, Stewart V, et al. ",Radiological predictors of cytoreductive outcomes in patients with advanced ovarian cancer, British Journal of Obstetrics and Gynaecology ,2015,122,    ,['citation-journal']," Borley J, Wilhelm‐Benartzi C, Yazbek J, Williamson R, Bharwani N, Stewart V, et al. Radiological predictors of cytoreductive outcomes in patients with advanced ovarian cancer.  British Journal of Obstetrics and Gynaecology 2015;122(6):843‐9.    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1111/1471-0528.12992', 'https://www.ncbi.nlm.nih.gov/pubmed/25132394', 'https://scholar.google.com/scholar_lookup?title=Radiological+predictors+of+cytoreductive+outcomes+in+patients+with+advanced+ovarian+cancer+&author=J+Borley&author=C+Wilhelm‐Benartzi&author=J+Yazbek&author=R+Williamson&author=N+Bharwani&author=V+Stewart&publication_year=2015&hl=en']",25132394,https://doi.org/10.1111/1471-0528.12992, Borley 2015 ,additional,CD012567-bbs2-0015,
CD012567-bib-0016,"Bristow RE, Tomacruz RS, Armstrong DK, Trimble EL, Montz FJ. ",Survival effect of maximal cytoreductive surgery for advanced ovarian carcinoma during the platinum era: a meta‐analysis, Journal of Clinical Oncology ,2002,20,    ,['citation-journal']," Bristow RE, Tomacruz RS, Armstrong DK, Trimble EL, Montz FJ. Survival effect of maximal cytoreductive surgery for advanced ovarian carcinoma during the platinum era: a meta‐analysis.  Journal of Clinical Oncology 2002;20(5):1248‐59.    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1200/JCO.2002.20.5.1248', 'https://www.ncbi.nlm.nih.gov/pubmed/11870167', 'https://scholar.google.com/scholar_lookup?title=Survival+effect+of+maximal+cytoreductive+surgery+for+advanced+ovarian+carcinoma+during+the+platinum+era:+a+meta‐analysis+&author=RE+Bristow&author=RS+Tomacruz&author=DK+Armstrong&author=EL+Trimble&author=FJ+Montz&publication_year=2002&hl=en']",11870167,https://doi.org/10.1200/JCO.2002.20.5.1248, Bristow 2002 ,additional,CD012567-bbs2-0016,
CD012567-bib-0017,"Deeks JJ, Bossuyt PM, Gatsonis C, (editors). ","Cochrane Handbook for Systematic Reviews of Diagnostic Test Accuracy Version 1.0.0. The Cochrane Collaboration, 2013",,2013,,    ,['citation-other']," Deeks JJ, Bossuyt PM, Gatsonis C, (editors). Cochrane Handbook for Systematic Reviews of Diagnostic Test Accuracy Version 1.0.0. The Cochrane Collaboration, 2013. Available from srdta.cochrane.org/2013.    Google Scholar     ","['https://scholar.google.com/scholar_lookup?title=Cochrane+Handbook+for+Systematic+Reviews+of+Diagnostic+Test+Accuracy+Version+1.0.0.+The+Cochrane+Collaboration,+2013+&author=JJ+Deeks&author=PM+Bossuyt&author=C+Gatsonis&author=+(editors)&publication_year=2013&hl=en']",,, Deeks 2013 ,additional,CD012567-bbs2-0017,
CD012567-bib-0018,"Du Bois A, Reuss A, Pujade‐Lauraine E, Harter P, Ray‐Coquard I, Pfisterer J, Arbeitsgemeinschaft Gynaekologische Onkologie Studiengruppe Ovarialkarzinom (AGO‐OVAR) and the Groupe d'Investigateurs Nationaux Pour les Etudes des Cancers de l'Ovaire (GINECO). ",Role of surgical outcome as prognostic factor in advanced epithelial ovarian cancer: a combined exploratory analysis of 3 prospectively randomized phase 3 multicenter trials, Cancer ,2009,115,    ,['citation-journal']," Du Bois A, Reuss A, Pujade‐Lauraine E, Harter P, Ray‐Coquard I, Pfisterer J, Arbeitsgemeinschaft Gynaekologische Onkologie Studiengruppe Ovarialkarzinom (AGO‐OVAR) and the Groupe d'Investigateurs Nationaux Pour les Etudes des Cancers de l'Ovaire (GINECO). Role of surgical outcome as prognostic factor in advanced epithelial ovarian cancer: a combined exploratory analysis of 3 prospectively randomized phase 3 multicenter trials.  Cancer 2009;115(6):1234‐44. [PUBMED: 19189349]    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1002/cncr.24149', 'https://www.ncbi.nlm.nih.gov/pubmed/19189349', 'https://scholar.google.com/scholar_lookup?title=Role+of+surgical+outcome+as+prognostic+factor+in+advanced+epithelial+ovarian+cancer:+a+combined+exploratory+analysis+of+3+prospectively+randomized+phase+3+multicenter+trials+&author=A+DuBois&author=A+Reuss&author=E+Pujade‐Lauraine&author=P+Harter&author=I+Ray‐Coquard&author=J+Pfisterer&publication_year=2009&hl=en']",19189349,https://doi.org/10.1002/cncr.24149, Du Bois 2009 ,additional,CD012567-bbs2-0018,
CD012567-bib-0019,"Earle CC, Schrag D, Neville BA, Yabroff KR, Topor M, Fahey A, et al. ",Effect of surgeon specialty on processes of care and outcomes for ovarian cancer patients, Journal of the National Cancer Institute ,2006,98,    ,['citation-journal']," Earle CC, Schrag D, Neville BA, Yabroff KR, Topor M, Fahey A, et al. Effect of surgeon specialty on processes of care and outcomes for ovarian cancer patients.  Journal of the National Cancer Institute 2006;98(3):172‐80.    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1093/jnci/djj019', 'https://www.ncbi.nlm.nih.gov/pubmed/16449677', 'https://scholar.google.com/scholar_lookup?title=Effect+of+surgeon+specialty+on+processes+of+care+and+outcomes+for+ovarian+cancer+patients&author=CC+Earle&author=D+Schrag&author=BA+Neville&author=KR+Yabroff&author=M+Topor&author=A+Fahey&publication_year=2006&hl=en']",16449677,https://doi.org/10.1093/jnci/djj019, Earle 2006 ,additional,CD012567-bbs2-0019,
CD012567-bib-0020,"Elattar A, Bryant A, Winter‐Roach BA, Hatem M, Naik R. ",Optimal primary surgical treatment for advanced epithelial ovarian cancer, Cochrane Database of Systematic Reviews ,2011,,    ,['citation-journal']," Elattar A, Bryant A, Winter‐Roach BA, Hatem M, Naik R. Optimal primary surgical treatment for advanced epithelial ovarian cancer.  Cochrane Database of Systematic Reviews 2011, Issue 8. [DOI: 10.1002/14651858.CD007565.pub2]    Link to article     PubMed     Google Scholar     ","['https://doi.org/10.1002/14651858.CD007565.pub2', 'https://www.ncbi.nlm.nih.gov/pubmed/21833960', 'https://scholar.google.com/scholar_lookup?title=Optimal+primary+surgical+treatment+for+advanced+epithelial+ovarian+cancer&author=A+Elattar&author=A+Bryant&author=BA+Winter‐Roach&author=M+Hatem&author=R+Naik&publication_year=2011&hl=en']",21833960,https://doi.org/10.1002/14651858.CD007565.pub2, Elattar 2011 ,additional,CD012567-bbs2-0020,
CD012567-bib-0021,"Ferlay J, Soerjomataram I, Ervik M, Dikshit R, Eser S, Mathers C, et al. ","GLOBOCAN 2012 v1.0, Cancer Incidence and Mortality Worldwide: IARC CancerBase No. 11",,,,. globocan.iarc.fr (accessed 27 May 2015).   ,['citation-other']," Ferlay J, Soerjomataram I, Ervik M, Dikshit R, Eser S, Mathers C, et al. GLOBOCAN 2012 v1.0, Cancer Incidence and Mortality Worldwide: IARC CancerBase No. 11. globocan.iarc.fr (accessed 27 May 2015).    ",[],,, Ferlay 2012 ,additional,CD012567-bbs2-0021,
