reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD012930-bib-0001,"Asai K, Hirata K, Hashimoto S, Fukuchi Y, Kitawaki T, Ikeda K, et al. ",Efficacy and safety of indacaterol/glycopyrronium in Japanese patients with COPD: pooled analysis of SHINE and ARISE, Respiratory Investigation ,2016,54,    ,['citation-journal']," Asai K, Hirata K, Hashimoto S, Fukuchi Y, Kitawaki T, Ikeda K, et al. Efficacy and safety of indacaterol/glycopyrronium in Japanese patients with COPD: pooled analysis of SHINE and ARISE.  Respiratory Investigation 2016;54(6):428‐35. [2212‐5353]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.resinv.2016.06.006', 'https://www.ncbi.nlm.nih.gov/pubmed/27886854', 'https://scholar.google.com/scholar_lookup?title=Efficacy+and+safety+of+indacaterol/glycopyrronium+in+Japanese+patients+with+COPD:+pooled+analysis+of+SHINE+and+ARISE+&author=K+Asai&author=K+Hirata&author=S+Hashimoto&author=Y+Fukuchi&author=T+Kitawaki&author=K+Ikeda&publication_year=2016&hl=en']",27886854,https://doi.org/10.1016/j.resinv.2016.06.006, Bateman 2013 {published data only}  ,included,CD012930-bbs2-0001,
CD012930-bib-0002,"Barnes N, Bateman E, Gallagher N, Green Y, Horton R, Henley M, et al. ","QVA149 once daily provides superior bronchodilation versus indacaterol, glycopyrronium, tiotropium and placebo: the SHINE study",,2012,,    ,['citation-other']," Barnes N, Bateman E, Gallagher N, Green Y, Horton R, Henley M, et al. QVA149 once daily provides superior bronchodilation versus indacaterol, glycopyrronium, tiotropium and placebo: the SHINE study. Thorax2012; Vol. 67:A147 [P192]. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=QVA149+once+daily+provides+superior+bronchodilation+versus+indacaterol,+glycopyrronium,+tiotropium+and+placebo:+the+SHINE+study+&author=N+Barnes&author=E+Bateman&author=N+Gallagher&author=Y+Green&author=R+Horton&author=M+Henley&publication_year=2012&hl=en']",,, Bateman 2013 {published data only}  ,included,CD012930-bbs2-0001,
CD012930-bib-0003,"Bateman E, Ferguson GT, Barnes N, Gallagher N, Green Y, Horton R, et al. ","Benefits of dual bronchodilation with QVA149 once daily versus placebo, indacaterol, NVA237 and tiotropium in patients with COPD: the SHINE study",,2012,,    ,['citation-other']," Bateman E, Ferguson GT, Barnes N, Gallagher N, Green Y, Horton R, et al. Benefits of dual bronchodilation with QVA149 once daily versus placebo, indacaterol, NVA237 and tiotropium in patients with COPD: the SHINE study. European Respiratory Journal. 2012; Vol. 40:509s [2810]. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Benefits+of+dual+bronchodilation+with+QVA149+once+daily+versus+placebo,+indacaterol,+NVA237+and+tiotropium+in+patients+with+COPD:+the+SHINE+study+&author=E+Bateman&author=GT+Ferguson&author=N+Barnes&author=N+Gallagher&author=Y+Green&author=R+Horton&publication_year=2012&hl=en']",,, Bateman 2013 {published data only}  ,included,CD012930-bbs2-0001,
CD012930-bib-0004,"Bateman ED, Ferguson GT, Barnes N, Gallagher N, Green Y, Henley M, et al. ",Dual bronchodilation with QVA149 versus single bronchodilator therapy: the SHINE study, European Respiratory Journal ,2013,42,    ,['citation-journal']," Bateman ED, Ferguson GT, Barnes N, Gallagher N, Green Y, Henley M, et al. Dual bronchodilation with QVA149 versus single bronchodilator therapy: the SHINE study.  European Respiratory Journal 2013;42(6):1484‐94. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1183/09031936.00200212', 'https://www.ncbi.nlm.nih.gov/pubmed/23722616', 'https://scholar.google.com/scholar_lookup?title=Dual+bronchodilation+with+QVA149+versus+single+bronchodilator+therapy:+the+SHINE+study&author=ED+Bateman&author=GT+Ferguson&author=N+Barnes&author=N+Gallagher&author=Y+Green&author=M+Henley&publication_year=2013&hl=en']",23722616,https://doi.org/10.1183/09031936.00200212, Bateman 2013 {published data only}  ,included,CD012930-bbs2-0001,
CD012930-bib-0005,"Bateman ED, Welte T, Hashimoto S, Gallagher N, Green Y, Horton R, et al. ",Dual bronchodilation with once‐daily QVA149 provides superior bronchodilation compared to its mono‐components and tiotropium in all subgroups of patients with COPD: the shine study, American Journal of Respiratory and Critical Care Medicine ,2013,187,    ,['citation-journal']," Bateman ED, Welte T, Hashimoto S, Gallagher N, Green Y, Horton R, et al. Dual bronchodilation with once‐daily QVA149 provides superior bronchodilation compared to its mono‐components and tiotropium in all subgroups of patients with COPD: the shine study.  American Journal of Respiratory and Critical Care Medicine 2013;187:A4263. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Dual+bronchodilation+with+once‐daily+QVA149+provides+superior+bronchodilation+compared+to+its+mono‐components+and+tiotropium+in+all+subgroups+of+patients+with+COPD:+the+shine+study+&author=ED+Bateman&author=T+Welte&author=S+Hashimoto&author=N+Gallagher&author=Y+Green&author=R+Horton&publication_year=2013&hl=en']",,, Bateman 2013 {published data only}  ,included,CD012930-bbs2-0001,
CD012930-bib-0006,CQVA149A2303. ,"A 26‐week treatment, multi‐center, randomized, double‐blind, parallel‐group, placebo and active controlled (open label) study to assess the efficacy, safety and tolerability of QVA149 (110/50 μg q.d.) in patients with moderate to severe chronic obstructive pulmonary disease (COPD)",,,,   ,['citation-other']," CQVA149A2303. A 26‐week treatment, multi‐center, randomized, double‐blind, parallel‐group, placebo and active controlled (open label) study to assess the efficacy, safety and tolerability of QVA149 (110/50 μg q.d.) in patients with moderate to severe chronic obstructive pulmonary disease (COPD). www.novctrd.com/ctrdWebApp/clinicaltrialrepository/ (first received 21 September 2010). CENTRAL    ",[''],,, Bateman 2013 {published data only}  ,included,CD012930-bbs2-0001,
CD012930-bib-0007,"Chapman K, Bateman E, Gallagher N, Hu H, Banerji D. ","Once‐daily QVA149 improves lung function, dyspnea, and health status independent of disease severity and prior medications: the shine study", Chest ,2014,145,    ,['citation-journal']," Chapman K, Bateman E, Gallagher N, Hu H, Banerji D. Once‐daily QVA149 improves lung function, dyspnea, and health status independent of disease severity and prior medications: the shine study.  Chest 2014;145:3. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1378/chest.1813585', 'https://scholar.google.com/scholar_lookup?title=Once‐daily+QVA149+improves+lung+function,+dyspnea,+and+health+status+independent+of+disease+severity+and+prior+medications:+the+shine+study+&author=K+Chapman&author=E+Bateman&author=N+Gallagher&author=H+Hu&author=D+Banerji&publication_year=2014&hl=en']",,https://doi.org/10.1378/chest.1813585, Bateman 2013 {published data only}  ,included,CD012930-bbs2-0001,
CD012930-bib-0008,"Chapman KR, Bateman ED, Gallagher N, Hu H, Banerji D. ","QVA149 once daily improves lung function, dyspnoea and health status independent of prior medications and disease severity: the SHINE study", Thorax ,2013,68,    ,['citation-journal']," Chapman KR, Bateman ED, Gallagher N, Hu H, Banerji D. QVA149 once daily improves lung function, dyspnoea and health status independent of prior medications and disease severity: the SHINE study.  Thorax 2013;68:A182 [P234]. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1136/thoraxjnl-2013-204457.386', 'https://scholar.google.com/scholar_lookup?title=QVA149+once+daily+improves+lung+function,+dyspnoea+and+health+status+independent+of+prior+medications+and+disease+severity:+the+SHINE+study+&author=KR+Chapman&author=ED+Bateman&author=N+Gallagher&author=H+Hu&author=D+Banerji&publication_year=2013&hl=en']",,https://doi.org/10.1136/thoraxjnl-2013-204457.386, Bateman 2013 {published data only}  ,included,CD012930-bbs2-0001,
CD012930-bib-0009,"Chapman KR, Bateman ED, Gallagher N, Hu H, Kim HJ, Banerji D. ","Once‐daily QVA149 improves lung function, dyspnea and health status regardless of disease severity and prior medications: the SHINE study", Respirology ,2013,18,    ,['citation-journal']," Chapman KR, Bateman ED, Gallagher N, Hu H, Kim HJ, Banerji D. Once‐daily QVA149 improves lung function, dyspnea and health status regardless of disease severity and prior medications: the SHINE study.  Respirology 2013;18:31 [OS100]. [1323‐7799]CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Once‐daily+QVA149+improves+lung+function,+dyspnea+and+health+status+regardless+of+disease+severity+and+prior+medications:+the+SHINE+study+&author=KR+Chapman&author=ED+Bateman&author=N+Gallagher&author=H+Hu&author=HJ+Kim&author=D+Banerji&publication_year=2013&hl=en']",,, Bateman 2013 {published data only}  ,included,CD012930-bbs2-0001,
CD012930-bib-0010,"Frith P, Thompson P, Wark P, Lindstrom S, Bateman E. ","Benefits of dual bronchodilation with QVA149 once daily versus placebo, indacaterol, NVA237 and tiotropium in patients with COPD: the Shine study", Respirology ,2013,18,    ,['citation-journal']," Frith P, Thompson P, Wark P, Lindstrom S, Bateman E. Benefits of dual bronchodilation with QVA149 once daily versus placebo, indacaterol, NVA237 and tiotropium in patients with COPD: the Shine study.  Respirology 2013;18:20 [O041]. [1323‐7799]CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Benefits+of+dual+bronchodilation+with+QVA149+once+daily+versus+placebo,+indacaterol,+NVA237+and+tiotropium+in+patients+with+COPD:+the+Shine+study+&author=P+Frith&author=P+Thompson&author=P+Wark&author=S+Lindstrom&author=E+Bateman&publication_year=2013&hl=en']",,, Bateman 2013 {published data only}  ,included,CD012930-bbs2-0001,
