reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD006468-bib-0001,"Bern MM, Lokich JJ, Wallach SR, Bothe A, Benotti PN, Arkin CF, et al. ",Very low doses of warfarin can prevent thrombosis in central venous catheters. A randomized prospective trial, Annals of Internal Medicine ,1990,112,    ,['citation-journal']," Bern MM, Lokich JJ, Wallach SR, Bothe A, Benotti PN, Arkin CF, et al. Very low doses of warfarin can prevent thrombosis in central venous catheters. A randomized prospective trial.  Annals of Internal Medicine 1990;112(6):423‐8. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.7326/0003-4819-76-3-112-6-423', 'https://www.ncbi.nlm.nih.gov/pubmed/2178534', 'https://scholar.google.com/scholar_lookup?title=Very+low+doses+of+warfarin+can+prevent+thrombosis+in+central+venous+catheters.+A+randomized+prospective+trial+&author=MM+Bern&author=JJ+Lokich&author=SR+Wallach&author=A+Bothe&author=PN+Benotti&author=CF+Arkin&publication_year=1990&hl=en']",2178534,https://doi.org/10.7326/0003-4819-76-3-112-6-423, Bern 1990 {published data only}  ,included,CD006468-bbs2-0001,
CD006468-bib-0002,"Bern MM, Lokich JJ, Wallach SR, Huberman M, Tangen O. ",Very low‐dose warfarin prevents thrombosis in central vein catheters, ASCO Annual Meeting Proceedings ,1986,5,    ,['citation-journal']," Bern MM, Lokich JJ, Wallach SR, Huberman M, Tangen O. Very low‐dose warfarin prevents thrombosis in central vein catheters.  ASCO Annual Meeting Proceedings 1986;5:254. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Very+low‐dose+warfarin+prevents+thrombosis+in+central+vein+catheters&author=MM+Bern&author=JJ+Lokich&author=SR+Wallach&author=M+Huberman&author=O+Tangen&publication_year=1986&hl=en']",,, Bern 1990 {published data only}  ,included,CD006468-bbs2-0001,
CD006468-bib-0003,"Anderson D, Goodyear M, Burnell M, Dolan S, Wasi P, Barnes D, et al. ",A randomized double‐blind placebo controlled study of low dose warfarin for the prevention of symptomatic central venous catheter‐associated thrombosis in patients with cancer, Journal of thrombosis and haemostasis : JTH ,2003,,    ,['citation-journal']," Anderson D, Goodyear M, Burnell M, Dolan S, Wasi P, Barnes D, et al. A randomized double‐blind placebo controlled study of low dose warfarin for the prevention of symptomatic central venous catheter‐associated thrombosis in patients with cancer.  Journal of thrombosis and haemostasis : JTH 2003:P198. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1111/j.1538-7836.2003.tb05632.x', 'https://scholar.google.com/scholar_lookup?title=A+randomized+double‐blind+placebo+controlled+study+of+low+dose+warfarin+for+the+prevention+of+symptomatic+central+venous+catheter‐associated+thrombosis+in+patients+with+cancer+&author=D+Anderson&author=M+Goodyear&author=M+Burnell&author=S+Dolan&author=P+Wasi&author=D+Barnes&publication_year=2003&hl=en']",,https://doi.org/10.1111/j.1538-7836.2003.tb05632.x, Couban 2005 {published data only}  ,included,CD006468-bbs2-0002,
CD006468-bib-0004,"Couban S, Goodyear M, Burnell M, Dolan S, Wasi P, Barnes D, et al. ",Randomized placebo‐controlled study of low‐dose warfarin for the prevention of central venous catheter‐associated thrombosis in patients with cancer, Journal of Clinical Oncology ,2005,23,    ,['citation-journal']," Couban S, Goodyear M, Burnell M, Dolan S, Wasi P, Barnes D, et al. Randomized placebo‐controlled study of low‐dose warfarin for the prevention of central venous catheter‐associated thrombosis in patients with cancer.  Journal of Clinical Oncology 2005;23(18):4063‐9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1200/JCO.2005.10.192', 'https://www.ncbi.nlm.nih.gov/pubmed/15767639', 'https://scholar.google.com/scholar_lookup?title=Randomized+placebo‐controlled+study+of+low‐dose+warfarin+for+the+prevention+of+central+venous+catheter‐associated+thrombosis+in+patients+with+cancer+&author=S+Couban&author=M+Goodyear&author=M+Burnell&author=S+Dolan&author=P+Wasi&author=D+Barnes&publication_year=2005&hl=en']",15767639,https://doi.org/10.1200/JCO.2005.10.192, Couban 2005 {published data only}  ,included,CD006468-bbs2-0002,
CD006468-bib-0005,"Couban S, Goodyear M, Burnell M, Dolan S, Wasi P, Macleod D, et al. ",A randomized double‐blind placebo‐controlled study of low dose warfarin for the prevention of symptomatic central venous catheter‐associated thrombosis in patients with cancer," Blood, American Society of Hematology 44th Annual Meeting ",2002,100,    ,['citation-journal']," Couban S, Goodyear M, Burnell M, Dolan S, Wasi P, Macleod D, et al. A randomized double‐blind placebo‐controlled study of low dose warfarin for the prevention of symptomatic central venous catheter‐associated thrombosis in patients with cancer.  Blood, American Society of Hematology 44th Annual Meeting 2002;100(11):703. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=A+randomized+double‐blind+placebo‐controlled+study+of+low+dose+warfarin+for+the+prevention+of+symptomatic+central+venous+catheter‐associated+thrombosis+in+patients+with+cancer+&author=S+Couban&author=M+Goodyear&author=M+Burnell&author=S+Dolan&author=P+Wasi&author=D+Macleod&publication_year=2002&hl=en']",,, Couban 2005 {published data only}  ,included,CD006468-bbs2-0002,
CD006468-bib-0006,"De Cicco M, Matovic M, Balestreri L, Steffan A, Pacenzia R, Malafronte M, et al. ",Early and short‐term acenocumarine or dalteparin for the prevention of central vein catheter‐related thrombosis in cancer patients: a randomized controlled study based on serial venographies, Annals of Oncology ,2009,20,    ,['citation-journal']," De Cicco M, Matovic M, Balestreri L, Steffan A, Pacenzia R, Malafronte M, et al. Early and short‐term acenocumarine or dalteparin for the prevention of central vein catheter‐related thrombosis in cancer patients: a randomized controlled study based on serial venographies.  Annals of Oncology 2009;20(12):1936‐42. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1093/annonc/mdp235', 'https://www.ncbi.nlm.nih.gov/pubmed/19567452', 'https://scholar.google.com/scholar_lookup?title=Early+and+short‐term+acenocumarine+or+dalteparin+for+the+prevention+of+central+vein+catheter‐related+thrombosis+in+cancer+patients:+a+randomized+controlled+study+based+on+serial+venographies+&author=M+Cicco&author=M+Matovic&author=L+Balestreri&author=A+Steffan&author=R+Pacenzia&author=M+Malafronte&publication_year=2009&hl=en']",19567452,https://doi.org/10.1093/annonc/mdp235, De Cicco 2009 {published data only}  ,included,CD006468-bbs2-0003,
CD006468-bib-0007,"De Cicco M, Matovic M, Pacenzia R, Fantin D, Caserta M, Bortolussi R, et al. ",Short‐term acenocumarine (A) or dalteparine (D) for the prevention of central venous catheter‐related thrombosis (CVCrT) in cancer patients. A randomized controlled study based on serial venographies, Journal of Clinical Oncology ,2006,24 Suppl,    ,['citation-journal']," De Cicco M, Matovic M, Pacenzia R, Fantin D, Caserta M, Bortolussi R, et al. Short‐term acenocumarine (A) or dalteparine (D) for the prevention of central venous catheter‐related thrombosis (CVCrT) in cancer patients. A randomized controlled study based on serial venographies.  Journal of Clinical Oncology 2006;24 Suppl:18. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1200/jco.2006.24.18_suppl.8549', 'https://scholar.google.com/scholar_lookup?title=Short‐term+acenocumarine+(A)+or+dalteparine+(D)+for+the+prevention+of+central+venous+catheter‐related+thrombosis+(CVCrT)+in+cancer+patients.+A+randomized+controlled+study+based+on+serial+venographies+&author=M+Cicco&author=M+Matovic&author=R+Pacenzia&author=D+Fantin&author=M+Caserta&author=R+Bortolussi&publication_year=2006&hl=en']",,https://doi.org/10.1200/jco.2006.24.18_suppl.8549, De Cicco 2009 {published data only}  ,included,CD006468-bbs2-0003,
CD006468-bib-0008,"Heaton DC, Hyan DY, Inder A. ",Minidose (1mg) warfarin as prophylaxis for central vein catheter thrombosis, Internal Medicine Journal ,2002,32,    ,['citation-journal']," Heaton DC, Hyan DY, Inder A. Minidose (1mg) warfarin as prophylaxis for central vein catheter thrombosis.  Internal Medicine Journal 2002;32:84‐8. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1046/j.1445-5994.2002.00171.x', 'https://www.ncbi.nlm.nih.gov/pubmed/11885848', 'https://scholar.google.com/scholar_lookup?title=Minidose+(1mg)+warfarin+as+prophylaxis+for+central+vein+catheter+thrombosis&author=DC+Heaton&author=DY+Hyan&author=A+Inder&publication_year=2002&hl=en']",11885848,https://doi.org/10.1046/j.1445-5994.2002.00171.x, Heaton 2002 {published data only}  ,included,CD006468-bbs2-0004,
CD006468-bib-0009,"Karthaus M, Kretzschmar A, Kroning H, Biakhov M, Irwin D, Marschner N, et al. ","Dalteparin for prevention of catheter‐related complications in cancer patients with central venous catheters: final results of a double‐blind, placebo‐controlled phase III trial", Annals of Oncology ,2006,17,    ,['citation-journal']," Karthaus M, Kretzschmar A, Kroning H, Biakhov M, Irwin D, Marschner N, et al. Dalteparin for prevention of catheter‐related complications in cancer patients with central venous catheters: final results of a double‐blind, placebo‐controlled phase III trial.  Annals of Oncology 2006;17(2):289‐96. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1093/annonc/mdj059', 'https://www.ncbi.nlm.nih.gov/pubmed/16317012', 'https://scholar.google.com/scholar_lookup?title=Dalteparin+for+prevention+of+catheter‐related+complications+in+cancer+patients+with+central+venous+catheters:+final+results+of+a+double‐blind,+placebo‐controlled+phase+III+trial+&author=M+Karthaus&author=A+Kretzschmar&author=H+Kroning&author=M+Biakhov&author=D+Irwin&author=N+Marschner&publication_year=2006&hl=en']",16317012,https://doi.org/10.1093/annonc/mdj059, Karthaus 2006 {published data only}  ,included,CD006468-bbs2-0005,
CD006468-bib-0010,"Reichardt P, Kretzschmar A, Biakhov M, Irwin D, Slabber C, Miller L, et al. ","A phase III randomized, double‐blind, placebo‐controlled study evaluating the efficacy and safety of daily low‐molecular‐weight heparin (dalteparin sodium, Fragmin) in preventing catheter‐related complications (CRCs) in cancer patients with central venous catheters (CVCs)", Journal of Clinical Oncology ,2002,21,    ,['citation-journal']," Reichardt P, Kretzschmar A, Biakhov M, Irwin D, Slabber C, Miller L, et al. A phase III randomized, double‐blind, placebo‐controlled study evaluating the efficacy and safety of daily low‐molecular‐weight heparin (dalteparin sodium, Fragmin) in preventing catheter‐related complications (CRCs) in cancer patients with central venous catheters (CVCs).  Journal of Clinical Oncology 2002;21:1474. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=A+phase+III+randomized,+double‐blind,+placebo‐controlled+study+evaluating+the+efficacy+and+safety+of+daily+low‐molecular‐weight+heparin+(dalteparin+sodium,+Fragmin)+in+preventing+catheter‐related+complications+(CRCs)+in+cancer+patients+with+central+venous+catheters+(CVCs)+&author=P+Reichardt&author=A+Kretzschmar&author=M+Biakhov&author=D+Irwin&author=C+Slabber&author=L+Miller&publication_year=2002&hl=en']",,, Karthaus 2006 {published data only}  ,included,CD006468-bbs2-0005,
