reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD011053-bib-0001,"Bajc M, Olsson B, Gottsater A, Hindorf C, Jogi J. ",V/P SPECT as a diagnostic tool for pregnant women with suspected pulmonary embolism, European Journal of Nuclear Medicine and Molecular Imaging ,2015,42,    ,['citation-journal']," Bajc M, Olsson B, Gottsater A, Hindorf C, Jogi J. V/P SPECT as a diagnostic tool for pregnant women with suspected pulmonary embolism.  European Journal of Nuclear Medicine and Molecular Imaging 2015;42(8):1325‐30. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s00259-015-3056-z', 'https://www.ncbi.nlm.nih.gov/pubmed/25916742', 'https://scholar.google.com/scholar_lookup?title=V/P+SPECT+as+a+diagnostic+tool+for+pregnant+women+with+suspected+pulmonary+embolism&author=M+Bajc&author=B+Olsson&author=A+Gottsater&author=C+Hindorf&author=J+Jogi&publication_year=2015&hl=en']",25916742,https://doi.org/10.1007/s00259-015-3056-z, Bajc 2015 {published data only}  ,included,CD011053-bbs2-0001,
CD011053-bib-0002,"Bourjeily G, Khalil H, Raker C, Martin S, Auger P, Chalhoub M, et al. ",Outcomes of negative multidetector computed tomography with pulmonary angiography in pregnant women suspected of pulmonary embolism, Lung ,2012,190,    ,['citation-journal']," Bourjeily G, Khalil H, Raker C, Martin S, Auger P, Chalhoub M, et al. Outcomes of negative multidetector computed tomography with pulmonary angiography in pregnant women suspected of pulmonary embolism.  Lung 2012;190(1):105‐11. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s00408-011-9329-9', 'https://www.ncbi.nlm.nih.gov/pubmed/22006654', 'https://scholar.google.com/scholar_lookup?title=Outcomes+of+negative+multidetector+computed+tomography+with+pulmonary+angiography+in+pregnant+women+suspected+of+pulmonary+embolism+&author=G+Bourjeily&author=H+Khalil&author=C+Raker&author=S+Martin&author=P+Auger&author=M+Chalhoub&publication_year=2012&hl=en']",22006654,https://doi.org/10.1007/s00408-011-9329-9, Bourjeily 2012 {published data only}  ,included,CD011053-bbs2-0002,
CD011053-bib-0003,"Browne AM, Cronin CG, NiMhuircheartaigh J, Donagh C, Morrison JJ, Lohan DG, et al. ",Evaluation of imaging quality of pulmonary 64‐MDCT angiography in pregnancy and puerperium, American Journal of Roentgenology ,2014,202,    ,['citation-journal']," Browne AM, Cronin CG, NiMhuircheartaigh J, Donagh C, Morrison JJ, Lohan DG, et al. Evaluation of imaging quality of pulmonary 64‐MDCT angiography in pregnancy and puerperium.  American Journal of Roentgenology 2014;202(1):60‐4. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.2214/AJR.12.9917', 'https://www.ncbi.nlm.nih.gov/pubmed/24370129', 'https://scholar.google.com/scholar_lookup?title=Evaluation+of+imaging+quality+of+pulmonary+64‐MDCT+angiography+in+pregnancy+and+puerperium&author=AM+Browne&author=CG+Cronin&author=J+NiMhuircheartaigh&author=C+Donagh&author=JJ+Morrison&author=DG+Lohan&publication_year=2014&hl=en']",24370129,https://doi.org/10.2214/AJR.12.9917, Browne 2014 {published data only}  ,included,CD011053-bbs2-0003,
CD011053-bib-0004,"Chan WS, Ray JG, Murray S, Coady GE, Coates G, Ginsberg JS. ","Suspected pulmonary embolism in pregnancy: clinical presentation, results of lung scanning, and subsequent maternal and pediatric outcomes", Archives of Internal Medicine ,2002,162,    ,['citation-journal']," Chan WS, Ray JG, Murray S, Coady GE, Coates G, Ginsberg JS. Suspected pulmonary embolism in pregnancy: clinical presentation, results of lung scanning, and subsequent maternal and pediatric outcomes.  Archives of Internal Medicine 2002;162(10):1170‐5. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1001/archinte.162.10.1170', 'https://www.ncbi.nlm.nih.gov/pubmed/12020189', 'https://scholar.google.com/scholar_lookup?title=Suspected+pulmonary+embolism+in+pregnancy:+clinical+presentation,+results+of+lung+scanning,+and+subsequent+maternal+and+pediatric+outcomes+&author=WS+Chan&author=JG+Ray&author=S+Murray&author=GE+Coady&author=G+Coates&author=JS+Ginsberg&publication_year=2002&hl=en']",12020189,https://doi.org/10.1001/archinte.162.10.1170, Chan 2002 {published data only}  ,included,CD011053-bbs2-0004,
CD011053-bib-0005,"Cutts BA, Tran HA, Merriman E, Nandurkar D, Soo G, DasGupta D, et al. ",The utility of the Wells clinical prediction model and ventilation‐perfusion scanning for pulmonary embolism diagnosis in pregnancy, Blood Coagulation and Fibrinolysis ,2014,25,    ,['citation-journal']," Cutts BA, Tran HA, Merriman E, Nandurkar D, Soo G, DasGupta D, et al. The utility of the Wells clinical prediction model and ventilation‐perfusion scanning for pulmonary embolism diagnosis in pregnancy.  Blood Coagulation and Fibrinolysis 2014;25(4):375‐8. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/MBC.0000000000000054', 'https://www.ncbi.nlm.nih.gov/pubmed/24434350', 'https://scholar.google.com/scholar_lookup?title=The+utility+of+the+Wells+clinical+prediction+model+and+ventilation‐perfusion+scanning+for+pulmonary+embolism+diagnosis+in+pregnancy+&author=BA+Cutts&author=HA+Tran&author=E+Merriman&author=D+Nandurkar&author=G+Soo&author=D+DasGupta&publication_year=2014&hl=en']",24434350,https://doi.org/10.1097/MBC.0000000000000054, Cutts 2014 {published data only}  ,included,CD011053-bbs2-0005,
CD011053-bib-0006,"Hullah P, Harris B, Hibbert M. ",A case review study of investigating for pulmonary embolism in pregnancy, Respirology ,2011,16 (Suppl 1),    ,['citation-journal']," Hullah P, Harris B, Hibbert M. A case review study of investigating for pulmonary embolism in pregnancy.  Respirology 2011;16 (Suppl 1):67. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=A+case+review+study+of+investigating+for+pulmonary+embolism+in+pregnancy&author=P+Hullah&author=B+Harris&author=M+Hibbert&publication_year=2011&hl=en']",,, Hullah 2011 {published data only}  ,included,CD011053-bbs2-0006,
CD011053-bib-0007,"Litmanovich D, Boiselle PM, Bankier AA, Kataoka ML, Pianykh O, Raptopoulos V. ",Dose reduction in computed tomographic angiography of pregnant patients with suspected acute pulmonary embolism, Journal of Computer Assisted Tomography ,2009,33,    ,['citation-journal']," Litmanovich D, Boiselle PM, Bankier AA, Kataoka ML, Pianykh O, Raptopoulos V. Dose reduction in computed tomographic angiography of pregnant patients with suspected acute pulmonary embolism.  Journal of Computer Assisted Tomography 2009;33(6):961‐6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/RCT.0b013e318198cd18', 'https://www.ncbi.nlm.nih.gov/pubmed/19940668', 'https://scholar.google.com/scholar_lookup?title=Dose+reduction+in+computed+tomographic+angiography+of+pregnant+patients+with+suspected+acute+pulmonary+embolism+&author=D+Litmanovich&author=PM+Boiselle&author=AA+Bankier&author=ML+Kataoka&author=O+Pianykh&author=V+Raptopoulos&publication_year=2009&hl=en']",19940668,https://doi.org/10.1097/RCT.0b013e318198cd18, Litmanovich 2009 {published data only}  ,included,CD011053-bbs2-0007,
CD011053-bib-0008,"Nijkeuter M, Tan M, Middeldorp S, Kroft LJM, Beenen L, Huisman MV. ",Safety of ruling out pulmonary embolism (PE) in pregnancy by computed tomography pulmonary angiography (CTPA), Journal of Thrombosis and Haemostasis ,2013,11(Suppl 2),    ,['citation-journal']," Nijkeuter M, Tan M, Middeldorp S, Kroft LJM, Beenen L, Huisman MV. Safety of ruling out pulmonary embolism (PE) in pregnancy by computed tomography pulmonary angiography (CTPA).  Journal of Thrombosis and Haemostasis 2013;11(Suppl 2):130. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Safety+of+ruling+out+pulmonary+embolism+(PE)+in+pregnancy+by+computed+tomography+pulmonary+angiography+(CTPA)+&author=M+Nijkeuter&author=M+Tan&author=S+Middeldorp&author=LJM+Kroft&author=L+Beenen&author=MV+Huisman&publication_year=2013&hl=en']",,, Nijkeuter 2013 {published data only}  ,included,CD011053-bbs2-0008,
CD011053-bib-0009,"Ridge CA, McDermott S, Freyne BJ, Brennan DJ, Collins CD, Skehan SJ. ",Pulmonary embolism in pregnancy: comparison of pulmonary CT angiography and lung scintigraphy, American Journal of Roentgenology ,2009,193,    ,['citation-journal']," Ridge CA, McDermott S, Freyne BJ, Brennan DJ, Collins CD, Skehan SJ. Pulmonary embolism in pregnancy: comparison of pulmonary CT angiography and lung scintigraphy.  American Journal of Roentgenology 2009;193(5):1223‐7. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.2214/AJR.09.2360', 'https://www.ncbi.nlm.nih.gov/pubmed/19843734', 'https://scholar.google.com/scholar_lookup?title=Pulmonary+embolism+in+pregnancy:+comparison+of+pulmonary+CT+angiography+and+lung+scintigraphy&author=CA+Ridge&author=S+McDermott&author=BJ+Freyne&author=DJ+Brennan&author=CD+Collins&author=SJ+Skehan&publication_year=2009&hl=en']",19843734,https://doi.org/10.2214/AJR.09.2360, Ridge 2009 {published data only}  ,included,CD011053-bbs2-0009,
CD011053-bib-0010,"Scarsbrook AF, Bradley KM, Gleeson FV. ",Perfusion scintigraphy: diagnostic utility in pregnant women with suspected pulmonary embolic disease, European Radiology ,2007,17,    ,['citation-journal']," Scarsbrook AF, Bradley KM, Gleeson FV. Perfusion scintigraphy: diagnostic utility in pregnant women with suspected pulmonary embolic disease.  European Radiology 2007;17(10):2554‐60. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s00330-007-0607-0', 'https://www.ncbi.nlm.nih.gov/pubmed/17342484', 'https://scholar.google.com/scholar_lookup?title=Perfusion+scintigraphy:+diagnostic+utility+in+pregnant+women+with+suspected+pulmonary+embolic+disease+&author=AF+Scarsbrook&author=KM+Bradley&author=FV+Gleeson&publication_year=2007&hl=en']",17342484,https://doi.org/10.1007/s00330-007-0607-0, Scarsbrook 2007 {published data only}  ,included,CD011053-bbs2-0010,
