reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD008874-bib-0001,"Adamus M, Fritscherova S, Hrabalek L, Gabrhelik T, Zapletalova J, Janout V. ",Mallampati test as a predictor of laryngoscopic view," Biomedical papers of the Medical Faculty of the University Palacký, Olomouc, Czechoslovakia ",2010,154,    ,['citation-journal']," Adamus M, Fritscherova S, Hrabalek L, Gabrhelik T, Zapletalova J, Janout V. Mallampati test as a predictor of laryngoscopic view.  Biomedical papers of the Medical Faculty of the University Palacký, Olomouc, Czechoslovakia 2010;154(4):339‐43. [PUBMED: 21293546]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.5507/bp.2010.051', 'https://scholar.google.com/scholar_lookup?title=Mallampati+test+as+a+predictor+of+laryngoscopic+view&author=M+Adamus&author=S+Fritscherova&author=L+Hrabalek&author=T+Gabrhelik&author=J+Zapletalova&author=V+Janout&publication_year=2010&hl=en']",21293546,https://doi.org/10.5507/bp.2010.051, Adamus 2010 {published data only}  ,included,CD008874-bbs2-0001,
CD008874-bib-0002,"Adnet F, Racine SX, Borron SW, Clemessy JL, Fournier JL, Lapostolle F, et al. ",A survey of tracheal intubation difficulty in the operating room: a prospective observational study, Acta Anaesthesiologica Scandinavica ,2001,45,    ,['citation-journal']," Adnet F, Racine SX, Borron SW, Clemessy JL, Fournier JL, Lapostolle F, et al. A survey of tracheal intubation difficulty in the operating room: a prospective observational study.  Acta Anaesthesiologica Scandinavica 2001;45(3):327‐32. [PUBMED: 11207469 ]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1034/j.1399-6576.2001.045003327.x', 'https://scholar.google.com/scholar_lookup?title=A+survey+of+tracheal+intubation+difficulty+in+the+operating+room:+a+prospective+observational+study+&author=F+Adnet&author=SX+Racine&author=SW+Borron&author=JL+Clemessy&author=JL+Fournier&author=F+Lapostolle&publication_year=2001&hl=en']",,https://doi.org/10.1034/j.1399-6576.2001.045003327.x, Adnet 2001 {published data only}  ,included,CD008874-bbs2-0002,
CD008874-bib-0003,"Aktas S, Atalay YO, Tugrul M. ",Predictive value of bedside tests for difficult intubations, European Review for Medical and Pharmacological Sciences ,2015,19,    ,['citation-journal']," Aktas S, Atalay YO, Tugrul M. Predictive value of bedside tests for difficult intubations.  European Review for Medical and Pharmacological Sciences 2015;19(9):1595‐9. [PUBMED: 26004598 ]CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Predictive+value+of+bedside+tests+for+difficult+intubations&author=S+Aktas&author=YO+Atalay&author=M+Tugrul&publication_year=2015&hl=en']",,, Aktas 2015 {published data only}  ,included,CD008874-bbs2-0003,
CD008874-bib-0004,"Ali Z, Bithal PK, Prabhakar H, Rath GP, Dash HH. ",An assessment of the predictors of difficult intubation in patients with acromegaly, Journal of Clinical Neuroscience ,2009,16,    ,['citation-journal']," Ali Z, Bithal PK, Prabhakar H, Rath GP, Dash HH. An assessment of the predictors of difficult intubation in patients with acromegaly.  Journal of Clinical Neuroscience 2009;16(8):1043‐5. [PUBMED: 19457671 ]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/j.jocn.2008.11.002', 'https://scholar.google.com/scholar_lookup?title=An+assessment+of+the+predictors+of+difficult+intubation+in+patients+with+acromegaly&author=Z+Ali&author=PK+Bithal&author=H+Prabhakar&author=GP+Rath&author=HH+Dash&publication_year=2009&hl=en']",,https://doi.org/10.1016/j.jocn.2008.11.002, Ali 2009 {published data only}  ,included,CD008874-bbs2-0004,
CD008874-bib-0005,"Ali MA, Qamar‐ul‐Hoda M, Samad K. ",Comparison of upper lip bite test with Mallampati test in the prediction of difficult intubation at a tertiary care hospital of Pakistan, Journal of the Pakistan Medical Association ,2012,62,    ,['citation-journal']," Ali MA, Qamar‐ul‐Hoda M, Samad K. Comparison of upper lip bite test with Mallampati test in the prediction of difficult intubation at a tertiary care hospital of Pakistan.  Journal of the Pakistan Medical Association 2012;62(10):1012‐5. [PUBMED: 23866436 ]CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Comparison+of+upper+lip+bite+test+with+Mallampati+test+in+the+prediction+of+difficult+intubation+at+a+tertiary+care+hospital+of+Pakistan+&author=MA+Ali&author=M+Qamar‐ul‐Hoda&author=K+Samad&publication_year=2012&hl=en']",,, Ali 2012 {published data only}  ,included,CD008874-bbs2-0005,
CD008874-bib-0006,"Allahyary E, Ghaemei SR, Azemati S. ",Comparison of six methods for predicting difficult intubation in obstetric patients, Iranian Red Crescent Medical Journal ,2008,10,    ,['citation-journal']," Allahyary E, Ghaemei SR, Azemati S. Comparison of six methods for predicting difficult intubation in obstetric patients.  Iranian Red Crescent Medical Journal 2008;10(3):197‐204. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Comparison+of+six+methods+for+predicting+difficult+intubation+in+obstetric+patients&author=E+Allahyary&author=SR+Ghaemei&author=S+Azemati&publication_year=2008&hl=en']",,, Allahyary 2008 {published data only}  ,included,CD008874-bbs2-0006,
CD008874-bib-0007,"Al Ramadhani S, Mohamed LA, Rocke DA, Gouws E. ",Sternomental distance as the sole predictor of difficult laryngoscopy in obstetric anaesthesia, British Journal of Anaesthesia ,1996,77,    ,['citation-journal']," Al Ramadhani S, Mohamed LA, Rocke DA, Gouws E. Sternomental distance as the sole predictor of difficult laryngoscopy in obstetric anaesthesia.  British Journal of Anaesthesia 1996;77(3):312‐6. [PUBMED: 8949801 ]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1093/bja/77.3.312', 'https://scholar.google.com/scholar_lookup?title=Sternomental+distance+as+the+sole+predictor+of+difficult+laryngoscopy+in+obstetric+anaesthesia+&author=S+AlRamadhani&author=LA+Mohamed&author=DA+Rocke&author=E+Gouws&publication_year=1996&hl=en']",,https://doi.org/10.1093/bja/77.3.312, Al Ramadhani 1996 {published data only}  ,included,CD008874-bbs2-0007,
CD008874-bib-0008,"Ambesh SP, Singh N, Rao PB, Gupta D, Singh PK, Singh U. ","A combination of the modified Mallampati score, thyromental distance, anatomical abnormality, and cervical mobility (M‐TAC) predicts difficult laryngoscopy better than Mallampati classification", Acta Anaesthesiologica Taiwanica ,2013,51,    ,['citation-journal']," Ambesh SP, Singh N, Rao PB, Gupta D, Singh PK, Singh U. A combination of the modified Mallampati score, thyromental distance, anatomical abnormality, and cervical mobility (M‐TAC) predicts difficult laryngoscopy better than Mallampati classification.  Acta Anaesthesiologica Taiwanica 2013;51(2):58‐62. [PUBMED: 23968655 ]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/j.aat.2013.06.005', 'https://scholar.google.com/scholar_lookup?title=A+combination+of+the+modified+Mallampati+score,+thyromental+distance,+anatomical+abnormality,+and+cervical+mobility+(M‐TAC)+predicts+difficult+laryngoscopy+better+than+Mallampati+classification+&author=SP+Ambesh&author=N+Singh&author=PB+Rao&author=D+Gupta&author=PK+Singh&author=U+Singh&publication_year=2013&hl=en']",,https://doi.org/10.1016/j.aat.2013.06.005, Ambesh 2013 {published data only}  ,included,CD008874-bbs2-0008,
CD008874-bib-0009,"Applegate RL, Gildea B, Patchin R, Rook JL, Wolford B, Nyirady J, et al. ",Telemedicine pre‐anesthesia evaluation: a randomized pilot trial, Telemedicine Journal and e‐health ,2013,19,    ,['citation-journal']," Applegate RL, Gildea B, Patchin R, Rook JL, Wolford B, Nyirady J, et al. Telemedicine pre‐anesthesia evaluation: a randomized pilot trial.  Telemedicine Journal and e‐health 2013;19(3):211‐6. [PUBMED: 23384334 ]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1089/tmj.2012.0132', 'https://scholar.google.com/scholar_lookup?title=Telemedicine+pre‐anesthesia+evaluation:+a+randomized+pilot+trial&author=RL+Applegate&author=B+Gildea&author=R+Patchin&author=JL+Rook&author=B+Wolford&author=J+Nyirady&publication_year=2013&hl=en']",,https://doi.org/10.1089/tmj.2012.0132, Applegate 2013 {published data only}  ,included,CD008874-bbs2-0009,
CD008874-bib-0010,"Arné J, Descoins P, Fusciardi J, Ingrand P, Ferrier B, Boudigues D, et al. ",Preoperative assessment for difficult intubation in general and ENT surgery: predictive value of a clinical multivariate risk index, British Journal of Anaesthesia ,1998,80,    ,['citation-journal']," Arné J, Descoins P, Fusciardi J, Ingrand P, Ferrier B, Boudigues D, et al. Preoperative assessment for difficult intubation in general and ENT surgery: predictive value of a clinical multivariate risk index.  British Journal of Anaesthesia 1998;80(2):140. [PUBMED: 9602574]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1093/bja/80.2.140', 'https://scholar.google.com/scholar_lookup?title=Preoperative+assessment+for+difficult+intubation+in+general+and+ENT+surgery:+predictive+value+of+a+clinical+multivariate+risk+index+&author=J+Arné&author=P+Descoins&author=J+Fusciardi&author=P+Ingrand&author=B+Ferrier&author=D+Boudigues&publication_year=1998&hl=en']",9602574,https://doi.org/10.1093/bja/80.2.140, Arne 1998 {published data only}  ,included,CD008874-bbs2-0010,
