reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD012120-bib-0001,B. Bartels. ,Allocation concealment used in our trial,,,,   ,['citation-other'], B. Bartels. Allocation concealment used in our trial. Email to: Montes 2 August 2017. CENTRAL    ,[''],,, Montes 2015 {published and unpublished data}  ,included,CD012120-bbs2-0001,
CD012120-bib-0002,"Montes J, Garber CE, Kramer SS, Montgomery MJ, Dunaway S, Kamil‐Rosenberg S, et al. ","A randomized, controlled clinical trial of exercise in patients with spinal muscular atrophy: methods and baseline characteristics", Journal of Neuromuscular Diseases ,2014,1,    ,['citation-journal']," Montes J, Garber CE, Kramer SS, Montgomery MJ, Dunaway S, Kamil‐Rosenberg S, et al. A randomized, controlled clinical trial of exercise in patients with spinal muscular atrophy: methods and baseline characteristics.  Journal of Neuromuscular Diseases 2014;1(2):151‐61. [PUBMED: 27858768]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.3233/JND-140004', 'https://www.ncbi.nlm.nih.gov/pubmed/27858768', 'https://scholar.google.com/scholar_lookup?title=A+randomized,+controlled+clinical+trial+of+exercise+in+patients+with+spinal+muscular+atrophy:+methods+and+baseline+characteristics+&author=J+Montes&author=CE+Garber&author=SS+Kramer&author=MJ+Montgomery&author=S+Dunaway&author=S+Kamil‐Rosenberg&publication_year=2014&hl=en']",27858768,https://doi.org/10.3233/JND-140004, Montes 2015 {published and unpublished data}  ,included,CD012120-bbs2-0001,
CD012120-bib-0003,"Montes J, Garber CE, Kramer SS, Montgomery MJ, Dunaway S, Kamil‐Rosenberg S, et al. ","Single‐blind, randomized, controlled clinical trial of exercise in ambulatory spinal muscular atrophy: why are the results negative?", Journal of Neuromuscular Diseases ,2015,2,    ,['citation-journal']," Montes J, Garber CE, Kramer SS, Montgomery MJ, Dunaway S, Kamil‐Rosenberg S, et al. Single‐blind, randomized, controlled clinical trial of exercise in ambulatory spinal muscular atrophy: why are the results negative?.  Journal of Neuromuscular Diseases 2015;2(4):463‐70. [PUBMED: 27858749]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.3233/JND-150101', 'https://www.ncbi.nlm.nih.gov/pubmed/27858749', 'https://scholar.google.com/scholar_lookup?title=Single‐blind,+randomized,+controlled+clinical+trial+of+exercise+in+ambulatory+spinal+muscular+atrophy:+why+are+the+results+negative?+&author=J+Montes&author=CE+Garber&author=SS+Kramer&author=MJ+Montgomery&author=S+Dunaway&author=S+Kamil‐Rosenberg&publication_year=2015&hl=en']",27858749,https://doi.org/10.3233/JND-150101, Montes 2015 {published and unpublished data}  ,included,CD012120-bbs2-0001,
CD012120-bib-0004,"Basoglu B, Karaduman A, Ozgen A. ",Spinal muskuler atrofili olgularda ev programinin kas kuvveti ve motor fonksiyon uzerine etkileri, Fizyoterapi Rehabilitasyon ,2006,17,    ,['citation-journal']," Basoglu B, Karaduman A, Ozgen A. Spinal muskuler atrofili olgularda ev programinin kas kuvveti ve motor fonksiyon uzerine etkileri [Spinal muskuler atrofili olgularda ev programinin kas kuvveti ve motor fonksiyon uzerine etkileri].  Fizyoterapi Rehabilitasyon 2006;17(1):3‐9. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Spinal+muskuler+atrofili+olgularda+ev+programinin+kas+kuvveti+ve+motor+fonksiyon+uzerine+etkileri+&author=B+Basoglu&author=A+Karaduman&author=A+Ozgen&publication_year=2006&hl=en']",,, Basoglu 2006 {published data only}  ,excluded,CD012120-bbs2-0002, Not a RCT (multi‐case study) and insufficient description of the intervention 
CD012120-bib-0005,"Cunha MCB, Oliveira ASB, Labronici RHDD, Gabbai AA. ",Spinal muscular atrophy type 2 (intermediary) and 3 (Kugelberg‐Welander). Evolution of 50 patients with physiotherapy and hydrotherapy in a swimming pool, Arquivos de Neuro‐psiquiatria ,1996,54,    ,['citation-journal']," Cunha MCB, Oliveira ASB, Labronici RHDD, Gabbai AA. Spinal muscular atrophy type 2 (intermediary) and 3 (Kugelberg‐Welander). Evolution of 50 patients with physiotherapy and hydrotherapy in a swimming pool.  Arquivos de Neuro‐psiquiatria 1996;54(3):402‐6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1590/S0004-282X1996000300007', 'https://www.ncbi.nlm.nih.gov/pubmed/9109983', 'https://scholar.google.com/scholar_lookup?title=Spinal+muscular+atrophy+type+2+(intermediary)+and+3+(Kugelberg‐Welander).+Evolution+of+50+patients+with+physiotherapy+and+hydrotherapy+in+a+swimming+pool+&author=MCB+Cunha&author=ASB+Oliveira&author=RHDD+Labronici&author=AA+Gabbai&publication_year=1996&hl=en']",9109983,https://doi.org/10.1590/S0004-282X1996000300007, Cunha 1996 {published data only}  ,excluded,CD012120-bbs2-0003, Not a RCT (multi‐case study) and insufficient description of the intervention 
CD012120-bib-0006,"Dahl A, Skjeidal OH, Simensen A, Dalen HE, Bråthen T, Ahlvin P, et al. ",Treatment of patients with neuromuscular disease in a warm climate,,2004,,    ,['citation-other']," Dahl A, Skjeidal OH, Simensen A, Dalen HE, Bråthen T, Ahlvin P, et al. Treatment of patients with neuromuscular disease in a warm climate [Behandling i varmt klima for pasienter med nevromuskulaere sykdommer]. Tidsskr Nor Lægeforen2004; Vol. 13–14, issue 124:1795–8. [PUBMED: 15229669]CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Treatment+of+patients+with+neuromuscular+disease+in+a+warm+climate&author=A+Dahl&author=OH+Skjeidal&author=A+Simensen&author=HE+Dalen&author=T+Bråthen&author=P+Ahlvin&publication_year=2004&hl=en']",15229669,, Dahl 2004 {published data only}  ,excluded,CD012120-bbs2-0004, Insufficient description of the intervention and participants 
CD012120-bib-0007,"Lewelt A, Krosschell KJ, Stoddard GJ, Weng C, Xue M, Marcus RL, et al. ",Resistance strength training exercise in children with spinal muscular atrophy, Muscle & Nerve ,2015,52,    ,['citation-journal']," Lewelt A, Krosschell KJ, Stoddard GJ, Weng C, Xue M, Marcus RL, et al. Resistance strength training exercise in children with spinal muscular atrophy.  Muscle & Nerve 2015;52(4):559‐67. [PUBMED: 25597614]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1002/mus.24568', 'https://www.ncbi.nlm.nih.gov/pubmed/25597614', 'https://scholar.google.com/scholar_lookup?title=Resistance+strength+training+exercise+in+children+with+spinal+muscular+atrophy&author=A+Lewelt&author=KJ+Krosschell&author=GJ+Stoddard&author=C+Weng&author=M+Xue&author=RL+Marcus&publication_year=2015&hl=en']",25597614,https://doi.org/10.1002/mus.24568, Lewelt 2015 {published data only}  ,excluded,CD012120-bbs2-0005, Not a RCT (multi‐case study). Included in the Discussion  
CD012120-bib-0008,"Madsen KL, Hansen RS, Preisler N, Thogersen F, Berthelsen MP, Vissing J. ","Training improves oxidative capacity, but not function, in spinal muscular atrophy type III", Muscle & Nerve ,2015,52,    ,['citation-journal']," Madsen KL, Hansen RS, Preisler N, Thogersen F, Berthelsen MP, Vissing J. Training improves oxidative capacity, but not function, in spinal muscular atrophy type III.  Muscle & Nerve 2015;52(2):240‐4. [PUBMED: 25418505]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1002/mus.24527', 'https://www.ncbi.nlm.nih.gov/pubmed/25418505', 'https://scholar.google.com/scholar_lookup?title=Training+improves+oxidative+capacity,+but+not+function,+in+spinal+muscular+atrophy+type+III+&author=KL+Madsen&author=RS+Hansen&author=N+Preisler&author=F+Thogersen&author=MP+Berthelsen&author=J+Vissing&publication_year=2015&hl=en']",25418505,https://doi.org/10.1002/mus.24527, Madsen 2015 {published data only}  ,excluded,CD012120-bbs2-0006, Not a RCT (controlled trial in people with SMA versus healthy controls). Included in the Discussion  
CD012120-bib-0009,"McCartney N, Moroz D, Garner SH, McComas AJ. ",The effects of strength training in patients with selected neuromuscular disorders, Medicine and Science in Sports and Exercise ,1988,20,    ,['citation-journal']," McCartney N, Moroz D, Garner SH, McComas AJ. The effects of strength training in patients with selected neuromuscular disorders.  Medicine and Science in Sports and Exercise 1988;20(4):362‐8. [PUBMED: 3173043]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1249/00005768-198808000-00006', 'https://www.ncbi.nlm.nih.gov/pubmed/3173043', 'https://scholar.google.com/scholar_lookup?title=The+effects+of+strength+training+in+patients+with+selected+neuromuscular+disorders&author=N+McCartney&author=D+Moroz&author=SH+Garner&author=AJ+McComas&publication_year=1988&hl=en']",3173043,https://doi.org/10.1249/00005768-198808000-00006, McCartney 1988 {published data only}  ,excluded,CD012120-bbs2-0007, Not a RCT (multi‐case study) and inadequate exercise protocol 
CD012120-bib-0010,"Milner‐Brown HS, Miller RG. ",Muscle strengthening through high resistance weight training in patients with neuromuscular disorders, Archives of Physical Medicine and Rehabilitation ,1988,69,    ,['citation-journal']," Milner‐Brown HS, Miller RG. Muscle strengthening through high resistance weight training in patients with neuromuscular disorders.  Archives of Physical Medicine and Rehabilitation 1988;69(1):14‐9. [PUBMED: 3337636]CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/3337636', 'https://scholar.google.com/scholar_lookup?title=Muscle+strengthening+through+high+resistance+weight+training+in+patients+with+neuromuscular+disorders+&author=HS+Milner‐Brown&author=RG+Miller&publication_year=1988&hl=en']",3337636,, Milner‐Brown 1988 {published data only}  ,excluded,CD012120-bbs2-0008," Not a RCT, and insufficient description of participants and the intervention "
