reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD010339-bib-0001,"Fazel A, Catalano MF, Quadri A, Geenen JE. ",A comparison of the diagnostic accuracy of EUS and ERCP in identifying common bile duct stones, Gastrointestinal Endoscopy ,2002,55,    ,['citation-journal']," Fazel A, Catalano MF, Quadri A, Geenen JE. A comparison of the diagnostic accuracy of EUS and ERCP in identifying common bile duct stones.  Gastrointestinal Endoscopy 2002;55(5):AB246.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=A+comparison+of+the+diagnostic+accuracy+of+EUS+and+ERCP+in+identifying+common+bile+duct+stones+&author=A+Fazel&author=MF+Catalano&author=A+Quadri&author=JE+Geenen&publication_year=2002&hl=en'],,, Fazel 2002 {published data only}  ,included,CD010339-bbs2-0001,
CD010339-bib-0002,"Fenton AH, Guyton DP, Evans DM. ",The utility of intraoperative cholangiography with acute cholecystitis, American Surgeon ,1989,55,    ,['citation-journal']," Fenton AH, Guyton DP, Evans DM. The utility of intraoperative cholangiography with acute cholecystitis.  American Surgeon 1989;55(6):392‐5.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=The+utility+of+intraoperative+cholangiography+with+acute+cholecystitis&author=AH+Fenton&author=DP+Guyton&author=DM+Evans&publication_year=1989&hl=en'],,, Fenton 1989 {published data only}  ,included,CD010339-bbs2-0002,
CD010339-bib-0003,"Katz D, Nikfarjam M, Sfakiotaki A, Christophi C. ",Selective endoscopic cholangiography for the detection of common bile duct stones in patients with cholelithiasis, Endoscopy ,2004,36,    ,['citation-journal']," Katz D, Nikfarjam M, Sfakiotaki A, Christophi C. Selective endoscopic cholangiography for the detection of common bile duct stones in patients with cholelithiasis.  Endoscopy 2004;36(12):1045‐9.    Link to article     Google Scholar     ","['https://doi.org/10.1055/s-2004-825955', 'https://scholar.google.com/scholar_lookup?title=Selective+endoscopic+cholangiography+for+the+detection+of+common+bile+duct+stones+in+patients+with+cholelithiasis+&author=D+Katz&author=M+Nikfarjam&author=A+Sfakiotaki&author=C+Christophi&publication_year=2004&hl=en']",,https://doi.org/10.1055/s-2004-825955, Katz 2004 {published data only}  ,included,CD010339-bbs2-0003,
CD010339-bib-0004,"Li JW, Feng B, Wu L, Wang ML, Lu AG, Zang L, et al. ",Intraoperative cholangiography in combination with laparoscopic ultrasonography for the detection of occult choledocholithiasis, Medical Science Monitor ,2009,15,    ,['citation-journal']," Li JW, Feng B, Wu L, Wang ML, Lu AG, Zang L, et al. Intraoperative cholangiography in combination with laparoscopic ultrasonography for the detection of occult choledocholithiasis.  Medical Science Monitor 2009;15(9):MT126‐30.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Intraoperative+cholangiography+in+combination+with+laparoscopic+ultrasonography+for+the+detection+of+occult+choledocholithiasis+&author=JW+Li&author=B+Feng&author=L+Wu&author=ML+Wang&author=AG+Lu&author=L+Zang&publication_year=2009&hl=en'],,, Li 2009 {published data only}  ,included,CD010339-bbs2-0004,
CD010339-bib-0005,"Montariol T, Charlier A, Rey C, Bataille N, Hay JM, Lacaine F, et al. ","Diagnosis of asymptomatic common bile duct stones: preoperative endoscopic ultrasonography versus intraoperative cholangiography ‐ a multicenter, prospective controlled study", Surgery ,1998,124,    ,['citation-journal']," Montariol T, Charlier A, Rey C, Bataille N, Hay JM, Lacaine F, et al. Diagnosis of asymptomatic common bile duct stones: preoperative endoscopic ultrasonography versus intraoperative cholangiography ‐ a multicenter, prospective controlled study.  Surgery 1998;124(1):6‐13.    Link to article     Google Scholar     ","['https://doi.org/10.1016/S0039-6060(98)70068-6', 'https://scholar.google.com/scholar_lookup?title=Diagnosis+of+asymptomatic+common+bile+duct+stones:+preoperative+endoscopic+ultrasonography+versus+intraoperative+cholangiography+‐+a+multicenter,+prospective+controlled+study+&author=T+Montariol&author=A+Charlier&author=C+Rey&author=N+Bataille&author=JM+Hay&author=F+Lacaine&publication_year=1998&hl=en']",,https://doi.org/10.1016/S0039-6060(98)70068-6, Montariol 1998 {published data only}  ,included,CD010339-bbs2-0005,
CD010339-bib-0006,"Ney MVS, Maluf‐Filho F, Sakai P, Zilberstein B, Gama‐Rodrigues J, Rosa H. ",Endoscopic ultrasound versus endoscopic retrograde cholangiography for the diagnosis of choledocholithiasis: the influence of the size of the stone and diameter of the common bile duct, Arquivos de Gastroenterologia ,2005,42,    ,['citation-journal']," Ney MVS, Maluf‐Filho F, Sakai P, Zilberstein B, Gama‐Rodrigues J, Rosa H. Endoscopic ultrasound versus endoscopic retrograde cholangiography for the diagnosis of choledocholithiasis: the influence of the size of the stone and diameter of the common bile duct.  Arquivos de Gastroenterologia 2005;42(4):239‐43.    Link to article     Google Scholar     ","['https://doi.org/10.1590/S0004-28032005000400009', 'https://scholar.google.com/scholar_lookup?title=Endoscopic+ultrasound+versus+endoscopic+retrograde+cholangiography+for+the+diagnosis+of+choledocholithiasis:+the+influence+of+the+size+of+the+stone+and+diameter+of+the+common+bile+duct+&author=MVS+Ney&author=F+Maluf‐Filho&author=P+Sakai&author=B+Zilberstein&author=J+Gama‐Rodrigues&author=H+Rosa&publication_year=2005&hl=en']",,https://doi.org/10.1590/S0004-28032005000400009, Ney 2005 {published data only}  ,included,CD010339-bbs2-0006,
CD010339-bib-0007,"Norton SA, Alderson D. ",Prospective comparison of endoscopic ultrasonography and endoscopic retrograde cholangiopancreatography in the detection of bile duct stones, British Journal of Surgery ,1997,84,    ,['citation-journal']," Norton SA, Alderson D. Prospective comparison of endoscopic ultrasonography and endoscopic retrograde cholangiopancreatography in the detection of bile duct stones.  British Journal of Surgery 1997;84(10):1366‐9.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Prospective+comparison+of+endoscopic+ultrasonography+and+endoscopic+retrograde+cholangiopancreatography+in+the+detection+of+bile+duct+stones+&author=SA+Norton&author=D+Alderson&publication_year=1997&hl=en'],,, Norton 1997 {published data only}  ,included,CD010339-bbs2-0007,
CD010339-bib-0008,"Prat F, Amouyal G, Amouyal P, Pelletier G, Fritsch J, Choury AD, et al. ",Prospective controlled study of endoscopic ultrasonography and endoscopic retrograde cholangiography in patients with suspected common‐bile duct lithiasis, Lancet ,1996,347,    ,['citation-journal']," Prat F, Amouyal G, Amouyal P, Pelletier G, Fritsch J, Choury AD, et al. Prospective controlled study of endoscopic ultrasonography and endoscopic retrograde cholangiography in patients with suspected common‐bile duct lithiasis.  Lancet 1996;347(8994):75‐9.    Link to article     Google Scholar     ","['https://doi.org/10.1016/S0140-6736(96)90208-1', 'https://scholar.google.com/scholar_lookup?title=Prospective+controlled+study+of+endoscopic+ultrasonography+and+endoscopic+retrograde+cholangiography+in+patients+with+suspected+common‐bile+duct+lithiasis+&author=F+Prat&author=G+Amouyal&author=P+Amouyal&author=G+Pelletier&author=J+Fritsch&author=AD+Choury&publication_year=1996&hl=en']",,https://doi.org/10.1016/S0140-6736(96)90208-1, Prat 1996 {published data only}  ,included,CD010339-bbs2-0008,
CD010339-bib-0009,"Silverstein JC, Wavak E, Millikan KW. ",A prospective experience with selective cholangiography, American Surgeon ,1998,64,    ,['citation-journal']," Silverstein JC, Wavak E, Millikan KW. A prospective experience with selective cholangiography.  American Surgeon 1998;64(7):654‐9.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=A+prospective+experience+with+selective+cholangiography&author=JC+Silverstein&author=E+Wavak&author=KW+Millikan&publication_year=1998&hl=en'],,, Silverstein 1998 {published data only}  ,included,CD010339-bbs2-0009,
CD010339-bib-0010,"Wu SC, Chen FC, Lo CJ. ",Selective intraoperative cholangiography and single‐stage management of common bile duct stone in laparoscopic cholecystectomy, World Journal of Surgery ,2005,29,    ,['citation-journal']," Wu SC, Chen FC, Lo CJ. Selective intraoperative cholangiography and single‐stage management of common bile duct stone in laparoscopic cholecystectomy.  World Journal of Surgery 2005;29(11):1402‐8.    Link to article     Google Scholar     ","['https://doi.org/10.1007/s00268-005-7694-3', 'https://scholar.google.com/scholar_lookup?title=Selective+intraoperative+cholangiography+and+single‐stage+management+of+common+bile+duct+stone+in+laparoscopic+cholecystectomy+&author=SC+Wu&author=FC+Chen&author=CJ+Lo&publication_year=2005&hl=en']",,https://doi.org/10.1007/s00268-005-7694-3, Wu 2005 {published data only}  ,included,CD010339-bbs2-0010,
CD010339-bib-0011,Abdul Ghani AK. ,Selective per‐operative cholangiography and scoring method for selection, Bangladesh Medical Research Council Bulletin ,1989,15,    ,['citation-journal'], Abdul Ghani AK. Selective per‐operative cholangiography and scoring method for selection.  Bangladesh Medical Research Council Bulletin 1989;15(2):81‐9.    Google Scholar     ,['https://scholar.google.com/scholar_lookup?title=Selective+per‐operative+cholangiography+and+scoring+method+for+selection&author=AK+AbdulGhani&publication_year=1989&hl=en'],,, Abdul Ghani 1989 {published data only}  ,excluded,CD010339-bbs2-0011, Insufficient information to calculate diagnostic test accuracy. 
CD010339-bib-0012,"Alhayaf N, Lalor E, Bain V, McKaigney J, Sandha GS. ",The clinical impact and cost implication of endoscopic ultrasound on use of endoscopic retrograde cholangiopancreatography in a Canadian university hospital, Canadian Journal of Gastroenterology ,2008,22,    ,['citation-journal']," Alhayaf N, Lalor E, Bain V, McKaigney J, Sandha GS. The clinical impact and cost implication of endoscopic ultrasound on use of endoscopic retrograde cholangiopancreatography in a Canadian university hospital.  Canadian Journal of Gastroenterology 2008;22(2):138‐42.    Link to article     Google Scholar     ","['https://doi.org/10.1155/2008/498213', 'https://scholar.google.com/scholar_lookup?title=The+clinical+impact+and+cost+implication+of+endoscopic+ultrasound+on+use+of+endoscopic+retrograde+cholangiopancreatography+in+a+Canadian+university+hospital+&author=N+Alhayaf&author=E+Lalor&author=V+Bain&author=J+McKaigney&author=GS+Sandha&publication_year=2008&hl=en']",,https://doi.org/10.1155/2008/498213, Alhayaf 2008 {published data only}  ,excluded,CD010339-bbs2-0012, Insufficient information to calculate diagnostic test accuracy. 
