reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD008018-bib-0001,"Badawy A, Elnashar A, El-Ashry M, Shahat M. ",Gonadotropin-releasing hormone agonists for prevention of chemotherapy-induced ovarian damage: prospective randomized study, Fertility and Sterility ,2009,91,    ,['citation-journal']," Badawy A, Elnashar A, El-Ashry M, Shahat M. Gonadotropin-releasing hormone agonists for prevention of chemotherapy-induced ovarian damage: prospective randomized study.  Fertility and Sterility 2009;91:694-7. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.fertnstert.2007.12.044', 'https://www.ncbi.nlm.nih.gov/pubmed/18675959', 'https://scholar.google.com/scholar_lookup?title=Gonadotropin-releasing+hormone+agonists+for+prevention+of+chemotherapy-induced+ovarian+damage:+prospective+randomized+study+&author=A+Badawy&author=A+Elnashar&author=M+El-Ashry&author=M+Shahat&publication_year=2009&hl=en']",18675959,https://doi.org/10.1016/j.fertnstert.2007.12.044, Badawy 2009 {published data only}  ,included,CD008018-bbs2-0001,
CD008018-bib-0002,"Elgindy EA, El-Haieg DO, Khorshid OM, Ismail EI, Abdelgawad M, Sallam HN, et al. ",Gonadatrophin suppression to prevent chemotherapy-induced ovarian damage: a randomized controlled trial, Obsterics and Gynecology ,2013,121,    ,['citation-journal']," Elgindy EA, El-Haieg DO, Khorshid OM, Ismail EI, Abdelgawad M, Sallam HN, et al. Gonadatrophin suppression to prevent chemotherapy-induced ovarian damage: a randomized controlled trial.  Obsterics and Gynecology 2013;121(1):78-86. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1097/AOG.0b013e31827374e2', 'https://scholar.google.com/scholar_lookup?title=Gonadatrophin+suppression+to+prevent+chemotherapy-induced+ovarian+damage:+a+randomized+controlled+trial+&author=EA+Elgindy&author=DO+El-Haieg&author=OM+Khorshid&author=EI+Ismail&author=M+Abdelgawad&author=HN+Sallam&publication_year=2013&hl=en']",,https://doi.org/10.1097/AOG.0b013e31827374e2, Elgindy 2013 {published data only}  ,included,CD008018-bbs2-0002,
CD008018-bib-0003,"Gerber B, von Minckwitz G, Stehle H, Reimer T, Felberbaum R, Maass N, et al. ",Effect of luteinizing hormone-releasing hormone agonist on ovarian function after modern adjuvant breast cancer chemotherapy: the GBG 37 ZORO study, Journal of Clinical Oncology ,2011,29,    ,['citation-journal']," Gerber B, von Minckwitz G, Stehle H, Reimer T, Felberbaum R, Maass N, et al. Effect of luteinizing hormone-releasing hormone agonist on ovarian function after modern adjuvant breast cancer chemotherapy: the GBG 37 ZORO study.  Journal of Clinical Oncology 2011;29(17):2334-41. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1200/JCO.2010.32.5704', 'https://www.ncbi.nlm.nih.gov/pubmed/21537042', 'https://scholar.google.com/scholar_lookup?title=Effect+of+luteinizing+hormone-releasing+hormone+agonist+on+ovarian+function+after+modern+adjuvant+breast+cancer+chemotherapy:+the+GBG+37+ZORO+study+&author=B+Gerber&author=G+Minckwitz&author=H+Stehle&author=T+Reimer&author=R+Felberbaum&author=N+Maass&publication_year=2011&hl=en']",21537042,https://doi.org/10.1200/JCO.2010.32.5704, Gerber 2011 {published data only}  ,included,CD008018-bbs2-0003,
CD008018-bib-0004,"Gilani MM, Hasanzadeh M, Ghaemmaghami F, Ramazanzadeh F. ",Ovarian preservation with gonadotropin-releasing hormone analog during chemotherapy, Asia-Pacific Journal of Clinical Oncology ,2007,3,    ,['citation-journal']," Gilani MM, Hasanzadeh M, Ghaemmaghami F, Ramazanzadeh F. Ovarian preservation with gonadotropin-releasing hormone analog during chemotherapy.  Asia-Pacific Journal of Clinical Oncology 2007;3:79-83. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1111/j.1743-7563.2007.00089.x', 'https://scholar.google.com/scholar_lookup?title=Ovarian+preservation+with+gonadotropin-releasing+hormone+analog+during+chemotherapy&author=MM+Gilani&author=M+Hasanzadeh&author=F+Ghaemmaghami&author=F+Ramazanzadeh&publication_year=2007&hl=en']",,https://doi.org/10.1111/j.1743-7563.2007.00089.x, Gilani 2007 {published data only}  ,included,CD008018-bbs2-0004,
CD008018-bib-0005,"Giuseppe L, Attilio G, Edoardo DN, Loredana G, Cristina L, Vincenzo L. ",Ovarian function after cancer treatment in young women affected by Hodgkin disease (HD), Hematology ,2007,12,    ,['citation-journal']," Giuseppe L, Attilio G, Edoardo DN, Loredana G, Cristina L, Vincenzo L. Ovarian function after cancer treatment in young women affected by Hodgkin disease (HD).  Hematology 2007;12:141-7. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1080/10245330600954072', 'https://www.ncbi.nlm.nih.gov/pubmed/17454195', 'https://scholar.google.com/scholar_lookup?title=Ovarian+function+after+cancer+treatment+in+young+women+affected+by+Hodgkin+disease+(HD)+&author=L+Giuseppe&author=G+Attilio&author=DN+Edoardo&author=G+Loredana&author=L+Cristina&author=L+Vincenzo&publication_year=2007&hl=en']",17454195,https://doi.org/10.1080/10245330600954072, Giuseppe 2007 {published data only}  ,included,CD008018-bbs2-0005,
CD008018-bib-0006,"Karimi-Zarchi M, Forat-Yazdi M, Nakhaie-Moghadam M, Miratashi-Yazdi A, Teimoori S, Dehghani-Tafti A. ",Evaluation of fertility preservation with GnRH agonist in breast cancer cases treated with cyclophosphamide as a chemotherapy drug,,2017,,    ,['citation-other']," Karimi-Zarchi M, Forat-Yazdi M, Nakhaie-Moghadam M, Miratashi-Yazdi A, Teimoori S, Dehghani-Tafti A. Evaluation of fertility preservation with GnRH agonist in breast cancer cases treated with cyclophosphamide as a chemotherapy drug. In: International Journal of Reproductive Biomedicine. Vol. 4. 2017:Supplement 1. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Evaluation+of+fertility+preservation+with+GnRH+agonist+in+breast+cancer+cases+treated+with+cyclophosphamide+as+a+chemotherapy+drug+&author=M+Karimi-Zarchi&author=M+Forat-Yazdi&author=M+Nakhaie-Moghadam&author=A+Miratashi-Yazdi&author=S+Teimoori&author=A+Dehghani-Tafti&publication_year=2017&hl=en']",,, Karimi‐Zarchi 2014 {published data only}  ,included,CD008018-bbs2-0006,
CD008018-bib-0007,"Karimi-Zarchi M, Forat-Yazdi M, Vafaeenasab MR, Nakhaie-Moghadam M, Miratashi-Yazdi A, Teimoori S, et al. ",Evaluation of the effect of GnRH agonist on menstrual reverse in breast cancer cases treated with cyclophosphamide, European Journal of Gynaecological Oncology ,2014,35,    ,['citation-journal']," Karimi-Zarchi M, Forat-Yazdi M, Vafaeenasab MR, Nakhaie-Moghadam M, Miratashi-Yazdi A, Teimoori S, et al. Evaluation of the effect of GnRH agonist on menstrual reverse in breast cancer cases treated with cyclophosphamide.  European Journal of Gynaecological Oncology 2014;35(1):59-61. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/24654464', 'https://scholar.google.com/scholar_lookup?title=Evaluation+of+the+effect+of+GnRH+agonist+on+menstrual+reverse+in+breast+cancer+cases+treated+with+cyclophosphamide+&author=M+Karimi-Zarchi&author=M+Forat-Yazdi&author=MR+Vafaeenasab&author=M+Nakhaie-Moghadam&author=A+Miratashi-Yazdi&author=S+Teimoori&publication_year=2014&hl=en']",24654464,, Karimi‐Zarchi 2014 {published data only}  ,included,CD008018-bbs2-0006,
CD008018-bib-0008,"Del Mastro L, Boni L, Michelotti A, Gamucci T, Olmeo N, Gori S, et al. ",Effect of the gonadotropin-releasing hormone analogue triptorelin on the occurrence of chemotherapy-induced early menopause in premenopausal women with breast cancer: a randomized trial, Journal of the American Medical Association ,2011,306,    ,['citation-journal']," Del Mastro L, Boni L, Michelotti A, Gamucci T, Olmeo N, Gori S, et al. Effect of the gonadotropin-releasing hormone analogue triptorelin on the occurrence of chemotherapy-induced early menopause in premenopausal women with breast cancer: a randomized trial.  Journal of the American Medical Association 2011;306(3):269-76. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/21771987', 'https://scholar.google.com/scholar_lookup?title=Effect+of+the+gonadotropin-releasing+hormone+analogue+triptorelin+on+the+occurrence+of+chemotherapy-induced+early+menopause+in+premenopausal+women+with+breast+cancer:+a+randomized+trial+&author=L+DelMastro&author=L+Boni&author=A+Michelotti&author=T+Gamucci&author=N+Olmeo&author=S+Gori&publication_year=2011&hl=en']",21771987,, Lambertini 2015a {published data only}  ,included,CD008018-bbs2-0007,
CD008018-bib-0009,"Lambertini M, Boni L, Michelotti A, Gamucci T, Scotto T, Gori S, et al. ","Ovarian suppression with triptorelin during adjuvant breast cancer chemotherapy and long-term ovarian function, pregnancies, and disease-free survival: a randomized clinical trial", Journal of the American Medical Association ,2015,314,    ,['citation-journal']," Lambertini M, Boni L, Michelotti A, Gamucci T, Scotto T, Gori S, et al. Ovarian suppression with triptorelin during adjuvant breast cancer chemotherapy and long-term ovarian function, pregnancies, and disease-free survival: a randomized clinical trial.  Journal of the American Medical Association 2015;314(24):2632-40. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1001/jama.2015.17291', 'https://www.ncbi.nlm.nih.gov/pubmed/26720025', 'https://scholar.google.com/scholar_lookup?title=Ovarian+suppression+with+triptorelin+during+adjuvant+breast+cancer+chemotherapy+and+long-term+ovarian+function,+pregnancies,+and+disease-free+survival:+a+randomized+clinical+trial+&author=M+Lambertini&author=L+Boni&author=A+Michelotti&author=T+Gamucci&author=T+Scotto&author=S+Gori&publication_year=2015&hl=en']",26720025,https://doi.org/10.1001/jama.2015.17291, Lambertini 2015a {published data only}  ,included,CD008018-bbs2-0007,
CD008018-bib-0010,"Leonard RC, Adamson DJ, Bertelli G, Mansi J, Yellowlees A, Dunlop J, et al. ",GnRH agonist for protection against ovarian toxicity during chemotherapy for early breast cancer: the Anglo Celtic Group OPTION trial, Annals of Oncology ,2017,28,    ,['citation-journal']," Leonard RC, Adamson DJ, Bertelli G, Mansi J, Yellowlees A, Dunlop J, et al. GnRH agonist for protection against ovarian toxicity during chemotherapy for early breast cancer: the Anglo Celtic Group OPTION trial.  Annals of Oncology 2017;28:1811-6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1093/annonc/mdx184', 'https://www.ncbi.nlm.nih.gov/pubmed/28472240', 'https://scholar.google.com/scholar_lookup?title=GnRH+agonist+for+protection+against+ovarian+toxicity+during+chemotherapy+for+early+breast+cancer:+the+Anglo+Celtic+Group+OPTION+trial+&author=RC+Leonard&author=DJ+Adamson&author=G+Bertelli&author=J+Mansi&author=A+Yellowlees&author=J+Dunlop&publication_year=2017&hl=en']",28472240,https://doi.org/10.1093/annonc/mdx184, Leonard 2017 {published data only}  ,included,CD008018-bbs2-0008,
