reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD012069-bib-0001,"Abali O, Mukaddes NM. ",Methylphenidate induced hallucinations: case report,,2007,,    ,['citation-other']," Abali O, Mukaddes NM. Methylphenidate induced hallucinations: case report. Klinik Psikofarmakoloji Bülteni [Bulletin of Clinical Psychopharmacology]2007; Vol. 17, issue 4:195‐7. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Methylphenidate+induced+hallucinations:+case+report&author=O+Abali&author=NM+Mukaddes&publication_year=2007&hl=en']",,, Abali 2007 {published data only}  ,included,CD012069-bbs2-0001,
CD012069-bib-0002,"Abbas E, Desoysa R. ",Use of methylphenidate for attention‐deficit‐hyperactivity disorder in childhood, Developmental Medicine and Child Neurology ,2006,48,    ,['citation-journal']," Abbas E, Desoysa R. Use of methylphenidate for attention‐deficit‐hyperactivity disorder in childhood.  Developmental Medicine and Child Neurology 2006;48(Suppl 107):23. [DOI: 10.1111/j.1469‐8749.2006.tb12600.x]CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Use+of+methylphenidate+for+attention‐deficit‐hyperactivity+disorder+in+childhood&author=E+Abbas&author=R+Desoysa&publication_year=2006&hl=en']",,, Abbas 2006 {published data only}  ,included,CD012069-bbs2-0002,
CD012069-bib-0003,"Abbasi SH, Heidari S, Mohammadi MR, Tabrizi M, Ghaleiha A, Akhondzadeh S. ",Acetyl‐L‐carnitine as an adjunctive therapy in the treatment of attention‐deficit/hyperactivity disorder in children and adolescents: a placebo‐controlled trial, Child Psychiatry and Human Development ,2011,42,    ,['citation-journal']," Abbasi SH, Heidari S, Mohammadi MR, Tabrizi M, Ghaleiha A, Akhondzadeh S. Acetyl‐L‐carnitine as an adjunctive therapy in the treatment of attention‐deficit/hyperactivity disorder in children and adolescents: a placebo‐controlled trial.  Child Psychiatry and Human Development 2011;42(3):367‐75. [DOI: 10.1007/s10578‐011‐0220‐y; PUBMED: 21336630]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1007/s10578-011-0220-y', 'https://scholar.google.com/scholar_lookup?title=Acetyl‐L‐carnitine+as+an+adjunctive+therapy+in+the+treatment+of+attention‐deficit/hyperactivity+disorder+in+children+and+adolescents:+a+placebo‐controlled+trial+&author=SH+Abbasi&author=S+Heidari&author=MR+Mohammadi&author=M+Tabrizi&author=A+Ghaleiha&author=S+Akhondzadeh&publication_year=2011&hl=en']",,https://doi.org/10.1007/s10578-011-0220-y, Abbasi 2011 {published data only}  ,included,CD012069-bbs2-0003,
CD012069-bib-0004,Adrian N. ,Explosive outbursts associated with methylphenidate, Journal of the American Academy of Child and Adolescent Psychiatry ,2001,40,    ,['citation-journal'], Adrian N. Explosive outbursts associated with methylphenidate.  Journal of the American Academy of Child and Adolescent Psychiatry 2001;40(6):618‐9. [DOI: 10.1097/00004583‐200106000‐00002; PUBMED: 11392335]CENTRAL    Link to article     Google Scholar     ,"['', 'https://doi.org/10.1097/00004583-200106000-00002', 'https://scholar.google.com/scholar_lookup?title=Explosive+outbursts+associated+with+methylphenidate&author=N+Adrian&publication_year=2001&hl=en']",,https://doi.org/10.1097/00004583-200106000-00002, Adrian 2001 {published data only}  ,included,CD012069-bbs2-0004,
CD012069-bib-0005,"Agarwal V, Sitholey P. ",Combination of atomoxetine and methylphenidate in attention deficit/hyperactivity disorder: a case report, Journal of the Canadian Academy of Child and Adolescent Psychiatry ,2008,17,    ,['citation-journal']," Agarwal V, Sitholey P. Combination of atomoxetine and methylphenidate in attention deficit/hyperactivity disorder: a case report.  Journal of the Canadian Academy of Child and Adolescent Psychiatry 2008;17(3):160. [PMC2527769]CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Combination+of+atomoxetine+and+methylphenidate+in+attention+deficit/hyperactivity+disorder:+a+case+report+&author=V+Agarwal&author=P+Sitholey&publication_year=2008&hl=en']",,, Agarwal 2008 {published data only}  ,included,CD012069-bbs2-0005,
CD012069-bib-0006,"Aguilera‐Albesa S, Yoldi‐Petri ME, Molins‐Castiella T, Durá‐Travé T. ",Hallucinations caused by the introduction of methylphenidate at low doses, Revista de Neurologia ,2010,51,    ,['citation-journal']," Aguilera‐Albesa S, Yoldi‐Petri ME, Molins‐Castiella T, Durá‐Travé T. Hallucinations caused by the introduction of methylphenidate at low doses.  Revista de Neurologia 2010;51(4):254‐5. [PUBMED: 20648469]CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Hallucinations+caused+by+the+introduction+of+methylphenidate+at+low+doses&author=S+Aguilera‐Albesa&author=ME+Yoldi‐Petri&author=T+Molins‐Castiella&author=T+Durá‐Travé&publication_year=2010&hl=en']",20648469,, Aguilera‐Albesa 2010 {published data only}  ,included,CD012069-bbs2-0006,
CD012069-bib-0007,"Akhondzadeh S, Tavakolian R, Davari‐Ashtiani R, Arabgol F, Amini H. ",Selegiline in the treatment of attention deficit hyperactivity disorder in children: a double blind and randomized trial, Progress in Neuro Psychopharmacology and Biological Psychiatry ,2003,27,    ,['citation-journal']," Akhondzadeh S, Tavakolian R, Davari‐Ashtiani R, Arabgol F, Amini H. Selegiline in the treatment of attention deficit hyperactivity disorder in children: a double blind and randomized trial.  Progress in Neuro Psychopharmacology and Biological Psychiatry 2003;27(5):841‐5. [DOI: 10.1016/S0278‐5846(03)00117‐9; PUBMED: 12921918]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/S0278-5846(03)00117-9', 'https://scholar.google.com/scholar_lookup?title=Selegiline+in+the+treatment+of+attention+deficit+hyperactivity+disorder+in+children:+a+double+blind+and+randomized+trial+&author=S+Akhondzadeh&author=R+Tavakolian&author=R+Davari‐Ashtiani&author=F+Arabgol&author=H+Amini&publication_year=2003&hl=en']",,https://doi.org/10.1016/S0278-5846(03)00117-9, Akhondzadeh 2003 {published data only}  ,included,CD012069-bbs2-0007,
CD012069-bib-0008,"Akhondzadeh S, Mohammadi MR, Khademi M. ",Zinc sulfate as an adjunct to methylphenidate for the treatment of attention deficit hyperactivity disorder in children: a double blind and randomized trial, BMC Psychiatry ,2004,4,    ,['citation-journal']," Akhondzadeh S, Mohammadi MR, Khademi M. Zinc sulfate as an adjunct to methylphenidate for the treatment of attention deficit hyperactivity disorder in children: a double blind and randomized trial.  BMC Psychiatry 2004;4(9):1‐6. [DOI: 10.1186/1471‐244X‐4‐9; PMC400741; PUBMED: 15070418]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1186/1471-244X-4-9', 'https://scholar.google.com/scholar_lookup?title=Zinc+sulfate+as+an+adjunct+to+methylphenidate+for+the+treatment+of+attention+deficit+hyperactivity+disorder+in+children:+a+double+blind+and+randomized+trial+&author=S+Akhondzadeh&author=MR+Mohammadi&author=M+Khademi&publication_year=2004&hl=en']",,https://doi.org/10.1186/1471-244X-4-9, Akhondzadeh 2004 {published data only}  ,included,CD012069-bbs2-0008,
CD012069-bib-0009,"Alpaslan AH, Coşkun KŞ, Kocak U, Gorücü Y. ",Stuttering associated with the use of short‐acting oral methylphenidate, Klinik Psikofarmakoloji Bülteni [Journal of Clinical Psychopharmacology] ,2015,35,    ,['citation-journal']," Alpaslan AH, Coşkun KŞ, Kocak U, Gorücü Y. Stuttering associated with the use of short‐acting oral methylphenidate.  Klinik Psikofarmakoloji Bülteni [Journal of Clinical Psychopharmacology] 2015;35(6):739‐41. [DOI: 10.1097/JCP.0000000000000403; PUBMED: 26436866]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1097/JCP.0000000000000403', 'https://scholar.google.com/scholar_lookup?title=Stuttering+associated+with+the+use+of+short‐acting+oral+methylphenidate&author=AH+Alpaslan&author=KŞ+Coşkun&author=U+Kocak&author=Y+Gorücü&publication_year=2015&hl=en']",,https://doi.org/10.1097/JCP.0000000000000403, Alpaslan 2015 {published data only}  ,included,CD012069-bbs2-0009,
CD012069-bib-0010,"Altin M, El‐Shafei AA, Yu M, Desaiah D, Treuer T, Zavadenko N, et al. ",Pharmacological treatment for attention deficit hyperactivity disorder: functional outcomes in children and adolescents from non‐Western countries, Drugs in Context ,2013,2013,    ,['citation-journal']," Altin M, El‐Shafei AA, Yu M, Desaiah D, Treuer T, Zavadenko N, et al. Pharmacological treatment for attention deficit hyperactivity disorder: functional outcomes in children and adolescents from non‐Western countries.  Drugs in Context 2013;2013:212260. [DOI: 10.7573/dic.212260; PMC3884848]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.7573/dic.212260', 'https://scholar.google.com/scholar_lookup?title=Pharmacological+treatment+for+attention+deficit+hyperactivity+disorder:+functional+outcomes+in+children+and+adolescents+from+non‐Western+countries+&author=M+Altin&author=AA+El‐Shafei&author=M+Yu&author=D+Desaiah&author=T+Treuer&author=N+Zavadenko&publication_year=2013&hl=en']",,https://doi.org/10.7573/dic.212260, Altin 2013 {published data only}  ,included,CD012069-bbs2-0010,
CD012069-bib-0011,"Hong J, Novick D, Treuer T, Montgomery W, Haynes VS, Wu S, et al. ",Predictors and consequences of adherence to the treatment of pediatric patients with attention‐deficit/hyperactivity disorder in Central Europe and East Asia, Patient Preference and Adherence ,2013,30,    ,['citation-journal']," Hong J, Novick D, Treuer T, Montgomery W, Haynes VS, Wu S, et al. Predictors and consequences of adherence to the treatment of pediatric patients with attention‐deficit/hyperactivity disorder in Central Europe and East Asia.  Patient Preference and Adherence 2013;30(7):987‐95. [DOI: 10.2147/PPA.S50628; PMC3794850; PUBMED: 24124351]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.2147/PPA.S50628', 'https://scholar.google.com/scholar_lookup?title=Predictors+and+consequences+of+adherence+to+the+treatment+of+pediatric+patients+with+attention‐deficit/hyperactivity+disorder+in+Central+Europe+and+East+Asia+&author=J+Hong&author=D+Novick&author=T+Treuer&author=W+Montgomery&author=VS+Haynes&author=S+Wu&publication_year=2013&hl=en']",,https://doi.org/10.2147/PPA.S50628, Altin 2013 {published data only}  ,included,CD012069-bbs2-0010,
CD012069-bib-0012,"Truer T, Feng Q, Desaiah D, Altin M, Wu S, El‐Shafei A, et al. ","Predictors of pharmacological treatment outcomes with atomoxetine or methylphenidate in patients with attention‐deficit/hyperactivity disorder from China, Egypt, Lebanon, Russian Federation, Taiwan, and United Arab Emirates", International Journal of Clinical Practice ,2014,68,    ,['citation-journal']," Truer T, Feng Q, Desaiah D, Altin M, Wu S, El‐Shafei A, et al. Predictors of pharmacological treatment outcomes with atomoxetine or methylphenidate in patients with attention‐deficit/hyperactivity disorder from China, Egypt, Lebanon, Russian Federation, Taiwan, and United Arab Emirates.  International Journal of Clinical Practice 2014;68(9):1152‐62. [DOI: 10.1111/ijcp.12437; PUBMED: 24703228]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1111/ijcp.12437', 'https://scholar.google.com/scholar_lookup?title=Predictors+of+pharmacological+treatment+outcomes+with+atomoxetine+or+methylphenidate+in+patients+with+attention‐deficit/hyperactivity+disorder+from+China,+Egypt,+Lebanon,+Russian+Federation,+Taiwan,+and+United+Arab+Emirates+&author=T+Truer&author=Q+Feng&author=D+Desaiah&author=M+Altin&author=S+Wu&author=A+El‐Shafei&publication_year=2014&hl=en']",,https://doi.org/10.1111/ijcp.12437, Altin 2013 {published data only}  ,included,CD012069-bbs2-0010,
CD012069-bib-0013,"Amiri S, Mohammadi MR, Mohammadi M, Nouroozinejad GH, Kahbazi M, Akhondzadeh S. ","Modafinil as a treatment for Attention‐Deficit/Hyperactivity Disorder in children and adolescents: a double blind, randomized clinical trial", Progress in Neuro Psychopharmacology & Biological Psychiatry ,2008,32,    ,['citation-journal']," Amiri S, Mohammadi MR, Mohammadi M, Nouroozinejad GH, Kahbazi M, Akhondzadeh S. Modafinil as a treatment for Attention‐Deficit/Hyperactivity Disorder in children and adolescents: a double blind, randomized clinical trial.  Progress in Neuro Psychopharmacology & Biological Psychiatry 2008;32(1):145‐9. [DOI: 10.1016/j.pnpbp.2007.07.025; PUBMED: 17765380]CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/j.pnpbp.2007.07.025', 'https://scholar.google.com/scholar_lookup?title=Modafinil+as+a+treatment+for+Attention‐Deficit/Hyperactivity+Disorder+in+children+and+adolescents:+a+double+blind,+randomized+clinical+trial+&author=S+Amiri&author=MR+Mohammadi&author=M+Mohammadi&author=GH+Nouroozinejad&author=M+Kahbazi&author=S+Akhondzadeh&publication_year=2008&hl=en']",,https://doi.org/10.1016/j.pnpbp.2007.07.025, Amiri 2008 {published data only}  ,included,CD012069-bbs2-0011,
