reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD011549-bib-0001,"Ang TL, Liew SFAP, Ang D, Kwek A, Fock KM, Teo EK. ",EUS‐Guided ERCP in patients with negative cross sectional imaging but high clinical probability of choledocholithiasis,,2012,,    ,['citation-other']," Ang TL, Liew SFAP, Ang D, Kwek A, Fock KM, Teo EK. EUS‐Guided ERCP in patients with negative cross sectional imaging but high clinical probability of choledocholithiasis. Gastrointestinal Endoscopy2012; Vol. 1:AB203.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=EUS‐Guided+ERCP+in+patients+with+negative+cross+sectional+imaging+but+high+clinical+probability+of+choledocholithiasis+&author=TL+Ang&author=SFAP+Liew&author=D+Ang&author=A+Kwek&author=KM+Fock&author=EK+Teo&publication_year=2012&hl=en'],,, Ang 2012 {published data only}  ,included,CD011549-bbs2-0001,
CD011549-bib-0002,"Boraschi P, Gigoni R, Braccini G, Lamacchia M, Rossi M, Falaschi F. ",Detection of common bile duct stones before laparoscopic cholecystectomy,,2002,,    ,['citation-other']," Boraschi P, Gigoni R, Braccini G, Lamacchia M, Rossi M, Falaschi F. Detection of common bile duct stones before laparoscopic cholecystectomy. Acta Radiologica2002; Vol. 43, issue 6:593‐8.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Detection+of+common+bile+duct+stones+before+laparoscopic+cholecystectomy&author=P+Boraschi&author=R+Gigoni&author=G+Braccini&author=M+Lamacchia&author=M+Rossi&author=F+Falaschi&publication_year=2002&hl=en'],,, Boraschi 2002 {published data only}  ,included,CD011549-bbs2-0002,
CD011549-bib-0003,"Buscarini E, Tansini P, Vallisa D, Zambelli A, Buscarini L. ","EUS for suspected choledocholithiasis: Do benefits outweigh costs? A prospective, controlled study",,2003,,    ,['citation-other']," Buscarini E, Tansini P, Vallisa D, Zambelli A, Buscarini L. EUS for suspected choledocholithiasis: Do benefits outweigh costs? A prospective, controlled study. Gastrointestinal Endoscopy2003; Vol. 57, issue 4:510‐8.    Google Scholar     ","['https://scholar.google.com/scholar_lookup?title=EUS+for+suspected+choledocholithiasis:+Do+benefits+outweigh+costs?+A+prospective,+controlled+study+&author=E+Buscarini&author=P+Tansini&author=D+Vallisa&author=A+Zambelli&author=L+Buscarini&publication_year=2003&hl=en']",,, Buscarini 2003 {published data only}  ,included,CD011549-bbs2-0003,
CD011549-bib-0004,"Canto MI, Chak A, Stellato T, Sivak MV. ",Endoscopic ultrasonography versus cholangiography for the diagnosis of choledocholithiasis,,1998,,    ,['citation-other']," Canto MI, Chak A, Stellato T, Sivak MV. Endoscopic ultrasonography versus cholangiography for the diagnosis of choledocholithiasis. Gastrointestinal Endoscopy1998; Vol. 47, issue 6:439‐48.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Endoscopic+ultrasonography+versus+cholangiography+for+the+diagnosis+of+choledocholithiasis&author=MI+Canto&author=A+Chak&author=T+Stellato&author=MV+Sivak&publication_year=1998&hl=en'],,, Canto 1998 {published data only}  ,included,CD011549-bbs2-0004,
CD011549-bib-0005,"Choo L, Mishra G, Conway J, Evans JA. ",Prospective single blinded study of endoscopic ultrasound prior to endoscopic retrograde cholangio‐pancreatography for patients with a positive intra‐operative cholangiogram,,2012,,    ,['citation-other']," Choo L, Mishra G, Conway J, Evans JA. Prospective single blinded study of endoscopic ultrasound prior to endoscopic retrograde cholangio‐pancreatography for patients with a positive intra‐operative cholangiogram. Gastrointestinal Endoscopy2012; Vol. 1:AB203.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Prospective+single+blinded+study+of+endoscopic+ultrasound+prior+to+endoscopic+retrograde+cholangio‐pancreatography+for+patients+with+a+positive+intra‐operative+cholangiogram+&author=L+Choo&author=G+Mishra&author=J+Conway&author=JA+Evans&publication_year=2012&hl=en'],,, Choo 2012 {published data only}  ,included,CD011549-bbs2-0005,
CD011549-bib-0006,"De Ledinghen V, Lecesne R, Raymond JM, Gense V, Amouretti M, Drouillard J, et al. ",Diagnosis of choledocholithiasis: EUS or magnetic resonance cholangiography? A prospective controlled study,,1999,,    ,['citation-other']," De Ledinghen V, Lecesne R, Raymond JM, Gense V, Amouretti M, Drouillard J, et al. Diagnosis of choledocholithiasis: EUS or magnetic resonance cholangiography? A prospective controlled study. Gastrointestinal Endoscopy1999; Vol. 49, issue 1:26‐31.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Diagnosis+of+choledocholithiasis:+EUS+or+magnetic+resonance+cholangiography?+A+prospective+controlled+study+&author=V+Ledinghen&author=R+Lecesne&author=JM+Raymond&author=V+Gense&author=M+Amouretti&author=J+Drouillard&publication_year=1999&hl=en'],,, De Ledinghen 1999 {published data only}  ,included,CD011549-bbs2-0006,
CD011549-bib-0007,"Fazel A, Catalano MF, Quadri A, Geenen JE. ",A comparison of the diagnostic accuracy of EUS and ERCP in identifying common bile duct stones,,2002,,    ,['citation-other']," Fazel A, Catalano MF, Quadri A, Geenen JE. A comparison of the diagnostic accuracy of EUS and ERCP in identifying common bile duct stones. Gastrointestinal Endoscopy2002; Vol. 55, issue 5:AB246.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=A+comparison+of+the+diagnostic+accuracy+of+EUS+and+ERCP+in+identifying+common+bile+duct+stones+&author=A+Fazel&author=MF+Catalano&author=A+Quadri&author=JE+Geenen&publication_year=2002&hl=en'],,, Fazel 2002 {published data only}  ,included,CD011549-bbs2-0007,
CD011549-bib-0008,"Fernandez‐Esparrach G, Gines A, Sanchez M, Pages M, Pellise M, Fernandez‐Cruz L, et al. ",Comparison of endoscopic ultrasonography and magnetic resonance cholangiopancreatography in the diagnosis of pancreatobiliary diseases: A prospective study, American Journal of Gastroenterology ,2007,102,    ,['citation-journal']," Fernandez‐Esparrach G, Gines A, Sanchez M, Pages M, Pellise M, Fernandez‐Cruz L, et al. Comparison of endoscopic ultrasonography and magnetic resonance cholangiopancreatography in the diagnosis of pancreatobiliary diseases: A prospective study.  American Journal of Gastroenterology 2007;102(8):1632‐9.    Link to article     Google Scholar     ","['https://doi.org/10.1111/j.1572-0241.2007.01333.x', 'https://scholar.google.com/scholar_lookup?title=Comparison+of+endoscopic+ultrasonography+and+magnetic+resonance+cholangiopancreatography+in+the+diagnosis+of+pancreatobiliary+diseases:+A+prospective+study+&author=G+Fernandez‐Esparrach&author=A+Gines&author=M+Sanchez&author=M+Pages&author=M+Pellise&author=L+Fernandez‐Cruz&publication_year=2007&hl=en']",,https://doi.org/10.1111/j.1572-0241.2007.01333.x, Fernandez‐Esparrach 2007 {published data only}  ,included,CD011549-bbs2-0008,
CD011549-bib-0009,"Gautier G, Pilleul F, Crombe‐Ternamian A, Gruner L, Ponchon T, Barth X, et al. ",Contribution of magnetic resonance cholangiopancreatography to the management of patients with suspected common bile duct stones,,2004,,    ,['citation-other']," Gautier G, Pilleul F, Crombe‐Ternamian A, Gruner L, Ponchon T, Barth X, et al. Contribution of magnetic resonance cholangiopancreatography to the management of patients with suspected common bile duct stones. Gastroenterologie Clinique et Biologique2004; Vol. 28, issue 2:129‐34.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Contribution+of+magnetic+resonance+cholangiopancreatography+to+the+management+of+patients+with+suspected+common+bile+duct+stones+&author=G+Gautier&author=F+Pilleul&author=A+Crombe‐Ternamian&author=L+Gruner&author=T+Ponchon&author=X+Barth&publication_year=2004&hl=en'],,, Gautier 2004 {published data only}  ,included,CD011549-bbs2-0009,
CD011549-bib-0010,"Guarise A, Baltieri S, Mainardi P, Faccioli N. ",Diagnostic accuracy of MRCP in choledocholithiasis,,2005,,    ,['citation-other']," Guarise A, Baltieri S, Mainardi P, Faccioli N. Diagnostic accuracy of MRCP in choledocholithiasis. La Radiologia Medica2005; Vol. 109, issue 3:239‐51.    Google Scholar     ",['https://scholar.google.com/scholar_lookup?title=Diagnostic+accuracy+of+MRCP+in+choledocholithiasis&author=A+Guarise&author=S+Baltieri&author=P+Mainardi&author=N+Faccioli&publication_year=2005&hl=en'],,, Guarise 2005 {published data only}  ,included,CD011549-bbs2-0010,
