reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD011912-bib-0001,"Arlettaz R, Bauschatz AS, Monkhoff M, Essers B, Bauersfeld U. ",The contribution of pulse oximetry to the early detection of congenital heart disease in newborns, European Journal of Pediatrics ,2006,165,    ,['citation-journal']," Arlettaz R, Bauschatz AS, Monkhoff M, Essers B, Bauersfeld U. The contribution of pulse oximetry to the early detection of congenital heart disease in newborns.  European Journal of Pediatrics 2006;165(2):94‐8. [PUBMED: 10.1007/s00431‐005‐0006‐y; PUBMED: 16211399]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s00431-005-0006-y', 'https://www.ncbi.nlm.nih.gov/pubmed/16211399', 'https://scholar.google.com/scholar_lookup?title=The+contribution+of+pulse+oximetry+to+the+early+detection+of+congenital+heart+disease+in+newborns+&author=R+Arlettaz&author=AS+Bauschatz&author=M+Monkhoff&author=B+Essers&author=U+Bauersfeld&publication_year=2006&hl=en']",16211399,https://doi.org/10.1007/s00431-005-0006-y, Arlettaz 2006 {published data only}  ,included,CD011912-bbs2-0001,
CD011912-bib-0002,"Bakr AF, Habib HS. ",Combining pulse oximetry and clinical examination in screening for congenital heart disease, Pediatric Cardiology ,2005,26,    ,['citation-journal']," Bakr AF, Habib HS. Combining pulse oximetry and clinical examination in screening for congenital heart disease.  Pediatric Cardiology 2005;26(6):832‐5. [DOI: 10.1007/s00246‐005‐0981‐9; PUBMED: 16088415]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s00246-005-0981-9', 'https://www.ncbi.nlm.nih.gov/pubmed/16088415', 'https://scholar.google.com/scholar_lookup?title=Combining+pulse+oximetry+and+clinical+examination+in+screening+for+congenital+heart+disease+&author=AF+Bakr&author=HS+Habib&publication_year=2005&hl=en']",16088415,https://doi.org/10.1007/s00246-005-0981-9, Bakr 2005 {published data only}  ,included,CD011912-bbs2-0002,
CD011912-bib-0003,"Bhola K, Kluckow M, Evans N. ",Post‐implementation review of pulse oximetry screening of well newborns in an Australian tertiary maternity hospital, Journal of Paediatrics and Child Health ,2014,50,    ,['citation-journal']," Bhola K, Kluckow M, Evans N. Post‐implementation review of pulse oximetry screening of well newborns in an Australian tertiary maternity hospital.  Journal of Paediatrics and Child Health 2014;50(11):920‐5. [DOI: 10.1111/jpc.12651; PUBMED: 24923996]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/jpc.12651', 'https://www.ncbi.nlm.nih.gov/pubmed/24923996', 'https://scholar.google.com/scholar_lookup?title=Post‐implementation+review+of+pulse+oximetry+screening+of+well+newborns+in+an+Australian+tertiary+maternity+hospital+&author=K+Bhola&author=M+Kluckow&author=N+Evans&publication_year=2014&hl=en']",24923996,https://doi.org/10.1111/jpc.12651, Bhola 2014 {published data only}  ,included,CD011912-bbs2-0003,
CD011912-bib-0004,"de‐Wahl Granelli A, Wennergren M, Sandberg K, Mellander M, Bejlum C, Inganas L, et al. ","Impact of pulse oximetry screening on the detection of duct dependent congenital heart disease: a Swedish prospective screening study in 39,821 newborns", BMJ (Clinical Research Ed.) ,2009,338,    ,['citation-journal']," de‐Wahl Granelli A, Wennergren M, Sandberg K, Mellander M, Bejlum C, Inganas L, et al. Impact of pulse oximetry screening on the detection of duct dependent congenital heart disease: a Swedish prospective screening study in 39,821 newborns.  BMJ (Clinical Research Ed.) 2009;338:a3037. [DOI: 10.1136/bmj.a3037; PUBMED: 19131383]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1136/bmj.a3037', 'https://www.ncbi.nlm.nih.gov/pubmed/19131383', 'https://scholar.google.com/scholar_lookup?title=Impact+of+pulse+oximetry+screening+on+the+detection+of+duct+dependent+congenital+heart+disease:+a+Swedish+prospective+screening+study+in+39,821+newborns+&author=A+de‐WahlGranelli&author=M+Wennergren&author=K+Sandberg&author=M+Mellander&author=C+Bejlum&author=L+Inganas&publication_year=2009&hl=en']",19131383,https://doi.org/10.1136/bmj.a3037, de‐Wahl Granelli 2009 {published data only}  ,included,CD011912-bbs2-0004,
CD011912-bib-0005,"Ewer AK, Middleton LJ, Furmston AT, Bhoyar A, Daniels JP, Thangaratinam S, et al. PulseOx Study Group. ",Pulse oximetry screening for congenital heart defects in newborn infants (PulseOx): a test accuracy study, Lancet ,2011,378,    ,['citation-journal']," Ewer AK, Middleton LJ, Furmston AT, Bhoyar A, Daniels JP, Thangaratinam S, et al. PulseOx Study Group. Pulse oximetry screening for congenital heart defects in newborn infants (PulseOx): a test accuracy study.  Lancet 2011;378(9793):785‐94. [DOI: 10.1016/S0140‐6736(11)60753‐8; PUBMED: 21820732]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0140-6736(11)60753-8', 'https://www.ncbi.nlm.nih.gov/pubmed/21820732', 'https://scholar.google.com/scholar_lookup?title=Pulse+oximetry+screening+for+congenital+heart+defects+in+newborn+infants+(PulseOx):+a+test+accuracy+study+&author=AK+Ewer&author=LJ+Middleton&author=AT+Furmston&author=A+Bhoyar&author=JP+Daniels&author=S+Thangaratinam&publication_year=2011&hl=en']",21820732,https://doi.org/10.1016/S0140-6736(11)60753-8, Ewer 2011 {published data only}  ,included,CD011912-bbs2-0005,
CD011912-bib-0006,"Gomez‐Rodriguez G, Quezada‐Herrera A, Amador‐Licona N, Carballo‐Magdaleno D, Rodriguez‐Mejia EJ, Guizar‐Mendoza JM. ",Pulse oximetry as a screening test for critical congenital heart disease in term newborns, Revista de Investigacion Clinica ,2015,67,    ,['citation-journal']," Gomez‐Rodriguez G, Quezada‐Herrera A, Amador‐Licona N, Carballo‐Magdaleno D, Rodriguez‐Mejia EJ, Guizar‐Mendoza JM. Pulse oximetry as a screening test for critical congenital heart disease in term newborns.  Revista de Investigacion Clinica 2015;67(2):130‐4. [PUBMED: 25938847]CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/25938847', 'https://scholar.google.com/scholar_lookup?title=Pulse+oximetry+as+a+screening+test+for+critical+congenital+heart+disease+in+term+newborns&author=G+Gomez‐Rodriguez&author=A+Quezada‐Herrera&author=N+Amador‐Licona&author=D+Carballo‐Magdaleno&author=EJ+Rodriguez‐Mejia&author=JM+Guizar‐Mendoza&publication_year=2015&hl=en']",25938847,, Gomez‐Rodriguez 2015 {published data only}  ,included,CD011912-bbs2-0006,
CD011912-bib-0007,"Jones AJ, Howarth C, Nicholl R, Mat‐Ali E, Knowles R. ",The impact and efficacy of routine pulse oximetry screening for CHD in a local hospital, Cardiology in the Young ,2016,26,    ,['citation-journal']," Jones AJ, Howarth C, Nicholl R, Mat‐Ali E, Knowles R. The impact and efficacy of routine pulse oximetry screening for CHD in a local hospital.  Cardiology in the Young 2016;26(7):1397‐405. [DOI: 10.1017/S1047951115002784; PUBMED: 26905447]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1017/S1047951115002784', 'https://www.ncbi.nlm.nih.gov/pubmed/26905447', 'https://scholar.google.com/scholar_lookup?title=The+impact+and+efficacy+of+routine+pulse+oximetry+screening+for+CHD+in+a+local+hospital&author=AJ+Jones&author=C+Howarth&author=R+Nicholl&author=E+Mat‐Ali&author=R+Knowles&publication_year=2016&hl=en']",26905447,https://doi.org/10.1017/S1047951115002784, Jones 2016 {published data only}  ,included,CD011912-bbs2-0007,
CD011912-bib-0008,"Klausner R, Shapiro ED, Elder RW, Colson E, Loyal J. ",Evaluation of a screening program to detect critical congenital heart defects in newborns, Hospital Pediatrics ,2017,7,    ,['citation-journal']," Klausner R, Shapiro ED, Elder RW, Colson E, Loyal J. Evaluation of a screening program to detect critical congenital heart defects in newborns.  Hospital Pediatrics 2017;7(4):214‐8. [DOI: 10.1542/hpeds.2016‐0176; PUBMED: 28250095]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1542/hpeds.2016-0176', 'https://www.ncbi.nlm.nih.gov/pubmed/28250095', 'https://scholar.google.com/scholar_lookup?title=Evaluation+of+a+screening+program+to+detect+critical+congenital+heart+defects+in+newborns&author=R+Klausner&author=ED+Shapiro&author=RW+Elder&author=E+Colson&author=J+Loyal&publication_year=2017&hl=en']",28250095,https://doi.org/10.1542/hpeds.2016-0176, Klausner 2017 {published data only}  ,included,CD011912-bbs2-0008,
CD011912-bib-0009,"Koppel RI, Druschel CM, Carter T, Goldberg BE, Mehta PN, Talwar R, et al. ",Effectiveness of pulse oximetry screening for congenital heart disease in asymptomatic newborns, Pediatrics ,2003,111,    ,['citation-journal']," Koppel RI, Druschel CM, Carter T, Goldberg BE, Mehta PN, Talwar R, et al. Effectiveness of pulse oximetry screening for congenital heart disease in asymptomatic newborns.  Pediatrics 2003;111(3):451‐5. [PUBMED: 12612220]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1542/peds.111.3.451', 'https://www.ncbi.nlm.nih.gov/pubmed/12612220', 'https://scholar.google.com/scholar_lookup?title=Effectiveness+of+pulse+oximetry+screening+for+congenital+heart+disease+in+asymptomatic+newborns+&author=RI+Koppel&author=CM+Druschel&author=T+Carter&author=BE+Goldberg&author=PN+Mehta&author=R+Talwar&publication_year=2003&hl=en']",12612220,https://doi.org/10.1542/peds.111.3.451, Koppel 2003 {published data only}  ,included,CD011912-bbs2-0009,
CD011912-bib-0010,"Meberg A, Brugmann‐Pieper S, Due R, Eskedal L, Fagerli I, Farstad T, et al. ",First day of life pulse oximetry screening to detect congenital heart defects, Journal of Pediatrics ,2008,152,    ,['citation-journal']," Meberg A, Brugmann‐Pieper S, Due R, Eskedal L, Fagerli I, Farstad T, et al. First day of life pulse oximetry screening to detect congenital heart defects.  Journal of Pediatrics 2008;152(6):761‐5. [DOI: 10.1016/j.jpeds.2007.12.043; PUBMED: 18492511]CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.jpeds.2007.12.043', 'https://www.ncbi.nlm.nih.gov/pubmed/18492511', 'https://scholar.google.com/scholar_lookup?title=First+day+of+life+pulse+oximetry+screening+to+detect+congenital+heart+defects&author=A+Meberg&author=S+Brugmann‐Pieper&author=R+Due&author=L+Eskedal&author=I+Fagerli&author=T+Farstad&publication_year=2008&hl=en']",18492511,https://doi.org/10.1016/j.jpeds.2007.12.043, Meberg 2008 {published data only}  ,included,CD011912-bbs2-0010,
