reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD009579-bib-0001,"Abdel‐Wahab MF, Esmat G, Ramzy I, Fouad R, Abdel‐Rahman M, Yosery A, et al. [Schistosoma haematobium infection in Egyptian schoolchildren: demonstration of both hepatic and urinary tract morbidity by ultrasonography]. ",, Transactions of the Royal Society of Tropical Medicine and Hygiene ,1992,86,    ,['citation-journal']," Abdel‐Wahab MF, Esmat G, Ramzy I, Fouad R, Abdel‐Rahman M, Yosery A, et al. [Schistosoma haematobium infection in Egyptian schoolchildren: demonstration of both hepatic and urinary tract morbidity by ultrasonography].  Transactions of the Royal Society of Tropical Medicine and Hygiene 1992;86:406‐9.    PubMed     ",['https://www.ncbi.nlm.nih.gov/pubmed/1440818'],1440818,, Abdel‐Wahab 1992 {published data only}  ,included,CD009579-bbs2-0001,
CD009579-bib-0002,"Abdel‐Wahab MF, Esmat G, Ramzy I, Narooz S, Medhat E, Ibrahim M, et al. [The epidemiology of schistosomiasis in Egypt: Fayoum Governorate]. ",, American Journal of Tropical Medicine and Hygiene ,2000,62,(2):55‐64.   ,['citation-journal']," Abdel‐Wahab MF, Esmat G, Ramzy I, Narooz S, Medhat E, Ibrahim M, et al. [The epidemiology of schistosomiasis in Egypt: Fayoum Governorate].  American Journal of Tropical Medicine and Hygiene 2000;62(2):55‐64.    ",[],,, Abdel‐Wahab 2000 {published data only}  ,included,CD009579-bbs2-0002,
CD009579-bib-0003,"Adriko M, Standley CJ, Tinkitina B, Tukahebwa EM, Fenwick A, Fleming FM, et al. [Evaluation of circulating cathodic antigen (CCA) urine‐cassette assay as a survey tool for Schistosoma mansoni in different transmission settings within Bugiri District, Uganda]. ",, Acta Tropica ,2014,136,    ,['citation-journal']," Adriko M, Standley CJ, Tinkitina B, Tukahebwa EM, Fenwick A, Fleming FM, et al. [Evaluation of circulating cathodic antigen (CCA) urine‐cassette assay as a survey tool for Schistosoma mansoni in different transmission settings within Bugiri District, Uganda].  Acta Tropica 2014;136:50‐7.    PubMed     ",['https://www.ncbi.nlm.nih.gov/pubmed/24727052'],24727052,, Adriko 2014_6KK {published data only}  ,included,CD009579-bbs2-0003,
CD009579-bib-0004,"Adriko M, Standley CJ, Tinkitina EM, Fenwick A, Fleming FM, Sousa‐Figueiredo JC, et al. [Evaluation of circulating cathodic antigen (CCA) urine‐cassette assay as a survey tool for Schistosoma mansoni in different transmission settings within Bugiri District, Uganda]. ",, Acta Tropica ,2014,136,    ,['citation-journal']," Adriko M, Standley CJ, Tinkitina EM, Fenwick A, Fleming FM, Sousa‐Figueiredo JC, et al. [Evaluation of circulating cathodic antigen (CCA) urine‐cassette assay as a survey tool for Schistosoma mansoni in different transmission settings within Bugiri District, Uganda].  Acta Tropica 2014;136:50‐7.    PubMed     ",['https://www.ncbi.nlm.nih.gov/pubmed/24727052'],24727052,, Adriko 2014_settingA {published data only}  ,included,CD009579-bbs2-0004,
CD009579-bib-0005,"Adriko M, Standley CJ, Tinkitina EM, Fenwick A, Fleming FM, Sousa‐Figueiredo JC, et al. [Evaluation of circulating cathodic antigen (CCA) urine‐cassette assay as a survey tool for Schistosoma mansoni in different transmission settings within Bugiri District, Uganda]. ",, Acta Tropica ,2014,136,    ,['citation-journal']," Adriko M, Standley CJ, Tinkitina EM, Fenwick A, Fleming FM, Sousa‐Figueiredo JC, et al. [Evaluation of circulating cathodic antigen (CCA) urine‐cassette assay as a survey tool for Schistosoma mansoni in different transmission settings within Bugiri District, Uganda].  Acta Tropica 2014;136:50‐7.    PubMed     ",['https://www.ncbi.nlm.nih.gov/pubmed/24727052'],24727052,, Adriko 2014_settingB {published data only}  ,included,CD009579-bbs2-0005,
CD009579-bib-0006,"Adriko M, Standley CJ, Tinkitina EM, Fenwick A, Fleming FM, Sousa‐Figueiredo JC, et al. [Evaluation of circulating cathodic antigen (CCA) urine‐cassette assay as a survey tool for Schistosoma mansoni in different transmission settings within Bugiri District, Uganda]. ",, Acta Tropica ,2014,136,    ,['citation-journal']," Adriko M, Standley CJ, Tinkitina EM, Fenwick A, Fleming FM, Sousa‐Figueiredo JC, et al. [Evaluation of circulating cathodic antigen (CCA) urine‐cassette assay as a survey tool for Schistosoma mansoni in different transmission settings within Bugiri District, Uganda].  Acta Tropica 2014;136:50‐7.    PubMed     ",['https://www.ncbi.nlm.nih.gov/pubmed/24727052'],24727052,, Adriko 2014_settingC {published data only}  ,included,CD009579-bbs2-0006,
CD009579-bib-0007,"Al‐Sherbiny MM, Osman AM, Hancock K, Deelder AM, Tsang VC. [Application of immunodiagnostic assays: detection of antibodies and circulating antigens in human schistosomiasis and correlation with clinical findings]. ",, American Journal of Tropical Medicine and Hygiene ,1999,60,‐6.   ,['citation-journal']," Al‐Sherbiny MM, Osman AM, Hancock K, Deelder AM, Tsang VC. [Application of immunodiagnostic assays: detection of antibodies and circulating antigens in human schistosomiasis and correlation with clinical findings].  American Journal of Tropical Medicine and Hygiene 1999;60(6):960‐6.    ",[],,, Alsherbiny 1999 {published data only}  ,included,CD009579-bbs2-0007,
CD009579-bib-0008,"Anosike JC, Nwoke BEB, Njoku AJ. [The validity of haematuria in the community diagnosis of urinary schistosomiasis infections]. ",, Journal of Helminthology ,2001,75,    ,['citation-journal']," Anosike JC, Nwoke BEB, Njoku AJ. [The validity of haematuria in the community diagnosis of urinary schistosomiasis infections].  Journal of Helminthology 2001;75(3):223‐5.    PubMed     ",['https://www.ncbi.nlm.nih.gov/pubmed/11551310'],11551310,, Anosike 2001 {published data only}  ,included,CD009579-bbs2-0008,
CD009579-bib-0009,"Aryeetey ME, Wagatsuma Y, Yeboah G, Asante M, Mensah G, Nkrumah FK, et al. [Urinary schistosomiasis in southern Ghana: 1. Prevalence and morbidity assessment in three (defined) rural areas drained by the Densu river]. ",, Parasitology International ,2000,49,    ,['citation-journal']," Aryeetey ME, Wagatsuma Y, Yeboah G, Asante M, Mensah G, Nkrumah FK, et al. [Urinary schistosomiasis in southern Ghana: 1. Prevalence and morbidity assessment in three (defined) rural areas drained by the Densu river].  Parasitology International 2000;49(2):155‐63.    PubMed     ",['https://www.ncbi.nlm.nih.gov/pubmed/10882905'],10882905,, Aryeetey 2000 {published data only}  ,included,CD009579-bbs2-0009,
CD009579-bib-0010,"Ashton RA, Stewart BT, Petty N, Lado M, Finn T, Brooker S, et al. [Accuracy of circulating cathodic antigen tests for rapid mapping of Schistosoma mansoni and S. haematobium infections in Southern Sudan]. ",, Tropical Medicine and International Health ,2011,16,    ,['citation-journal']," Ashton RA, Stewart BT, Petty N, Lado M, Finn T, Brooker S, et al. [Accuracy of circulating cathodic antigen tests for rapid mapping of Schistosoma mansoni and S. haematobium infections in Southern Sudan].  Tropical Medicine and International Health 2011;16(9):1099‐103.    PubMed     ",['https://www.ncbi.nlm.nih.gov/pubmed/21692957'],21692957,, Ashton 2011 {published data only}  ,included,CD009579-bbs2-0010,
