reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason
CD012669-bib-0001,"Becker A, Lin G, McKenney MG, Marttos A, Schulman CI. ",Is the FAST exam reliable in severely injured patients?, Injury ,2010,41,    ,['citation-journal']," Becker A, Lin G, McKenney MG, Marttos A, Schulman CI. Is the FAST exam reliable in severely injured patients?.  Injury 2010;41(5):479‐83. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/j.injury.2009.10.054', 'https://www.ncbi.nlm.nih.gov/pubmed/19944412', 'https://scholar.google.com/scholar_lookup?title=Is+the+FAST+exam+reliable+in+severely+injured+patients?&author=A+Becker&author=G+Lin&author=MG+McKenney&author=A+Marttos&author=CI+Schulman&publication_year=2010&hl=en']",19944412,https://doi.org/10.1016/j.injury.2009.10.054, Becker 2010 {published data only}  ,included,CD012669-bbs2-0001,
CD012669-bib-0002,"Benya EC, Lim‐Dunham JE, Landrum O, Statter M. ",Abdominal sonography in examination of children with blunt abdominal trauma, American Journal of Roentgenology ,2000,174,    ,['citation-journal']," Benya EC, Lim‐Dunham JE, Landrum O, Statter M. Abdominal sonography in examination of children with blunt abdominal trauma.  American Journal of Roentgenology 2000;174(6):1613‐6. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.2214/ajr.174.6.1741613', 'https://www.ncbi.nlm.nih.gov/pubmed/10845493', 'https://scholar.google.com/scholar_lookup?title=Abdominal+sonography+in+examination+of+children+with+blunt+abdominal+trauma&author=EC+Benya&author=JE+Lim‐Dunham&author=O+Landrum&author=M+Statter&publication_year=2000&hl=en']",10845493,https://doi.org/10.2214/ajr.174.6.1741613, Benya 2000 {published data only}  ,included,CD012669-bbs2-0002,
CD012669-bib-0003,"Blaivas M, Lyon M, Duggal S. ",A prospective comparison of supine chest radiography and bedside ultrasound for the diagnosis of traumatic pneumothorax, Academic Emergency Medicine ,2005,12,    ,['citation-journal']," Blaivas M, Lyon M, Duggal S. A prospective comparison of supine chest radiography and bedside ultrasound for the diagnosis of traumatic pneumothorax.  Academic Emergency Medicine 2005;12(9):844‐9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1197/j.aem.2005.05.005', 'https://www.ncbi.nlm.nih.gov/pubmed/16141018', 'https://scholar.google.com/scholar_lookup?title=A+prospective+comparison+of+supine+chest+radiography+and+bedside+ultrasound+for+the+diagnosis+of+traumatic+pneumothorax+&author=M+Blaivas&author=M+Lyon&author=S+Duggal&publication_year=2005&hl=en']",16141018,https://doi.org/10.1197/j.aem.2005.05.005, Blaivas 2005 {published data only}  ,included,CD012669-bbs2-0003,
CD012669-bib-0004,"Calder BW, Vogel AM, Zhang J, Mauldin PD, Huang EY, Savoie KB, et al. ",Focused Assessment with Sonography for Trauma (FAST) in children following blunt abdominal trauma: a multi‐institutional analysis, Journal of Trauma and Acute Care Surgery ,2017,83,    ,['citation-journal']," Calder BW, Vogel AM, Zhang J, Mauldin PD, Huang EY, Savoie KB, et al. Focused Assessment with Sonography for Trauma (FAST) in children following blunt abdominal trauma: a multi‐institutional analysis.  Journal of Trauma and Acute Care Surgery 2017;83(2):218‐24. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1097/TA.0000000000001546', 'https://scholar.google.com/scholar_lookup?title=Focused+Assessment+with+Sonography+for+Trauma+(FAST)+in+children+following+blunt+abdominal+trauma:+a+multi‐institutional+analysis+&author=BW+Calder&author=AM+Vogel&author=J+Zhang&author=PD+Mauldin&author=EY+Huang&author=KB+Savoie&publication_year=2017&hl=en']",,https://doi.org/10.1097/TA.0000000000001546, Calder 2017 {published data only}  ,included,CD012669-bbs2-0004,
CD012669-bib-0005,"Catalano O, Aiani L, Barozzi L, Bokor D, De Marchi A, Faletti C, et al. ",CEUS in abdominal trauma: multi‐center study, Abdominal Imaging ,2009,34,    ,['citation-journal']," Catalano O, Aiani L, Barozzi L, Bokor D, De Marchi A, Faletti C, et al. CEUS in abdominal trauma: multi‐center study.  Abdominal Imaging 2009;34(2):225‐34. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s00261-008-9452-0', 'https://www.ncbi.nlm.nih.gov/pubmed/18682877', 'https://scholar.google.com/scholar_lookup?title=CEUS+in+abdominal+trauma:+multi‐center+study&author=O+Catalano&author=L+Aiani&author=L+Barozzi&author=D+Bokor&author=A+Marchi&author=C+Faletti&publication_year=2009&hl=en']",18682877,https://doi.org/10.1007/s00261-008-9452-0, Catalano 2009 {published data only}  ,included,CD012669-bbs2-0005,
CD012669-bib-0006,"Cheung KS, Wong HT, Leung LP, Tsang TC, Leung GK. ",Diagnostic accuracy of Focused Abdominal Sonography for Trauma in blunt abdominal trauma patients in a trauma centre of Hong Kong, Chinese Journal of Traumatology ,2012,15,    ,['citation-journal']," Cheung KS, Wong HT, Leung LP, Tsang TC, Leung GK. Diagnostic accuracy of Focused Abdominal Sonography for Trauma in blunt abdominal trauma patients in a trauma centre of Hong Kong.  Chinese Journal of Traumatology 2012;15(5):273‐8. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/23069097', 'https://scholar.google.com/scholar_lookup?title=Diagnostic+accuracy+of+Focused+Abdominal+Sonography+for+Trauma+in+blunt+abdominal+trauma+patients+in+a+trauma+centre+of+Hong+Kong+&author=KS+Cheung&author=HT+Wong&author=LP+Leung&author=TC+Tsang&author=GK+Leung&publication_year=2012&hl=en']",23069097,, Cheung 2012 {published data only}  ,included,CD012669-bbs2-0006,
CD012669-bib-0007,"Clevert DA, Weckbach S, Minaifar N, Clevert DA, Stickel M, Reiser M. ",Contrast‐enhanced ultrasound versus MS‐CT in blunt abdominal trauma, Clinical Hemorheology and Microcirculation ,2008,39,    ,['citation-journal']," Clevert DA, Weckbach S, Minaifar N, Clevert DA, Stickel M, Reiser M. Contrast‐enhanced ultrasound versus MS‐CT in blunt abdominal trauma.  Clinical Hemorheology and Microcirculation 2008;39(1‐4):155‐69. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.3233/CH-2008-1080', 'https://www.ncbi.nlm.nih.gov/pubmed/18503121', 'https://scholar.google.com/scholar_lookup?title=Contrast‐enhanced+ultrasound+versus+MS‐CT+in+blunt+abdominal+trauma&author=DA+Clevert&author=S+Weckbach&author=N+Minaifar&author=DA+Clevert&author=M+Stickel&author=M+Reiser&publication_year=2008&hl=en']",18503121,https://doi.org/10.3233/CH-2008-1080, Clevert 2008 {published data only}  ,included,CD012669-bbs2-0007,
CD012669-bib-0008,"Coley BD, Mutabagani KH, Martin LC, Zumberge N, Cooney DR, Caniano DA, et al. ",Focused abdominal sonography for trauma (FAST) in children with blunt abdominal trauma, Journal of Trauma and Acute Care Surgery ,2000,48,    ,['citation-journal']," Coley BD, Mutabagani KH, Martin LC, Zumberge N, Cooney DR, Caniano DA, et al. Focused abdominal sonography for trauma (FAST) in children with blunt abdominal trauma.  Journal of Trauma and Acute Care Surgery 2000;48(5):902‐6. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1097/00005373-200005000-00014', 'https://scholar.google.com/scholar_lookup?title=Focused+abdominal+sonography+for+trauma+(FAST)+in+children+with+blunt+abdominal+trauma&author=BD+Coley&author=KH+Mutabagani&author=LC+Martin&author=N+Zumberge&author=DR+Cooney&author=DA+Caniano&publication_year=2000&hl=en']",,https://doi.org/10.1097/00005373-200005000-00014, Coley 2000 {published data only}  ,included,CD012669-bbs2-0008,
CD012669-bib-0009,"Corbett SW, Andrews HG, Baker EM, Jones WG. ",ED evaluation of the pediatric trauma patient by ultrasonography, American Journal of Emergency Medicine ,2000,18,    ,['citation-journal']," Corbett SW, Andrews HG, Baker EM, Jones WG. ED evaluation of the pediatric trauma patient by ultrasonography.  American Journal of Emergency Medicine 2000;18(3):244‐9. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/S0735-6757(00)90113-X', 'https://scholar.google.com/scholar_lookup?title=ED+evaluation+of+the+pediatric+trauma+patient+by+ultrasonography&author=SW+Corbett&author=HG+Andrews&author=EM+Baker&author=WG+Jones&publication_year=2000&hl=en']",,https://doi.org/10.1016/S0735-6757(00)90113-X, Corbett 2000 {published data only}  ,included,CD012669-bbs2-0009,
CD012669-bib-0010,"Dolich MO, McKenney MG, Varela JE, Compton RP, McKenney KL, Cohn SM. ","2,576 ultrasounds for blunt abdominal trauma", Journal of Trauma and Acute Care Surgery ,2001,50,    ,['citation-journal']," Dolich MO, McKenney MG, Varela JE, Compton RP, McKenney KL, Cohn SM. 2,576 ultrasounds for blunt abdominal trauma.  Journal of Trauma and Acute Care Surgery 2001;50(1):108‐12. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1097/00005373-200101000-00019', 'https://scholar.google.com/scholar_lookup?title=2,576+ultrasounds+for+blunt+abdominal+trauma&author=MO+Dolich&author=MG+McKenney&author=JE+Varela&author=RP+Compton&author=KL+McKenney&author=SM+Cohn&publication_year=2001&hl=en']",,https://doi.org/10.1097/00005373-200101000-00019, Dolich 2001 {published data only}  ,included,CD012669-bbs2-0010,
